issue_id, type, status, resolution, component, priority, reporter, created, assigned, assignee, resolved, created, assigned, summary, description, affected_version, fixed_version, votes, watches, description_words, assingnee_count, comment_count, commenter, Surprising, Dormant, Blocker, Security, Performance, Breakage, commit_count, file_count, files
2876,Bug,Resolved,Fixed,ambari-server,Major,Sumit Mohanty,0.006898148,0.006898148,Sumit Mohanty,2013/08/12 22:27:43 +0100,0.006898148,0.006898148,/SUM puppet script syntax issu result hive deploy custom DB oozi servic check failur/SUM,Few puppet variables are missing in jdbc-connector and oozie service-check puppet scripts.,1.4.0,1.4.0,0,2,12,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2879,Bug,Resolved,Fixed,ambari-agent,Critical,Siddharth Wagle,0.089664352,0.089664352,Siddharth Wagle,2013/08/13 02:04:19 +0100,0.089664352,0.089664352,/SUM oozi fail smoke test secur cluster/SUM,stderr:None stdout:notice: /Stage[1]/Hdp::Snappy::Package/Hdp::Snappy::Package::Ln[32]/Hdp::Exec[hdp::snappy::package::ln 32]/Exec[hdp::snappy::package::ln 32]/returns: executed successfullynotice: /Stage[1]/Hdp::Snmp/Hdp::Package[snmp]/Hdp::Package::Process_pkg[snmp]/Hdp::Java::Package[snmp]/Hdp::Java::Jce::Package[snmp]/Exec[jce-install snmp]/returns: executed successfullynotice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: Moved to trash: hdfs://domU-12-31-39-07-D5-91.compute-1.internal:8020/user/ambari-qa/examplesnotice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: Moved to trash: hdfs://domU-12-31-39-07-D5-91.compute-1.internal:8020/user/ambari-qa/input-datanotice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: Error: AUTHENTICATION : Could not authenticate  GSSException: No valid credentials provided (Mechanism level: Server not found in Kerberos database (7) - UNKNOWN_SERVER)notice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: Invalid sub-command: Missing argument for option: infonotice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns:notice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: use 'help [sub-command]' for help detailsnotice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: Invalid sub-command: Missing argument for option: infonotice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns:notice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: use 'help [sub-command]' for help detailsnotice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns:notice: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: workflow_status=err: /Stage[2]/Hdp-oozie::Oozie::Service_check/Hdp-oozie::Smoke_shell_file[oozieSmoke.sh]/Exec[/tmp/oozieSmoke.sh]/returns: change from notrun to 0 failed: sh /tmp/oozieSmoke.sh /etc/oozie/conf /etc/hadoop/conf ambari-qa true /etc/security/keytabs/smokeuser.headless.keytab EXAMPLE.COM jt/domu-12-31-39-07-d5-91.compute-1.internal@EXAMPLE.COM nn/domu-12-31-39-07-d5-91.compute-1.internal@EXAMPLE.COM /usr/bin/kinit returned 1 instead of one of [0] at /var/lib/ambari-agent/puppet/modules/hdp-oozie/manifests/oozie/service_check.pp:63notice: Finished catalog run in 51.05 seconds,1.2.5,1.4.0,0,2,129,1,4,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2884,Bug,Resolved,Fixed,ambari-web,Critical,Andrii Tkach,0.003472222,0.003472222,Andrii Tkach,2013/08/13 16:03:58 +0100,0.003472222,0.003472222,/SUM oozi start fail like due fail instal/SUM,Oozie start failed with following in the log: hadoop dfs -chmod -R 755 /user/oozie/share' returned 1 instead of one of 0On the node: chmod: '/user/oozie/share': No such file or directoryoozie@c6402 ~$ hadoop dfs -ls /user/ DEPRECATED: Use of this script to execute hdfs command is deprecated.Instead use the hdfs command for it.Found 3 itemsdrwxrwx--- - ambari-qa hdfs 0 2013-08-02 02:40 /user/ambari-qadrwx------ - hive hdfs 0 2013-08-02 02:41 /user/hivedrwxrwxr-x - hdfs hdfs 0 2013-08-02 02:42 /user/oozieoozie@c6402 ~$ hadoop dfs -ls /user/oozieDEPRECATED: Use of this script to execute hdfs command is deprecated.Instead use the hdfs command for it.oozie@c6402 ~$The reason  the oozie smoke is failing to run an oozie job with more than one node in the cluster  due to bad settings in /etc/hadoop/core-site.xml:&lt;property&gt; &lt;name&gt;hadoop.proxyuser.oozie.hosts&lt;/name&gt; &lt;value&gt;host1&lt;/value&gt;&lt;/property&gt;host1  in my case is host on which oozie is not installed. After changing this to host2 (where oozie server is installed)  oozie smoke succeeded.,1.4.0,1.4.0,0,2,148,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,1,ambari-web/app/controllers/wizard/step8_controller.js;,
2886,Improvement,Resolved,Fixed,ambari-agent,Major,Siddharth Wagle,0.002037037,0.002037037,Siddharth Wagle,2013/08/13 18:31:00 +0100,0.002037037,0.002037037,/SUM hdf servic check fail design took 10 min fail/SUM,After I had a cluster up and running successfully  but manually turned HDFS Safe Mode ON by running:hdfs dfsadmin -safemode enter.HDFS Execute Check failed due to Puppet timeout after 10 minutes.It should have failed quicker since task timeout is 10 minutes on server.,1.4.0,1.4.0,0,2,43,1,2,2,0 ,0 ,0 ,0 ,1 ,0 ,0,0,,
2891,Bug,Resolved,Fixed,ambari-server,Major,Sumit Mohanty,0.655972222,0.655972222,Sumit Mohanty,2013/08/14 18:50:28 +0100,0.655972222,0.655972222,/SUM hadoop env sh core site miss host yarn compon deploy/SUM,Yarn component need hadoop-env.sh and core-site.xml. These files should be deployed on hosts on which only yarn components are deployed.,1.4.0,1.4.0,0,2,20,1,5,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2903,Bug,Resolved,Fixed,,Major,Mahadev konar,0.010393519,0.010393519,Mahadev konar,2013/08/15 01:42:14 +0100,0.010393519,0.010393519,/SUM add hbase 96 metric chang jmx backward compat way/SUM,Add HBase 96 metrics changes to jmx in a backwards compatible way.,1.4.0,1.4.0,0,2,13,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2905,Bug,Resolved,Fixed,ambari-server,Major,Siddharth Wagle,0.004293981,0.004293981,Siddharth Wagle,2013/08/15 02:54:10 +0100,0.004293981,0.004293981,/SUM snamenod start transit mainten mode/SUM,Currently  in HA NN cluster  starting HDFS service at services tab  tries to start SNAMENODE as well (through it is in Maintainance state because of executing curl -u admin:admin -i -X PUT -d '{'RequestInfo':{'context':'SNN maintenance'} 'Body':{'HostRoles':{'state':'MAINTENANCE'}}}' http://$SERVER:8080/api/v1/clusters/$CLUSTER/hosts/$SNN_HOST/host_components/SECONDARY_NAMENODE command ),1.4.0,1.4.0,0,2,53,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2920,Improvement,Resolved,Fixed,ambari-web,Major,Yusaku Sako,0.0159375,0.0159375,Yusaku Sako,2013/08/15 23:22:28 +0100,0.0159375,0.0159375,/SUM renam alert titl descript/SUM,Currently Nagios alerts are shown in Ambari UI like so: (green check) NameNode process down &lt;- means NameNode process is up (red X) NameNode process down &lt;- means NameNode process is down (green check) Percent DataNode down &lt;- means % of DataNodes that are up is above the threshold (red X) Percent DataNode down &lt;- means % of DataNodes that are up is below the threshold (green check) Nagios status log staleness &lt;- means Nagios status log is fresh (red X) Nagios status log staleness &lt;- means Nagios status log is staleWhen a user sees the word 'down' with a positive indication (green check) for it  it's confusing. It's like saying 'this is red' in green... is it green or red?The proposal here is to rename these alerts  like so: (green check) NameNode process &lt;- means NameNode process is up/healthy (red X) NameNode process &lt;- means NameNode process is down/unhealthy (green check) Percent DataNodes live &lt;- means % of DataNodes that are up/healthy is above the threshold (red X) Percent DataNodes live &lt;- means % of DataNodes that are up/healthy is below the threshold (green check) Nagios status log freshness &lt;- means Nagios status log is fresh (red X) Nagios status log freshness &lt;- means Nagios status log is staleAlso there are inconsistencies in the way we show component names in alert titles and descriptions (like 'templeton server status' to mean 'WebHCat Server status'  etc). These need to be fixed.,1.4.0,1.4.0,0,2,240,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2927,Bug,Resolved,Fixed,ambari-web,Major,Srimanth Gunturi,0.0696875,0.0696875,Srimanth Gunturi,2013/08/16 05:29:53 +0100,0.0696875,0.0696875,/SUM resourcemanag rpc nodemanag count miss time seri/SUM,ResourceManager's rpc.rpc.RpcQueueTimeAvgTime and yarn.ClusterMetrics.NumActiveNMs are not being provided accurately due to changes introduced in AMBARI-2910 to YARN configuration to collect more metrics.We need to narrow down the scope of metric collection to keep getting these previous metrics.,1.4.0,1.4.0,0,2,49,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2931,Bug,Resolved,Fixed,ambari-web,Major,Andrii Tkach,0.228553241,0.228553241,Andrii Tkach,2013/08/16 18:16:50 +0100,0.228553241,0.228553241,/SUM popov stuck rout anoth page/SUM,Steps to reporduce:1. Go to Installer-&gt;Welcome step2. Focus on cluster name textfield3. Hover on 'learn more' label4. Press Enter to route to the next pageResult:Popover remains visible on other pages,1.4.0,1.4.0,0,3,30,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2938,Bug,Resolved,Fixed,ambari-server,Major,Sumit Mohanty,0.010729167,0.010729167,Sumit Mohanty,2013/08/16 21:57:34 +0100,0.010729167,0.010729167,/SUM updat stack definit mapreduce2/SUM,Update stack definition for MAPREDUCE2 and the default site xml files.,1.4.0,1.4.0,0,2,11,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2939,Bug,Resolved,Fixed,ambari-server,Major,Sumit Mohanty,2.138935185,2.138935185,Sumit Mohanty,2013/08/19 01:43:12 +0100,2.138935185,2.138935185,/SUM updat 1 3 2 stack definit repo url/SUM,Update 1.3.2 stack definition for repo url,1.2.5,1.2.5,0,2,7,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2943,Bug,Resolved,Fixed,,Major,Mahadev konar,0.001921296,0.001921296,Mahadev konar,2013/08/17 02:05:04 +0100,0.001921296,0.001921296,/SUM oozi smoke test fail ambari npe oozi server/SUM,Oozie smoke tests fail on Ambari with NPE in Oozie Server.,1.4.0,1.4.0,0,2,11,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2947,Bug,Resolved,Fixed,,Major,Mahadev konar,0.00306713,0.00306713,Mahadev konar,2013/08/18 04:00:12 +0100,0.00306713,0.00306713,/SUM use specif build number stck build/SUM,Use a specific build number for the stck builds.,1.4.0,1.4.0,0,2,9,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2948,Bug,Resolved,Fixed,ambari-agent,Major,Siddharth Wagle,0.471805556,0.471805556,Siddharth Wagle,2013/08/18 18:42:55 +0100,0.471805556,0.471805556,/SUM mapreduc pid directori cutom fail/SUM,Changing mapreduce log directory prefix results in Live status showing history server not started.,1.4.0,1.4.0,0,2,14,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2972,Improvement,Resolved,Fixed,ambari-web,Major,Andrii Tkach,0.104178241,0.104178241,Andrii Tkach,2013/08/21 12:49:38 +0100,0.104178241,0.104178241,/SUM provid read view secur wizard entri/SUM,After enabling security  when browsing back to Admin &gt; Security  it would be good to see the tabs with the values entered during wizard setup (read-only)  just so it's easy to see what the user specifically entered during the wizard setup.,1.2.5,1.4.1,0,2,41,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,6,ambari-web/app/controllers/main/admin/security.js;ambari-web/app/controllers/main/admin/security/add/step2.js;ambari-web/app/templates/common/configs/services_config.hbs;ambari-web/app/templates/main/admin/security.hbs;ambari-web/app/views/common/configs/services_config.js;ambari-web/app/views/main/admin/security.js;,
2973,Bug,Resolved,Fixed,ambari-agent; ambari-server,Major,Vladimir Tkhir,0.793391204,0.58875,Vladimir Tkhir,2013/08/22 06:49:25 +0100,0.793391204,0.58875,/SUM ambari server agent stop packag uninstal/SUM,When ambari-agent and ambari-server packages are uninstalled  uninstall scriplets don't stop running services. That's why processes remain running even after package removal. That may cause issues during upgrade (if administrator misses the 'stop services' step)[root@host01 ~]$ ambari-server statusUsing python /usr/bin/python2.6Ambari-server statusAmbari Server runningFound Ambari Server PID: '7850 at: /var/run/ambari-server/ambari-server.pid[root@host01]# ambari-agent statusFound ambari-agent PID: 3521ambari-agent running.Agent PID at: /var/run/ambari-agent/ambari-agent.pidAgent out at: /var/log/ambari-agent/ambari-agent.outAgent log at: /var/log/ambari-agent/ambari-agent.log[root@host01]# rpm -e ambari-server[root@host01]# rpm -e ambari-agent[root@host01]# ps aux | grep ambari | grep -v grep | grep -v postgresroot 7850 2.1 13.2 3031480 254212 ? Sl 20:51 0:36 /usr/jdk64/jdk1.6.0_31/bin/java -server -XX:NewRatio=3 -XX:+UseConcMarkSweepGC -XX:-UseGCOverheadLimit -XX:CMSInitiatingOccupancyFraction=60 -Xms512m -Xmx2048m -cp /etc/ambari-server/conf:/usr/lib/ambari-server/*:/sbin:/bin:/usr/sbin:/usr/bin:/usr/lib/ambari-server/* org.apache.ambari.server.controller.AmbariServerroot 3521 0.7 1.1 499760 22544 ? Sl 20:53 0:12 /usr/bin/python2.6 /usr/lib/python2.6/site-packages/ambari_agent/main.py start restart --expected-hostname=host01,1.4.1,1.4.1,0,2,128,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
2986,Bug,Resolved,Fixed,,Major,Mahadev konar,0.022199074,0.022199074,Mahadev konar,2013/08/22 07:35:12 +0100,0.022199074,0.022199074,/SUM should turn predic pushdown default/SUM,Should turn on predicate pushdown by default.,1.4.0,1.4.0,0,2,7,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3009,Improvement,Resolved,Fixed,ambari-web,Major,Andrii Babiichuk,25.05711806,25.05711806,Andrii Babiichuk,2013/09/17 18:20:25 +0100,25.05711806,25.05711806,/SUM trim valid config paramet valu prevent failur due extra space/SUM,Automatically trim whitespaces (both leading and trailing) for: Database Host in Oozie and Hive Database Name in Oozie and Hive Database URL in Oozie and Hive All directories  including log dir  pid dir data dir  etc (I believe we already trim  split  and join for the UI config type 'directories'. We should trim on the single-line directory values  if we are not doing so already).Automatically trim all trailing spaces (but not leading spaces) for all config values with the following exceptions: Password fields Values that consist of spaces only (such as ' '),1.4.0,1.4.1,0,3,92,1,7,3,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3019,Bug,Resolved,Fixed,ambari-server,Major,Siddharth Wagle,0.007986111,0.007986111,Siddharth Wagle,2013/08/23 22:12:48 +0100,0.007986111,0.007986111,/SUM ambari alway point latest repo/SUM,Ambari should always point to latest repo.,1.4.0,1.4.0,0,2,7,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3021,Bug,Resolved,Fixed,ambari-web,Major,Jaimin D Jetly,0.010347222,0.010347222,Jaimin D Jetly,2013/08/23 23:22:12 +0100,0.010347222,0.010347222,/SUM custom servic page misc tab popup relat properti open group user valu chang/SUM,,1.4.0,1.4.0,0,2,1,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,2,ambari-server/src/main/resources/stacks/HDP/2.0.5/services/YARN/configuration/yarn-site.xml;ambari-server/src/main/resources/stacks/HDPLocal/2.0.5/services/YARN/configuration/yarn-site.xml;,
3024,Bug,Resolved,Fixed,,Major,Mahadev konar,0.038136574,0.038136574,Mahadev konar,2013/08/26 18:40:14 +0100,0.038136574,0.038136574,/SUM oozi oozi site xml misss two xsd valu caus shell sla workflow fail/SUM,Following two values need to be added to oozie-site.xml in order to get sla and shell workflows to run successfully.shell-action-0.2.xsdoozie-sla-0.1.xsd oozie-sla-0.2.xsdFollowing is the property name&lt;property&gt;&lt;name&gt;oozie.service.SchemaService.wf.ext.schemas&lt;/name&gt;&lt;value&gt;shell-action-0.1.xsd email-action-0.1.xsd hive-action-0.2.xsd sqoop-action-0.2.xsd ssh-action-0.1.xsd distcp-action-0.1.xsd&lt;/value&gt;&lt;/property&gt;,1.4.0,1.4.0,0,2,24,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3026,Bug,Resolved,Fixed,ambari-server,Major,Siddharth Wagle,0.064907407,0.064907407,Siddharth Wagle,2013/08/26 21:01:40 +0100,0.064907407,0.064907407,/SUM ambari server setup silent option print error statement first time/SUM,command: ambari-server setup -sCompleting setup...Configuring database...Enter advanced database configuration [y/n] &#40;n&#41;? ERROR: Connection properties not set in config file.Default properties detected. Using built-in database.Checking PostgreSQL...Running initdb: This may take upto a minute.About to start PostgreSQLConfiguring local database...Configuring PostgreSQL...Restarting PostgreSQLAmbari Server 'setup' completed successfully.Running ambari-server setup command again doesn't reproduce the error statement.,1.4.0,1.4.0,0,2,53,1,3,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3047,Bug,Resolved,Fixed,ambari-server,Major,Sumit Mohanty,0.371574074,0.371574074,Sumit Mohanty,2013/08/28 23:01:35 +0100,0.371574074,0.371574074,/SUM enhanc host clean handl tmp file folder/SUM,Host cleanup should: remove files and folders in tmp folder based on what users are being cleaned remove default hadoop group,1.4.1,1.4.1,0,2,21,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3056,Bug,Resolved,Fixed,ambari-web,Major,Andrii Tkach,4.0221875,4.0221875,Andrii Tkach,2013/09/03 15:31:00 +0100,4.0221875,4.0221875,/SUM advanc config order consist instal wizard custom servic monitor servic config/SUM,Compare the config parameter ordering in Install Wizard &gt; Customize Services service configs and Monitoring &gt; Services &gt; Config; they are different.We should use the same parameter ordering that we use in Install Wizard &gt; Customize Services for Monitoring &gt; Services &gt; Config.,1.2.3,1.4.1,0,2,43,1,2,2,1 ,0 ,0 ,0 ,0 ,0 ,1,3,ambari-web/app/controllers/main/service/info/configs.js;ambari-web/app/data/HDP2/global_properties.js;ambari-web/app/utils/config.js;,
3061,Bug,Resolved,Fixed,ambari-agent,Major,Dmytro Sen,2.657372685,2.657372685,Dmytro Sen,2013/09/02 13:46:16 +0100,2.657372685,2.657372685,/SUM Do use regex determin folder name full path dfs_domain_socket_path/SUM,The point is to use custom puppet function instead of regex for line$dfs_domain_socket_path_dir = regsubst($hdp-hadoop::params::dfs_domain_socket_path  '/[^//]+$'  '').It could be implemented with ruby:File.split('/path/to/file') # =&gt; ['/path/to'  'file'],1.4.1,1.4.1,0,2,42,1,2,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3068,Bug,Resolved,Fixed,ambari-agent,Major,Artem Baranchuk,0.005231481,0.005231481,Artem Baranchuk,2013/09/02 15:27:19 +0100,0.005231481,0.005231481,/SUM warn messag clear task fail/SUM,Installed a cluster  namenode start fails  install exits with warnings.If i go an look at the specific task that fails  the puppet warnings are still present. Seems like those puppet warnings didn't get cleared.In a task failure case  having the warnings clear is when it's most important.,1.4.0,1.4.1,0,2,47,1,2,1,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3069,Bug,Resolved,Fixed,ambari-web,Major,Oleg Nechiporenko,1.089155093,1.089155093,Oleg Nechiporenko,2013/09/03 17:56:39 +0100,1.089155093,1.089155093,/SUM fix unit test/SUM,,1.4.1,1.4.1,0,2,1,1,3,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
3073,Improvement,Resolved,Fixed,ambari-web,Major,subin,7.08994213,7.08994213,subin,2013/09/10 19:11:23 +0100,7.08994213,7.08994213,/SUM amabri client refactor 2/SUM,1) The last patch had an issue with the testcase because of which it did not compile. I might have accidently added a line while I was saving some of the files.(this is fixed in the new patch)The trunk currently fails for ambari-client.https://cwiki.apache.org/confluence/display/AMBARI/Ambari+python+Client has all the exposed methods,1.3.0,1.4.1,0,3,51,1,4,2,1 ,0 ,0 ,0 ,0 ,0 ,0,0,,
