issue_id,summary_col,description_col,target_Security,target_Performance
4854, BAM databas constraint violat restar applic BAM databas constraint violat restar applic, take BAM exampl http camel apach org bam exampl html one matter one use ActivityBuilder request activ eaiBroker topic SOME_TOPIC concurrentConsumers name request correl xpath MessageRequest Id stringResult ActivityBuilder respons activ eaiBroker topic SOME_OTHER_TOPIC concurrentConsumers name respons correl xpath MessageResponse Id stringResult respons start request complet expectWithin second errorIfOver second log com eai level error first run applic everyth work restart applic tri activ one BAM rule except databas constraint violat everi time applic start camel tri follow sql insertinsert CAMEL_ACTIVITYDEFINITION name processDefinition_id id valu name column must uniqu CAMEL_ACTIVITYDEFINITION workaround purg BAM tabl everi time want restart applic solut take BAM exampl http camel apach org bam exampl html one matter one use activ builder request activ eai broker topic TOPIC concurr consum name request correl xpath messag request Id string result activ builder respons activ eai broker topic TOPIC concurr consum name respons correl xpath messag respons Id string result respons start request complet expect within second error second log com eai level error first run applic everyth work restart applic tri activ one BAM rule except databas constraint violat everi time applic start camel tri follow sql insertinsert CAMEL ACTIVITYDEFINITION name process Definition_id id valu name column must uniqu CAMEL ACTIVITYDEFINITION workaround purg BAM tabl everi time want restart applic solut,0,0
4858, xpath express header saxon may throw except header exist xpath express header saxon may throw except header exist, see CAMEL return empti string instead void class work JDK saxon XPathEngine saxon work void class see CAMEL return empti string instead void class work JDK saxon path engin saxon work void class,0,0
4868, add featur camel context compon add featur camel context compon, workaround make releas cours justosgi instal mvn org apach camel camel context workaround make releas cours justosgi instal mvn org apach camel camel context,0,0
4882, time exchang remov seda queue time exchang remov seda queue, SedaProducer time stop wait exchang process remov queue well appli vm compon seda produc time stop wait exchang process remov queue well appli vm compon,0,1
4892, CamelContext autoStartup fals start context programmat doesnt work camel context auto startup fals start context programmat doesnt work, lt camelContext gt set autoStartup fals later tri start via code JMX start rout associ lt camel context gt set auto startup fals later tri start via code JMX start rout associ,0,0
4894, paramet bind work BeanExpression paramet bind work bean express, paramet bind option avail camel work BeanExpression reason fake ognl parser get confus syntax need align two scenario probabl replac ognl like pars paramet bind option avail camel work bean express reason fake ognl parser get confus syntax need align two scenario probabl replac ognl like pars,0,0
4911, SedaConsumer poll CamelContext start seda consum poll camel context start, startup camel mani rout mean start camel may take second whatnot SedaConsumer may poll messag CamelContext start avoid poll CamelContext fulli start startup camel mani rout mean start camel may take second whatnot seda consum may poll messag camel context start avoid poll camel context fulli start,0,0
4913, camel blueprint use namespac xpath work namesapc pars inject camel model camel blueprint use namespac xpath work namesapc pars inject camel model, use xpath predic blueprint xml file work use custom namespac camel blueprint compon detect custom namespac camel spring use xpath predic blueprint xml file work use custom namespac camel blueprint compon detect custom namespac camel spring,0,0
4919, test header multipl messag test header multipl messag, need someth similar expectedBodiesReceivedInAnyOrder appli header know given endpoint receiv messag order need test ONE header messag wrote getMockEndpoint mock zipSHP expectedHeaderReceived zippedFile zip getMockEndpoint mock zipSHP expectedHeaderReceived zippedFile zip getMockEndpoint mock zipSHP expectedHeaderReceived zippedFile zip rout file filesToBeZipped bean bean ZipperBean log zip endpoint effect receiv three messag result three ZIP oper test fail say first messag header zip expect zip need someth similar expect bodi receiv order appli header know given endpoint receiv messag order need test ONE header messag wrote get mock endpoint mock zip SHP expect header receiv zip file zip get mock endpoint mock zip SHP expect header receiv zip file zip get mock endpoint mock zip SHP expect header receiv zip file zip rout file file zip bean bean zipper bean log zip endpoint effect receiv three messag result three ZIP oper test fail say first messag header zip expect zip,0,0
4938, ManagedBrowsableEndpoint broken manag browsabl endpoint broken, ManagedeBrowsableEndpoint broken mean compon inherit ManagedBrowsableEndpoint error well pleas see link error screen shot queueSize JMX oper http camel nabbl com JMX queue size oper fail camel td html managed browsabl endpoint broken mean compon inherit manag browsabl endpoint error well pleas see link error screen shot queue size JMX oper http camel nabbl com JMX queue size oper fail camel td html,0,0
4942, exchang getIn getBody class throw except jaxb model object exchang get get bodi class throw except jaxb model object, exchang getIn getBody foo class return foo instanc null suitabl type convert avail java doc say return bodi messag specifi type lt tt gt null lt tt gt possibl convert foo jaxb object model method call throw org xml sax SAXParseException bodi content string throw javax xml bind UnmarshalException bodi content anoth jaxb model objectPlease look attach sampl eclips project exchang get get bodi foo class return foo instanc null suitabl type convert avail java doc say return bodi messag specifi type lt tt gt null lt tt gt possibl convert foo jaxb object model method call throw org xml sax SAX pars except bodi content string throw javax xml bind unmarsh except bodi content anoth jaxb model object pleas look attach sampl eclips project,0,0
4954, camel incap work endpoint URIs camel incap work endpoint UR, class org apach camel util URISupport use resolv endpoint DefaultCamelContext normalizeEndpointUri method parseParameters call first java net uri getQuery call accord javadoc return decod queri compon URI return decod URI fail java net uri getSchemeSpecificPart method call accord javadoc return decod scheme specif part URI return decod URI summar get case decod URI URI method org apach camel util URISupport parseQuery string decod java net URLDecoder decod string string code lead follow behaviour properli encod test test substitut first call test decod lead except http svn apach org viewvc view revis amp revis commit see uncom org apach camel util UnsafeUriCharactersEncoder mayb relat howev doubl encod URIs seem quit odd URI char issu decod make unus camel class org apach camel util URI support use resolv endpoint default camel context normal endpoint uri method pars paramet call first java net uri get queri call accord javadoc return decod queri compon URI return decod URI fail java net uri get scheme specif part method call accord javadoc return decod scheme specif part URI return decod URI summar get case decod URI URI method org apach camel util URI support pars queri string decod java net URL decod decod string string code lead follow behaviour properli encod test test substitut first call test decod lead except http svn apach org viewvc view revis amp revis commit see uncom org apach camel util unsaf uri charact encod mayb relat howev doubl encod UR seem quit odd URI char issu decod make unus camel,0,0
4963, antInclude support case insensit pattern ant includ support case insensit pattern, antIncude pattern case sensit need case insensit file match pattern file ftp compon note custom filter applic sinc read pattern databas way correl filter rout ant incud pattern case sensit need case insensit file match pattern file ftp compon note custom filter applic sinc read pattern databas way correl filter rout,0,0
4970, cannot use xqueri predic filter xpath splitter cannot use xqueri predic filter xpath splitter, upgrad use xquri predic xpath filter throw java lang ClassCastException net sf saxon tinytre TinyElementImpl cannot cast net sf saxon om DocumentInfo attach unit test fail camel direct xpath split xpathsplitt filter xqueri record type mock result see nabbl discuss http camel nabbl com unit test fail upgrad cannot use xqueri express xpath td html upgrad use xquri predic xpath filter throw java lang class cast except net sf saxon tinytre tini element impl cannot cast net sf saxon om document info attach unit test fail camel direct xpath split xpathsplitt filter xqueri record type mock result see nabbl discuss http camel nabbl com unit test fail upgrad cannot use xqueri express xpath td html,0,0
4976, problem remov endpoint problem remov endpoint, see context user list use removeEndpoints string pattern endpoint like jm topic report remov see context user list use remov endpoint string pattern endpoint like jm topic report remov,1,0
4985, spring secur exampl work spring secur exampl work, tri run spring secur exampl access browser get debug reason camel context attach camel http servlet tri run spring secur exampl access browser get debug reason camel context attach camel http servlet,1,0
4986, ManagedPerformanceCounterMBean extend ManagedCounterMBean manag perform counter bean extend manag counter bean, ManagedPerformanceCounterMBean extend ManagedCounterMBean ManagedPerformanceCounter extend ManagedCounter manag perform counter bean extend manag counter bean manag perform counter extend manag counter,0,0
4989, BindyDataFormat use default encod bindi data format use default encod, mail thread discuss http camel nabbl com bindi CSV parser use default encod tp html mail thread discuss http camel nabbl com bindi CSV parser use default encod tp html,0,0
4993, add session inform cometd camel messag header add session inform cometd camel messag header, cometd compon abil authent connect custom SecurityPolicy inform ad cometd session call unfortun session attribut pass camel messag process endpoint processor line http cometd org document howto authent cometd compon abil authent connect custom secur polici inform ad cometd session call unfortun session attribut pass camel messag process endpoint processor line http cometd org document howto authent,1,0
4994, UnsupportedOperationException thrown consum method public unsupport oper except thrown consum method public, org apach camel consum annot use method public default visibl follow except thrown everi time messag deliv consum messag roll back consum never invok camel thread JmsConsumer paula inprogress WARN org apach camel compon jm JmsMessageListenerContainer execut JMS messag listen fail ErrorHandler set org apach camel RuntimeCamelException java lang UnsupportedOperationException org apach camel util ObjectHelper wrapRuntimeCamelException ObjectHelper java org apach camel compon jm EndpointMessageListener onMessage EndpointMessageListener java org springframework jm listen AbstractMessageListenerContainer doInvokeListener AbstractMessageListenerContainer java org springframework jm listen AbstractMessageListenerContainer invokeListener AbstractMessageListenerContainer java org springframework jm listen AbstractMessageListenerContainer doExecuteListener AbstractMessageListenerContainer java org springframework jm listen AbstractPollingMessageListenerContainer doReceiveAndExecute AbstractPollingMessageListenerContainer java org springframework jm listen AbstractPollingMessageListenerContainer receiveAndExecute AbstractPollingMessageListenerContainer java org springframework jm listen DefaultMessageListenerContainer AsyncMessageListenerInvoker invokeListener DefaultMessageListenerContainer java org springframework jm listen DefaultMessageListenerContainer AsyncMessageListenerInvoker executeOngoingLoop DefaultMessageListenerContainer java org springframework jm listen DefaultMessageListenerContainer AsyncMessageListenerInvoker run DefaultMessageListenerContainer java java util concurr ThreadPoolExecutor worker runTask ThreadPoolExecutor java java util concurr ThreadPoolExecutor worker run ThreadPoolExecutor java java lang thread run thread java caus java lang UnsupportedOperationException java util collect UnmodifiableMap put collect java org apach camel compon bean BeanInfo introspect BeanInfo java org apach camel compon bean BeanInfo createInvocation BeanInfo java org apach camel compon bean BeanProcessor process BeanProcessor java org apach camel processor UnitOfWorkProcessor process UnitOfWorkProcessor java org apach camel util AsyncProcessorHelper process AsyncProcessorHelper java org apach camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java org apach camel compon jm EndpointMessageListener onMessage EndpointMessageListener java moreI appreac specif bug file improv howev REALLY mislead error messag specif error messag would greati appreac save lot time thank org apach camel consum annot use method public default visibl follow except thrown everi time messag deliv consum messag roll back consum never invok camel thread jm consum paula inprogress WARN org apach camel compon jm jm messag listen contain execut JMS messag listen fail error handler set org apach camel runtim camel except java lang unsupport oper except org apach camel util object helper wrap runtim camel except object helper java org apach camel compon jm endpoint messag listen messag endpoint messag listen java org springframework jm listen abstract messag listen contain invok listen abstract messag listen contain java org springframework jm listen abstract messag listen contain invok listen abstract messag listen contain java org springframework jm listen abstract messag listen contain execut listen abstract messag listen contain java org springframework jm listen abstract poll messag listen contain receiv execut abstract poll messag listen contain java org springframework jm listen abstract poll messag listen contain receiv execut abstract poll messag listen contain java org springframework jm listen default messag listen contain async messag listen invok invok listen default messag listen contain java org springframework jm listen default messag listen contain async messag listen invok execut ongo loop default messag listen contain java org springframework jm listen default messag listen contain async messag listen invok run default messag listen contain java java util concurr thread pool executor worker run task thread pool executor java java util concurr thread pool executor worker run thread pool executor java java lang thread run thread java caus java lang unsupport oper except java util collect unmodifi map put collect java org apach camel compon bean bean info introspect bean info java org apach camel compon bean bean info creat invoc bean info java org apach camel compon bean bean processor process bean processor java org apach camel processor unit work processor process unit work processor java org apach camel util async processor helper process async processor helper java org apach camel processor deleg async processor process deleg async processor java org apach camel compon jm endpoint messag listen messag endpoint messag listen java appreac specif bug file improv howev REALLY mislead error messag specif error messag would greati appreac save lot time thank,0,0
4996, DigitalSignatureEndpoint clear header verifi digit signatur endpoint clear header verifi, DigitalSignatureEndpoint clearHeaders option suppos clear header verifi oper howev work header clear actual header valu name java string field irrelev runtim default valu clearHeaders also true camel leav debri exchang verifi oper digit signatur endpoint clear header option suppos clear header verifi oper howev work header clear actual header valu name java string field irrelev runtim default valu clear header also true camel leav debri exchang verifi oper,0,1
5000, error handler call recipi list non exist endpoint error handler call recipi list non exist endpoint, given rout onException except class handl true mock dead direct start recipientList constant fail endpoint mock result would assum except handl except recipi list non exist endpoint case let recipi list detect let error handler handl given rout except except class handl true mock dead direct start recipi list constant fail endpoint mock result would assum except handl except recipi list non exist endpoint case let recipi list detect let error handler handl,0,0
5004, camel simpl languag wrong work real number camel simpl languag wrong work real number, comput real number rout lt setBody gt lt setBody gt want filter lt filter gt lt simpl gt bodi gt lt simpl gt lt filter gt express return fals valu bodi comput real number rout lt set bodi gt lt set bodi gt want filter lt filter gt lt simpl gt bodi gt lt simpl gt lt filter gt express return fals valu bodi,0,0
5005, simpl without embed text result NPE simpl without embed text result NPE, switch follow result NPE lt camel setBody gt lt camel simpl gt lt camel simpl gt lt camel setBody gt sure requir someth content simpl element use set bodi element empti string work switch follow result NPE lt camel set bodi gt lt camel simpl gt lt camel simpl gt lt camel set bodi gt sure requir someth content simpl element use set bodi element empti string work,0,0
5018, support unmarshal CSV file contain field describ annot POJO support unmarshal CSV file contain field describ annot POJO, actual tri unmarshal CSV contain field describ via DataField annot IllegalArgumentException thrown would better defin default valu non requir field via DataField annot therefor fail actual tri unmarshal CSV contain field describ via data field annot illeg argument except thrown would better defin default valu non requir field via data field annot therefor fail,0,0
5024, stream splitter ignor except handl stream splitter ignor except handl, except occur next call iter stream splitter except never propag except error handler lead improp rout termin inifit rollback retri cycl attach minim test case demonstr issu except occur next call iter stream splitter except never propag except error handler lead improp rout termin inifit rollback retri cycl attach minim test case demonstr issu,0,1
5035, CxfProducer releas CXF produc stop cxf produc releas CXF produc stop, CXF ClientImpl requestContext need clean CxfProducer stop call client destori method requestContext caus memori leak CXF client impl request context need clean cxf produc stop call client destori method request context caus memori leak,0,1
5036, camel rout bean element send startup invalid messag target rout repres proxi expos rout camel rout bean element send startup invalid messag target rout repres proxi expos rout, expos camel rout direct endpoint defin OSGi bundl lt camel proxi gt lt osgi servic gt tag reason abl call direct rout rout defin bundl sub rout directli bean bean routeproxi quot method quot work expect rout startup toString method call rout descript propag element rout therefor bean element direct rout proxi receiv toString call CamelInvocationHandler convert toString call messag send direct rout less empti messag cours valid target rout produc error bundl startup toString call suppress proxi sinc toString part interfac proxi repres approach recommend problemat approach part stacktrac show way rout startup produc messag gt rout receiv empti messag omit org apach camel compon direct DirectProducer process DirectProducer java org apach camel compon bean CamelInvocationHandler invok CamelInvocationHandler java proxi toString unknown sourc sun reflect GeneratedMethodAccessor invok unknown sourc sun reflect DelegatingMethodAccessorImpl invok DelegatingMethodAccessorImpl java java lang reflect method invok method java gt toString call convert messag sent rout omit org springframework aop framework ReflectiveMethodInvocation proceed ReflectiveMethodInvocation java org springframework aop framework JdkDynamicAopProxy invok JdkDynamicAopProxy java proxi toString unknown sourc org apach camel compon bean ConstantBeanHolder toString ConstantBeanHolder java gt toString call bean element rout bean proxi rout omit java lang string valueOf string java java lang StringBuilder append StringBuilder java org apach camel impl EventDrivenConsumerRoute toString EventDrivenConsumerRoute java org apach camel manag mbean ManagedRoute lt init gt ManagedRoute java org apach camel manag DefaultManagementLifecycleStrategy onRoutesAdd DefaultManagementLifecycleStrategy java org apach camel impl RouteService doStart RouteService java gt rout startup expos camel rout direct endpoint defin OS Gi bundl lt camel proxi gt lt osgi servic gt tag reason abl call direct rout rout defin bundl sub rout directli bean bean routeproxi quot method quot work expect rout startup string method call rout descript propag element rout therefor bean element direct rout proxi receiv string call camel invoc handler convert string call messag send direct rout less empti messag cours valid target rout produc error bundl startup string call suppress proxi sinc string part interfac proxi repres approach recommend problemat approach part stacktrac show way rout startup produc messag gt rout receiv empti messag omit org apach camel compon direct direct produc process direct produc java org apach camel compon bean camel invoc handler invok camel invoc handler java proxi string unknown sourc sun reflect gener method accessor invok unknown sourc sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java gt string call convert messag sent rout omit org springframework aop framework reflect method invoc proceed reflect method invoc java org springframework aop framework jdk dynam aop proxi invok jdk dynam aop proxi java proxi string unknown sourc org apach camel compon bean constant bean holder string constant bean holder java gt string call bean element rout bean proxi rout omit java lang string valu string java java lang string builder append string builder java org apach camel impl event driven consum rout string event driven consum rout java org apach camel manag mbean manag rout lt init gt manag rout java org apach camel manag default manag lifecycl strategi rout add default manag lifecycl strategi java org apach camel impl rout servic start rout servic java gt rout startup,0,0
5048, memori leak SedaComponent ad remov lot seda endpoint differ queue name memori leak seda compon ad remov lot seda endpoint differ queue name, add remov lot seda endpoint differ queue name seda compon may keep refer non use queue add remov lot seda endpoint differ queue name seda compon may keep refer non use queue,0,1
5049, memori leak TimerListener JMX enabl memori leak timer listen JMX enabl, ad remov lot rout JMX enabl load statist may leak memori rout listen properli remov rout remov due invalid equal hashCode ad remov lot rout JMX enabl load statist may leak memori rout listen properli remov rout remov due invalid equal hash code,0,1
5052, DefaultUnitOfWork copi header origin messag JmsMessage default unit work copi header origin messag jm messag, see nabbl detail see nabbl detail,0,0
5055, offer way set transact manag camel jm offer way set transact manag camel jm, follow sampl spring config set camel activemq compon lt bean id activemq class org apach activemq camel compon ActiveMQComponent gt lt properti name configur ref jmsConfigAmq gt lt bean gt lt bean id jmsConfigAmq class org apach activemq camel compon ActiveMQConfiguration gt lt properti name connectionFactory ref jmsPooledConnectionFactory gt lt properti name transact valu true gt lt lt properti name transactionManager ref jmsTransactionManager gt gt lt properti name cacheLevelName valu CACHE_CONSUMER gt lt bean gt lt bean id jmsTransactionManager class org springframework jm connect JmsTransactionManager gt lt properti name connectionFactory ref jmsPooledConnectionFactory gt lt bean gt lt bean id jmsConnectionFactory class org apach activemq ActiveMQConnectionFactory gt lt properti name brokerURL valu tcp localhost gt lt properti name watchTopicAdvisories valu fals gt lt bean gt lt bean id jmsPooledConnectionFactory class org apach activemq pool PooledConnectionFactory gt lt properti name maxConnections valu gt lt properti name connectionFactory ref jmsConnectionFactory gt lt bean gt ActiveMQConfiguration set transact true configur JmsTransactionManager also PooledConnectionFactory use config camel jm compon would similar spring JMS javadoc AbstractPollingMessageListenerContainer setTransactionManager state note consid use local JMS transact instead simpli switch sessionTransacted flag true order use local transact JMS session entir receiv process includ session oper perform SessionAwareMessageListener send respons messag basic advis set transact true specifi TX manag benefit cacheLevel set honor use local transact without configur TX manag TX manag configur cach happen DMLC level necessari reli pool connect factori discuss howev right possibl configur cameljm camel activemq compon use extern TX manag transact true set even set lazyCreateTransactionManager fals case camel activemq still creat default JmsTransactionManager ActiveMQConfiguration javapubl PlatformTransactionManager getTransactionManager PlatformTransactionManager answer super getTransactionManager isTransacted amp amp answer null let auto default transact manag specifi answer createTransactionManager setTransactionManager answer answer getTransactionManager return answer case camel jm throw except JmsConfiguration javaPlatformTransactionManager tm getTransactionManager tm null contain setTransactionManager tm els transact throw new IllegalArgumentException properti transact enabl transactionManager inject allow use transact camel jm camel activemq without set extern TX manag follow sampl spring config set camel activemq compon lt bean id activemq class org apach activemq camel compon activ MQ compon gt lt properti name configur ref jm config amq gt lt bean gt lt bean id jm config amq class org apach activemq camel compon activ MQ configur gt lt properti name connect factori ref jm pool connect factori gt lt properti name transact valu true gt lt lt properti name transact manag ref jm transact manag gt gt lt properti name cach level name valu CACHE CONSUMER gt lt bean gt lt bean id jm transact manag class org springframework jm connect jm transact manag gt lt properti name connect factori ref jm pool connect factori gt lt bean gt lt bean id jm connect factori class org apach activemq activ MQ connect factori gt lt properti name broker URL valu tcp localhost gt lt properti name watch topic advisori valu fals gt lt bean gt lt bean id jm pool connect factori class org apach activemq pool pool connect factori gt lt properti name max connect valu gt lt properti name connect factori ref jm connect factori gt lt bean gt activ MQ configur set transact true configur jm transact manag also pool connect factori use config camel jm compon would similar spring JMS javadoc abstract poll messag listen contain set transact manag state note consid use local JMS transact instead simpli switch session transact flag true order use local transact JMS session entir receiv process includ session oper perform session awar messag listen send respons messag basic advis set transact true specifi TX manag benefit cach level set honor use local transact without configur TX manag TX manag configur cach happen DMLC level necessari reli pool connect factori discuss howev right possibl configur cameljm camel activemq compon use extern TX manag transact true set even set lazi creat transact manag fals case camel activemq still creat default jm transact manag activ MQ configur javapubl platform transact manag get transact manag platform transact manag answer super get transact manag transact amp amp answer null let auto default transact manag specifi answer creat transact manag set transact manag answer answer get transact manag return answer case camel jm throw except jm configur java platform transact manag tm get transact manag tm null contain set transact manag tm els transact throw new illeg argument except properti transact enabl transact manag inject allow use transact camel jm camel activemq without set extern TX manag,0,0
5058, bug uniqu endpoint leak DefaultInflightRepository bug uniqu endpoint leak default inflight repositori, endpoint protocol use uniqu URIs leak string HashMap store DefaultInflightRepository org apach camel impl DefaultInflightRepository seem refer count scheme place remov stop method call shut system run XMPP endpoint use protocol like xmpp someaccount domain password someOtherAccountWhen million account activ may messag time anoth refer remov endpointCount count becom refer remov size method still return appropri result pleas care implement synchron object perhap AtomicInteger reflect read write lock endpoint count modif endpoint protocol use uniqu UR leak string hash map store default inflight repositori org apach camel impl default inflight repositori seem refer count scheme place remov stop method call shut system run XMPP endpoint use protocol like xmpp someaccount domain password account million account activ may messag time anoth refer remov endpoint count count becom refer remov size method still return appropri result pleas care implement synchron object perhap atom integ reflect read write lock endpoint count modif,0,1
5063, npe camel valid npe camel valid, valid compon seem broken give npe load xsd classpath unittest see http camel nabbl com npe camel valid tc htmlprefix classpath eg lt uri valid classpath BroadcastMonitor xsd gt help valid compon seem broken give npe load xsd classpath unittest see http camel nabbl com npe camel valid tc htmlprefix classpath eg lt uri valid classpath broadcast monitor xsd gt help,0,0
5080, camel jt paramet length program call issu camel jt paramet length program call issu, length paramet program PGM greater length valu paramet set incorrectli exampl input program pgm param gt alphanumer length param gt alphanumer length string array valu set paramet param param length paramet program PGM greater length valu paramet set incorrectli exampl input program pgm param gt alphanumer length param gt alphanumer length string array valu set paramet param param,0,0
5081, org apach camel compon mybati MyBatisBatchConsumerTest testBatchConsumer fail unpredict org apach camel compon mybati bati batch consum test test batch consum fail unpredict, assum see failur insert first test databas first one mybati consum start poll databas see build failur http build apach org job camel fulltest org apach camel camel mybati assum see failur insert first test databas first one mybati consum start poll databas see build failur http build apach org job camel fulltest org apach camel camel mybati,0,0
5097, incorrect featur definit camel fop incorrect featur definit camel fop,,0,0
5099, timer compon use thread name pattern thread name align camel thread timer compon use thread name pattern thread name align camel thread, use timer compon thread name timer name foo INFO rout fire timerAfter camel camel thread foo INFO rout fire timer use timer compon thread name timer name foo INFO rout fire timer camel camel thread foo INFO rout fire timer,0,0
5100, add option autogenColumns csv data format XML DSL add option autogen column csv data format XML DSL, see nabblehttp camel nabbl com CSV dateformat bug attribut AutogenColumns allow appear element camel csv tp htmlThis option expos lt csv gt data format XML DSLs see nabblehttp camel nabbl com CSV dateformat bug attribut autogen column allow appear element camel csv tp html option expos lt csv gt data format XML DS Ls,0,0
5102, timer endpoint getState work JMX timer endpoint get state work JMX, getState attribut work get state attribut work,0,0
5105, add option configRef strategyRef csv data format XML DSL add option config ref strategi ref csv data format XML DSL, CAMEL provid autogenColumns option bring much default true explicit valu set fals noth append output use configRef strategyRef option could bring power express insid XML DSL like insid java follow sampl user custom use CSVConfig CSVStrategy use lt camelContext id camel xmln http camel apach org schema spring gt lt rout gt lt uri direct start gt lt marshal gt lt csv autogenColumns fals delimit configRef csvConfig gt lt marshal gt lt convertBodyTo type java lang string gt lt uri mock result gt lt rout gt lt rout gt lt uri direct start gt lt marshal gt lt make use strategi default one org apach common csv CSVStrategy DEFAULT_STRATEGY gt lt csv autogenColumns fals delimit configRef csvConfig strategyRef excelStrategy gt lt marshal gt lt convertBodyTo type java lang string gt lt uri mock result gt lt rout gt lt camelContext gt lt bean id csvConfig class org apach common csv writer CSVConfig gt lt properti name field gt lt list gt lt interest item orderId amount gt lt bean class org apach common csv writer CSVField gt lt properti name name valu item gt lt bean gt lt list gt lt properti gt lt bean gt lt bean id csvConfig class org apach common csv writer CSVConfig gt lt properti name field gt lt list gt lt interest orderId amount item gt lt bean class org apach common csv writer CSVField gt lt properti name name valu orderId gt lt bean gt lt bean class org apach common csv writer CSVField gt lt properti name name valu amount gt lt bean gt lt list gt lt properti gt lt bean gt lt bean id excelStrategy class org springframework bean factori config FieldRetrievingFactoryBean gt lt properti name staticField valu org apach common csv CSVStrategy EXCEL_STRATEGY gt lt bean gt CAMEL provid autogen column option bring much default true explicit valu set fals noth append output use config ref strategi ref option could bring power express insid XML DSL like insid java follow sampl user custom use CSV config CSV strategi use lt camel context id camel xmln http camel apach org schema spring gt lt rout gt lt uri direct start gt lt marshal gt lt csv autogen column fals delimit config ref csv config gt lt marshal gt lt convert bodi type java lang string gt lt uri mock result gt lt rout gt lt rout gt lt uri direct start gt lt marshal gt lt make use strategi default one org apach common csv CSV strategi DEFAULT STRATEGY gt lt csv autogen column fals delimit config ref csv config strategi ref excel strategi gt lt marshal gt lt convert bodi type java lang string gt lt uri mock result gt lt rout gt lt camel context gt lt bean id csv config class org apach common csv writer CSV config gt lt properti name field gt lt list gt lt interest item order Id amount gt lt bean class org apach common csv writer CSV field gt lt properti name name valu item gt lt bean gt lt list gt lt properti gt lt bean gt lt bean id csv config class org apach common csv writer CSV config gt lt properti name field gt lt list gt lt interest order Id amount item gt lt bean class org apach common csv writer CSV field gt lt properti name name valu order Id gt lt bean gt lt bean class org apach common csv writer CSV field gt lt properti name name valu amount gt lt bean gt lt list gt lt properti gt lt bean gt lt bean id excel strategi class org springframework bean factori config field retriev factori bean gt lt properti name static field valu org apach common csv CSV strategi EXCEL STRATEGY gt lt bean gt,0,0
5108, set restlet server option return HTTP header set exchang set restlet server option return HTTP header set exchang, underli restlet server option set via endpoint option HTTP header expir last modifi return properli exchang restlet underli restlet server option set via endpoint option HTTP header expir last modifi return properli exchang restlet,0,0
5115, CxfBeanDestination copi messag header messag cxf bean destin copi messag header messag, user complain access header cxfbean mail thread let CxfBeanDestination copi messag header send messag back http camel nabbl com camel CXF drop header tt html user complain access header cxfbean mail thread let cxf bean destin copi messag header send messag back http camel nabbl com camel CXF drop header tt html,0,0
5122, RMI endpoint handl nest except rais CamelRuntimeException instead RemoteException RMI endpoint handl nest except rais camel runtim except instead remot except, rout look like lt uri rmi gt lt uri myBean gt except rais myBean RMI endpoint ignor except describ RemoteInterface alway rais RuntimeCamelException nest origin except RuntimeCamalException rais RMI endpoint would make sens rais RemoteException RMI endpoint rout look like lt uri rmi gt lt uri bean gt except rais bean RMI endpoint ignor except describ remot interfac alway rais runtim camel except nest origin except runtim camal except rais RMI endpoint would make sens rais remot except RMI endpoint,0,0
5140, bean compon handler take preced bean implement predic bean compon handler take preced bean implement predic, use bean camel rout specifi method name invok camel scan suitabl method use handler annot take preced process howev bean implement predic processor camel use howev handler use instead end user expect also tell doc use bean camel rout specifi method name invok camel scan suitabl method use handler annot take preced process howev bean implement predic processor camel use howev handler use instead end user expect also tell doc,0,0
5162, OnException handler continu predic invok twice per except except handler continu predic invok twice per except, see CAMEL use handl predic continu predic evalu twice per except end user would normal except see CAMEL use handl predic continu predic evalu twice per except end user would normal except,0,0
5167, onException polici within global context lost error handler redefin within rout context except polici within global context lost error handler redefin within rout context, may well camel featur limit java DSL found indic warn featur camel book web document rout somewhat ill defin local errorHandler place bean part mayb type mistak nasti side effect loos global onException polici least complain rout creation moreov rout work properli remov global error handler rather nasti effect rout definit correct depend exist global error handler definit move local errorHandler bean part test pass onException polici trigger work properli soon redefin error handler within rout onException polici longer applic rout rout propag except back caller errorHandler defaultErrorHandler maximumRedeliveries onException NullPointerException class setOnRedelivery new NullRegistrationDateProcessor direct toPropertyFile routeId registrationEntryToPropertyFile setHeader exchang FILE_NAME simpl bodi firstnam bodi surnam bean RegistrationToPropertiesBean class convert potenti bug camel error handler like global turn onException defin global context pick errorHandler defaultErrorHandler maximumRedeliveries code work default handler creat global context file outFolder may well camel featur limit java DSL found indic warn featur camel book web document rout somewhat ill defin local error handler place bean part mayb type mistak nasti side effect loos global except polici least complain rout creation moreov rout work properli remov global error handler rather nasti effect rout definit correct depend exist global error handler definit move local error handler bean part test pass except polici trigger work properli soon redefin error handler within rout except polici longer applic rout rout propag except back caller error handler default error handler maximum redeliveri except null pointer except class set redeliveri new null registr date processor direct properti file rout Id registr entri properti file set header exchang FILE NAME simpl bodi firstnam bodi surnam bean registr properti bean class convert potenti bug camel error handler like global turn except defin global context pick error handler default error handler maximum redeliveri code work default handler creat global context file folder,0,0
