issue_id,reporter,component,keywords,summary_proc,description_proc,Performance,files
2200,Sunitha Kambhampati,Test,0, add perform test derbi use junit perf framework, simpl perform junit framework ad part derbi number improv suggest derbi pleas see derbi jira add new perform test derbi test easili avail anyon run report issu fix issu etc,0,java/testing/org/apache/derbyTesting/junit/JDBCPerfTestCase.java;java/testing/org/apache/derbyTesting/perf/basic/_Suite.java;java/testing/org/apache/derbyTesting/perf/basic/jdbc/BaseLoad100IdxTestSetup.java;java/testing/org/apache/derbyTesting/perf/basic/jdbc/BaseLoad100TestSetup.java;java/testing/org/apache/derbyTesting/perf/basic/jdbc/CountTest.java;java/testing/org/apache/derbyTesting/perf/basic/jdbc/CoveredIdxScan.java;java/testing/org/apache/derbyTesting/perf/basic/jdbc/HeapScan.java;java/testing/org/apache/derbyTesting/perf/basic/jdbc/SortTest.java;
2202,Bernhard Bodenstorfer,SQL,0, drop procedur depend set schema, possibl relat bug http issu apach org jira brows derbi use ij execut follow statement creat schema datamgmt creat procedur datamgmt exit valu integ modifi sql data paramet style java languag java extern name java lang system exit drop procedur datamgmt exit drop schema datamgmt restrict execut exactli line statement drop procedur datamgmt exit yield error procedur exit exist howev drop work default schema set schema use instead prefix schema name follow line execut row creat schema datamgmt creat procedur datamgmt exit valu integ modifi sql data paramet style java languag java extern name java lang system exit set schema datamgmt drop procedur exit drop schema datamgmt restrict therefor set schema use workaround henc minor import,0,java/testing/org/apache/derbyTesting/functionTests/master/j9_foundation/grantRevokeDDL.out;java/engine/org/apache/derby/impl/sql/compile/DropAliasNode.java;java/testing/org/apache/derbyTesting/functionTests/master/depend.out;java/testing/org/apache/derbyTesting/functionTests/master/grantRevokeDDL.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/depend.sql;
2211,Andrew McIntyre,Test,0, java test readm htm need updat inform unit test, current test readm java test readm htm contain inform run develop derbi junit test document least updat inform run derbi junit test descript top level suit run ant junitreport target would good start,0,java/testing/README.htm;
2220,Julius Stroffek,JDBC,0, uncommit transact execut throught xa resourc held lock applic termin crash transact, use piec code derbi releas tabl lock dummi tabl string queri insert dummi field valu integ string valu xa connect xa connect creat xa connect jdbc derbi localhost test db xa resourc xa resourc xa connect get xa resourc conn xa connect get connect xid xid creat xid valu xa resourc set transact timeout xa resourc start xid xa resourc tmnoflag statement statement conn creat statement statement execut queri termin client applic releas lock system exit,1,java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;java/drda/org/apache/derby/impl/drda/DRDAXAProtocol.java;java/drda/org/apache/derby/impl/drda/DRDAXAProtocol.java;
2222,Kristian Waagan,Network Client; Tools,0, show index schemanam work client driver, ij command show index schemanam work client driver work embed driver sampl output ij ij gt connect jdbc derbi localhost db creat true ij gt creat tabl test id int primari key row insert updat deletedij gt show index app error xj tabl name nullij gt show index test tabl name column name non amp type asc amp cardina amp page test id null null row selectedij gt show index app test tabl name column name non amp type asc amp cardina amp page test id null null row selectedij gt use delimit tabl schema name work think accord document ij gt show index test error syntax error encount show line column ij gt show index app test error syntax error encount show line column ij gt show index app test error syntax error encount show line column ij gt,0,java/testing/org/apache/derbyTesting/functionTests/master/ij7.out;java/testing/org/apache/derbyTesting/functionTests/tests/tools/ij7.sql;java/tools/org/apache/derby/impl/tools/ij/ij.jj;java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java;java/tools/org/apache/derby/impl/tools/ij/ijResult.java;java/tools/org/apache/derby/impl/tools/ij/ijResultImpl.java;java/tools/org/apache/derby/impl/tools/ij/utilMain.java;java/tools/org/apache/derby/loc/toolsmessages.properties;java/tools/org/apache/derby/tools/JDBCDisplayUtil.java;java/tools/org/apache/derby/impl/tools/ij/ij.jj;java/tools/org/apache/derby/impl/tools/ij/ijResultImpl.java;java/tools/org/apache/derby/tools/JDBCDisplayUtil.java;
2223,Dyre Tjeldvoll,Miscellaneous,0, let base page fetch field slot use special singl col fetch descriptor ctor, base page fetch field slot need construct fetch descriptor singl column creat format bit set identifi correct column pass bitset fetch descriptor constructor fetch descriptor special constructor singl column case need bitset use constructor instead make code simpler presum effici well,0,java/engine/org/apache/derby/impl/store/raw/data/BasePage.java;
2224,Myrna van Lunteren,Test,0, test har support, would like enabl old test har support new version ibm implement base jdk spec version avail product name webspher everyplac micro edit ibm alreadi support foundat match jdk spec like add foundat match jdk spec propos switch autom test newer version go forward minim complex chang like make canon reflect behavior new version differ minim howev want abl still run old except result differ failur would occur old version one reason move new version bug older version regard secur manag prevent smooth run junit test like run short run test suit derbyal least one version anoth reason spec realli old,0,java/testing/org/apache/derbyTesting/functionTests/master/j9_foundation/floattypes.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_foundation/grantRevokeDDL.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_foundation/timestampArith.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/timestampArith.java;java/testing/org/apache/derbyTesting/functionTests/util/BigDecimalHandler.java;java/tools/org/apache/derby/iapi/tools/i18n/LocalizedResource.java;java/testing/README.htm;java/testing/org/apache/derbyTesting/functionTests/harness/RunList.java;java/testing/org/apache/derbyTesting/functionTests/harness/RunSuite.java;java/testing/org/apache/derbyTesting/functionTests/harness/RunTest.java;java/testing/org/apache/derbyTesting/functionTests/harness/j9_foundation11.java;
2241,Ole Solberg,Test,0, compatibilitytest fail derbi chang, client server compat test jvm relev trunk follow derbi see http dbtg thresher com derbi test tinderbox trunk jvm test limit test summari htmlhttp dbtg thresher com derbi test trunk jvm test limit test summari html,0,java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/testScript.xml;
2254,Olav Sandstaa,Store,0, assert log file switch log file posit exceed max log file size, run simpl tpc like transact embed derbi base sane build trunk follow assert occur background thread user thread org apach derbi share common saniti assert failur assert fail log file posit exceed max log file size seem occur switch new log file derbi log contain follow call stack background thread except trace org apach derbi share common saniti assert failur assert fail log file posit exceed max log file size org apach derbi share common saniti saniti manag assert saniti manag java org apach derbi impl store raw log log counter make log instant long log counter java org apach derbi impl store raw log log file switch log file log file java org apach derbi impl store raw log log file append log record log file java org apach derbi impl store raw log file logger log file logger java org apach derbi impl store raw xact xact log xact java org apach derbi impl store raw log log file checkpoint tran log file java org apach derbi impl store raw log log file checkpoint log file java org apach derbi impl store raw raw store checkpoint raw store java org apach derbi impl store raw log log file perform work log file java org apach derbi impl servic daemon basic daemon servic client basic daemon java org apach derbi impl servic daemon basic daemon work basic daemon java org apach derbi impl servic daemon basic daemon run basic daemon java java lang thread run thread java gmt thread derbi raw store daemon derbi daemon cleanup action startingorg apach derbi share common saniti assert failur assert fail log file posit exceed max log file size org apach derbi share common saniti saniti manag assert saniti manag java org apach derbi impl store raw log log counter make log instant long log counter java org apach derbi impl store raw log log file switch log file log file java org apach derbi impl store raw log log file append log record log file java org apach derbi impl store raw log file logger log file logger java org apach derbi impl store raw xact xact log xact java org apach derbi impl store raw log log file checkpoint tran log file java org apach derbi impl store raw log log file checkpoint log file java org apach derbi impl store raw raw store checkpoint raw store java org apach derbi impl store raw log log file perform work log file java org apach derbi impl servic daemon basic daemon servic client basic daemon java org apach derbi impl servic daemon basic daemon work basic daemon java org apach derbi impl servic daemon basic daemon run basic daemon java java lang thread run thread java cleanup action complet user thread call stack similar databas class loader start derbi databas classpath gmt thread thread main xid sessionid databas export home tmp derbi db drdaid null cleanup action start gmt thread thread main xid sessionid databas export home tmp derbi db drdaid null fail statement updat account set abal abal aid bid org apach derbi share common saniti assert failur assert fail log file posit exceed max log file size org apach derbi share common saniti saniti manag assert saniti manag java org apach derbi impl store raw log log counter make log instant long log counter java org apach derbi impl store raw log log file switch log file log file java org apach derbi impl store raw log log file append log record log file java org apach derbi impl store raw log file logger log file logger java org apach derbi impl store raw xact xact log xact java org apach derbi impl store raw data loggabl action action loggabl action java org apach derbi impl store raw data loggabl action action updat loggabl action java org apach derbi impl store raw data store page updat slot store page java org apach derbi impl store raw data base page updat slot base page java org apach derbi impl store access conglomer gener conglomer control replac gener conglomer control java org apach derbi impl sql execut row changer impl updat row row changer impl java org apach derbi impl sql execut updat result set collect affect row updat result set java org apach derbi impl sql execut updat result set open updat result set java org apach derbi impl sql gener prepar statement execut gener prepar statement java org apach derbi impl jdbc emb statement execut statement emb statement java org apach derbi impl jdbc emb prepar statement execut statement emb prepar statement java org apach derbi impl jdbc emb prepar statement execut updat emb prepar statement java com sun derbi perf client tpcb db connect perform transact db connect java com sun derbi perf client tpcb client run client java seem like user thread abl connect databas surpric happend use sane build unsur look assert code whether situat would fatal also use insan build,0,java/engine/org/apache/derby/impl/store/raw/log/LogAccessFile.java;java/engine/org/apache/derby/impl/store/raw/log/LogCounter.java;java/engine/org/apache/derby/impl/store/raw/log/LogToFile.java;
2258,Daniel John Debrunner,JDBC; Network Client,0, databas meta data get type info list support derbi sql type correctli, type return support derbi long nvarcharn charnat char vari xml type support derbi return,0,java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/DatabaseMetaDataTest.java;java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java;java/engine/org/apache/derby/impl/jdbc/metadata.properties;java/testing/org/apache/derbyTesting/functionTests/master/connectionJdbc20.out;java/testing/org/apache/derbyTesting/functionTests/master/forbitdata.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/DatabaseMetaDataTest.java;java/testing/org/apache/derbyTesting/functionTests/master/connectionJdbc20.out;
2262,Daniel John Debrunner,JDBC,0, databas meta data get type info return incorrect maximum scale valu decim numer type, maximum scale return maximum scale numer,0,java/engine/org/apache/derby/impl/jdbc/metadata.properties;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/DatabaseMetaDataTest.java;
2265,Myrna van Lunteren,Test,0, bad logic jvm guess ws home old test har affect run, run derbyal use either wcmte foundat weme result follow stack trace except thread main java lang string index bound except java lang string substr string java org apach derbi test function test har jvm guess ws home jvm java org apach derbi test function test har jvm get secur prop jvm java org apach derbi test function test har jvm set secur prop jvm java org apach derbi test function test har run test build test command run test java org apach derbi test function test har run test test run run test java org apach derbi test function test har run test main run test java think code reach variou secur relat chang recent code bad think code use one point attempt kick anoth jvm run server defunct rather tri make code work tri clean rather spend time convert test junit framework fix hit error bad code wshome jhome substr jhome index sep jre wshome wshome substr wshome last index sep jhome system get properti java home contain jre get nd paramet jhome substr thu caus array index bound propos fix piec code follow int havejr jhome index sep jre havejr gt wshome jhome substr jhome index sep jre wshome wshome substr wshome last index sep els wshome jhome substr jhome last index sep,0,java/testing/org/apache/derbyTesting/functionTests/harness/jvm.java;
2268,Knut Anders Hatlen,Test,0, access control except exit junit swingui test runner, unit test run junit swingui test runner one get follow except test runner window close except thread awt event queue java secur access control except access deni java io file permiss home kh junitsess write,0,java/testing/org/apache/derbyTesting/functionTests/util/derby_tests.policy;
2278,Sunitha Kambhampati,Test,0, add gener util tool drive order entri load phase, add gener util program take driver name databas connect url popul order entri databas current load phase oe complet henc driver program allow one abl popul databas mayb oe run complet add drive transact also driver org apach derbi test system oe runse derbi sub task detail,1,java/testing/org/apache/derbyTesting/system/oe/run/Checks.java;java/testing/org/apache/derbyTesting/system/oe/run/DriverUtility.java;java/testing/org/apache/derbyTesting/system/oe/util/OEChecks.java;
2294,Ole Solberg,Test,0, miss sql script org apach derbi test function test test lang altert drop column sql, seen sinc svn cet first occur http dbtg thresher com derbi test tinderbox trunk jvm test limit test summari html also http dbtg thresher com derbi test daili jvm test limit test summari html platform except window derbyal derbyal fail txt show derbyal derbyal derbylang fail lang altert drop column sql derbyal derbyal diff txt show diff butderbyal sum show start altert jdk derbyal derbylang end altert jdk derbyal derbylang could locat lang altert drop column sql except thread main java io file found except org apach derbi test function test test lang altert drop column sql org apach derbi test function test har run test set directori run test java org apach derbi test function test har run test main run test java window found derbyal sum contain start altert jdk derbyal derbylang end altert jdk derbyal derbylang could locat lang altert drop column sql except thread main java io io except filenam directori name volum label syntax incorrect java io win nt file system canonic nativ method java io win file system canonic win file system java java io file get canon path file java org apach derbi test function test har run test add list file run test java org apach derbi test function test har run test add failur run test java org apach derbi test function test har run test set directori run test java org apach derbi test function test har run test main run test java,0,java/testing/org/apache/derbyTesting/functionTests/suites/derbylang.runall;
2315,Ole Solberg,Test,0, compat test script xml includ server client combin, add server client combin test,0,java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/testScript.xml;
2316,Ole Solberg,Test,0, convert compat test script xml unit, start convert compat test script xml unit abl dynam specifi combin test get standard unit report test easili includ compat test regress test run plan use properti file patteren current ant properti file compat test specifi jvm derbi librari locat grow number jvm derbi version also think possibl specifi number differ kind compat test combin exampl current way combin derbi jvm server client derbi jvm derbi jvm current trunk client jvm vs server derbi jvm jvm derbi jvm client jvm vs current trunk server jvm derbi jvm jvm exact specif combin test kind test run specifi properti file,0,java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java;java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java;
2339,Ole Solberg,Network Client,0, org apach derbi test function test suit extrem cpu intens sinc svn, run org apach derbi test function test suit http www nabbl com org apach derbi test function test suit extrem cpu intens tf html see http dbtg thresher com derbi test tinderbox trunk jvm test limit test summari htmlhttp dbtg thresher com derbi test trunk jvm test limit test summari html log also includ thread dump,0,java/drda/org/apache/derby/impl/drda/ClientThread.java;
2349,Daniel John Debrunner,SQL,0, access blob column twice insert trigger lead error valu disk, either blob store incorrect valu valu disk match store length disk except rais blob suppli stream valu see new trigger test text fixtur comment bug number show reproduc problem,0,java/testing/org/apache/derbyTesting/functionTests/tests/lang/TriggerTest.java;
2350,Daniel John Debrunner,SQL,0, use xml valu action statement trigger throw except, trigger like column type xml thrown except fire creat trigger ai insert main referenc new tabl statement insert action statement id select id nerror except java sql sql except attempt made get data valu type java lang object data valu type xml thrown evalu express like trigger implement use vt henc jdbc result set xml support jdbc yet trigger test show issu see comment bug number reproduc,0,java/engine/org/apache/derby/iapi/types/XML.java;java/engine/org/apache/derby/impl/sql/compile/CreateTriggerNode.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/TriggerTest.java;
2351,Yip Ng,SQL,0, order express distinct select list return incorrect result, distinct select list queri order express resultset produc contain addit column ij gt creat tabl int varchar row insert updat deletedij gt insert valu row insert updat deletedselect distinct order row selectedij gt select distinct order lt return column incorrect result return row select,0,java/engine/org/apache/derby/impl/sql/compile/OrderByColumn.java;java/engine/org/apache/derby/loc/messages.xml;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/master/orderby.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/orderby.sql;java/engine/org/apache/derby/impl/sql/compile/ResultColumn.java;java/engine/org/apache/derby/impl/sql/compile/ResultColumnList.java;java/testing/org/apache/derbyTesting/functionTests/master/orderby.out;java/testing/org/apache/derbyTesting/functionTests/master/synonym.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/orderby.sql;
2354,Thomas Kelder,SQL,0, unabl perform select queri use distinct read databas, possibl perform queri use distinct read databas packag zip file gener follow error error xd contain open read mode org apach derbi iapi error standard except new except unknown sourc org apach derbi impl store raw data base contain use unknown sourc org apach derbi impl store raw data base contain handl use contain unknown sourc org apach derbi impl store raw data base data file factori open contain unknown sourc org apach derbi impl store raw data base data file factori open contain unknown sourc org apach derbi impl store raw xact xact open contain unknown sourc org apach derbi impl store raw data base data file factori add contain unknown sourc org apach derbi impl store raw xact xact add contain unknown sourc org apach derbi impl store access heap heap creat unknown sourc org apach derbi impl store access heap heap conglomer factori creat conglomer unknown sourc org apach derbi impl store access ram transact creat conglomer unknown sourc org apach derbi iapi store access disk hashtabl lt init gt unknown sourc org apach derbi iapi store access back store hashtabl spill disk unknown sourc org apach derbi iapi store access back store hashtabl add row hash tabl unknown sourc org apach derbi iapi store access back store hashtabl put unknown sourc org apach derbi impl store access btree tree forward scan fetch row unknown sourc org apach derbi impl store access btree tree scan fetch set unknown sourc org apach derbi impl store access back store hash tabl scan lt init gt unknown sourc org apach derbi impl store access ram transact creat back store hashtabl scan unknown sourc org apach derbi impl sql execut hash scan result set open core unknown sourc org apach derbi impl sql execut basic put result set impl open unknown sourc org apach derbi impl sql gener prepar statement execut unknown sourc org apach derbi impl jdbc emb statement execut statement unknown sourc org apach derbi impl jdbc emb statement execut unknown sourc org apach derbi impl jdbc emb statement execut queri unknown sourc derbi test main derbi test java problem reproduc use attach java program follow databas file http ftp bigcat unimaa nl thoma kelder derbytest testdb zip derbi storag temp directori derbi stream error file properti set writabl locat advis help file also see derbi user mail list thread http articl gmane org gmane comp apach db derbi user appear bug possibl regress convert db everyth work fine even set propertiesfor temp directori error file hmmm switch use jar access databas xd erro rhappen stanley bradburi,1,java/engine/org/apache/derby/impl/store/access/btree/index/B2IFactory.java;java/engine/org/apache/derby/impl/store/access/heap/HeapConglomerateFactory.java;java/engine/org/apache/derby/impl/store/raw/data/FileContainer.java;java/engine/org/apache/derby/impl/store/raw/data/RAFContainer.java;java/engine/org/apache/derby/impl/store/raw/data/TempRAFContainer.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/DBInJarTest.java;
2359,Kristian Waagan,Store,0, code cleanup org apach derbi impl store access packag, tri learn access layer discov code improv could easili made increas readabl code patch attach issu cleanup patch function chang chang may made remov unus import remov unus method fix java doc error tighter encapsul remov unus variabl appropri,0,java/engine/org/apache/derby/impl/store/access/conglomerate/OpenConglomerateScratchSpace.java;java/engine/org/apache/derby/iapi/store/access/RowUtil.java;java/engine/org/apache/derby/impl/store/access/RAMTransactionContext.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2I.java;java/engine/org/apache/derby/impl/store/access/heap/Heap.java;java/engine/org/apache/derby/impl/store/access/heap/HeapController.java;java/engine/org/apache/derby/impl/store/access/sort/MergeInserter.java;java/engine/org/apache/derby/impl/store/access/sort/MergeSort.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeController.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeCostController.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeForwardScan.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeMaxScan.java;java/engine/org/apache/derby/impl/store/access/btree/BTreePostCommit.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeScan.java;java/engine/org/apache/derby/impl/store/access/btree/BranchControlRow.java;java/engine/org/apache/derby/impl/store/access/btree/ControlRow.java;java/engine/org/apache/derby/impl/store/access/btree/D_BTreeController.java;java/engine/org/apache/derby/impl/store/access/btree/LeafControlRow.java;java/engine/org/apache/derby/impl/store/access/btree/OpenBTree.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IFactory.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking3.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IUndo.java;java/engine/org/apache/derby/iapi/store/access/conglomerate/Conglomerate.java;java/engine/org/apache/derby/impl/store/access/RAMTransaction.java;java/engine/org/apache/derby/impl/store/access/btree/BTree.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IController.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IForwardScan.java;java/engine/org/apache/derby/impl/store/access/heap/Heap.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeScan.java;java/engine/org/apache/derby/impl/store/access/conglomerate/TemplateRow.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeForwardScan.java;java/engine/org/apache/derby/impl/store/access/BackingStoreHashTableFromScan.java;java/engine/org/apache/derby/impl/store/access/CacheableConglomerate.java;java/engine/org/apache/derby/impl/store/access/PC_XenaVersion.java;java/engine/org/apache/derby/impl/store/access/PropertyConglomerate.java;java/engine/org/apache/derby/impl/store/access/RAMAccessManager.java;java/engine/org/apache/derby/impl/store/access/RAMTransaction.java;java/engine/org/apache/derby/impl/store/access/RAMTransactionContext.java;java/engine/org/apache/derby/impl/store/access/RllRAMAccessManager.java;java/engine/org/apache/derby/impl/store/access/StorableFormatId.java;java/engine/org/apache/derby/impl/store/access/btree/BTree.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeController.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeCostController.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeForwardScan.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeLockingPolicy.java;java/engine/org/apache/derby/impl/store/access/btree/BTreePostCommit.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeScan.java;java/engine/org/apache/derby/impl/store/access/btree/BranchControlRow.java;java/engine/org/apache/derby/impl/store/access/btree/BranchRow.java;java/engine/org/apache/derby/impl/store/access/btree/ControlRow.java;java/engine/org/apache/derby/impl/store/access/btree/D_BTreeController.java;java/engine/org/apache/derby/impl/store/access/btree/LeafControlRow.java;java/engine/org/apache/derby/impl/store/access/btree/OpenBTree.java;java/engine/org/apache/derby/impl/store/access/btree/SearchParameters.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2I.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IController.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2ICostController.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IFactory.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IForwardScan.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IMaxScan.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2INoLocking.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking1.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking2.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking3.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLockingRR.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IStaticCompiledInfo.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2ITableLocking3.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IUndo.java;java/engine/org/apache/derby/impl/store/access/conglomerate/BinaryOrderableWrapper.java;java/engine/org/apache/derby/impl/store/access/conglomerate/ConglomerateUtil.java;java/engine/org/apache/derby/impl/store/access/conglomerate/GenericConglomerate.java;java/engine/org/apache/derby/impl/store/access/conglomerate/GenericConglomerateController.java;java/engine/org/apache/derby/impl/store/access/conglomerate/GenericController.java;java/engine/org/apache/derby/impl/store/access/conglomerate/GenericCostController.java;java/engine/org/apache/derby/impl/store/access/conglomerate/GenericScanController.java;java/engine/org/apache/derby/impl/store/access/conglomerate/OpenConglomerate.java;java/engine/org/apache/derby/impl/store/access/heap/D_HeapController.java;java/engine/org/apache/derby/impl/store/access/heap/Heap.java;java/engine/org/apache/derby/impl/store/access/heap/HeapCompressScan.java;java/engine/org/apache/derby/impl/store/access/heap/HeapConglomerateFactory.java;java/engine/org/apache/derby/impl/store/access/heap/HeapCostController.java;java/engine/org/apache/derby/impl/store/access/heap/HeapPostCommit.java;java/engine/org/apache/derby/impl/store/access/heap/HeapRowLocation.java;java/engine/org/apache/derby/impl/store/access/heap/HeapScan.java;java/engine/org/apache/derby/impl/store/access/sort/ExternalSortFactory.java;java/engine/org/apache/derby/impl/store/access/sort/MergeInserter.java;java/engine/org/apache/derby/impl/store/access/sort/MergeScan.java;java/engine/org/apache/derby/impl/store/access/sort/MergeScanRowSource.java;java/engine/org/apache/derby/impl/store/access/sort/MergeSort.java;java/engine/org/apache/derby/impl/store/access/sort/Scan.java;java/engine/org/apache/derby/impl/store/access/sort/SortBuffer.java;java/engine/org/apache/derby/impl/store/access/sort/SortBufferRowSource.java;java/engine/org/apache/derby/impl/store/access/sort/SortBufferScan.java;java/engine/org/apache/derby/impl/store/access/sort/SortScan.java;
2368,Ole Solberg,Test,0, modifi compat test script xml run embed jvm case valid, svn derbi remov use java compil classpath requir code chang compat test embed jvm remov error xbm startup fail due miss function org apach derbi iapi type data valu factori pleas ensur classpath includ correct derbi softwar compat diff start embed vm java sql sql except fail start databas compat db see next except detail org apach derbi impl jdbc sql except factori get sql except unknown sourc org apach derbi impl jdbc util new emb sql except unknown sourc org apach derbi impl jdbc util new emb sql except unknown sourc org apach derbi impl jdbc util gener cs sql except unknown sourc org apach derbi impl jdbc emb connect new sql except unknown sourc org apach derbi iapi error standard except new except unknown sourc except thread main java lang except error lookup server info fail start databas compat db see next except detail end embed vm compat embed vm vm version driver org apach derbi jdbc autoload driver version java sql sql except fail start databas compat db see next except detail org apach derbi impl jdbc sql except factori get sql except unknown sourc org apach derbi impl jdbc util new emb sql except unknown sourc org apach derbi impl jdbc util new emb sql except unknown sourc org apach derbi impl jdbc util gener cs sql except unknown sourc org apach derbi impl jdbc emb connect new sql except unknown sourc org apach derbi impl jdbc emb connect boot databas unknown sourc org apach derbi impl jdbc emb connect lt init gt unknown sourc org apach derbi jdbc driver get new emb connect unknown sourc org apach derbi jdbc intern driver connect unknown sourc org apach derbi jdbc autoload driver connect unknown sourc java sql driver manag get connect driver manag java java sql driver manag get connect driver manag java org apach derbi test function test util derbi unit test get connect derbi unit test java org apach derbi test function test util derbi unit test get connect derbi unit test java org apach derbi test function test test junit test compat compat suit find server compat suit java org apach derbi test function test test junit test compat compat suit main compat suit java error xbm startup fail due miss function org apach derbi iapi type data valu factori pleas ensur classpath includ correct derbi softwar org apach derbi iapi error standard except new except unknown sourc org apach derbi iapi servic monitor monitor miss implement unknown sourc org apach derbi impl servic monitor top servic boot modul unknown sourc org apach derbi impl servic monitor base monitor start modul unknown sourc org apach derbi iapi servic monitor monitor boot servic modul unknown sourc org apach derbi impl db basic databas boot unknown sourc org apach derbi impl servic monitor base monitor boot unknown sourc org apach derbi impl servic monitor top servic boot modul unknown sourc org apach derbi impl servic monitor base monitor boot servic unknown sourc org apach derbi impl servic monitor base monitor start provid servic unknown sourc org apach derbi impl servic monitor base monitor find provid start servic unknown sourc org apach derbi impl servic monitor base monitor start persist servic unknown sourc org apach derbi iapi servic monitor monitor start persist servic unknown sourc org apach derbi impl jdbc emb connect boot databas unknown sourc org apach derbi impl jdbc emb connect lt init gt unknown sourc org apach derbi jdbc driver get new emb connect unknown sourc org apach derbi jdbc intern driver connect unknown sourc org apach derbi jdbc autoload driver connect unknown sourc java sql driver manag get connect driver manag java java sql driver manag get connect driver manag java org apach derbi test function test util derbi unit test get connect derbi unit test java org apach derbi test function test util derbi unit test get connect derbi unit test java org apach derbi test function test test junit test compat compat suit find server compat suit java org apach derbi test function test test junit test compat compat suit main compat suit java except thread main java lang except error lookup server info fail start databas compat db see next except detail org apach derbi test function test test junit test compat compat suit find server compat suit java org apach derbi test function test test junit test compat compat suit main compat suit java,0,java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/testScript.xml;
2370,Dyre Tjeldvoll,SQL,0, exist may return wrong valu sub queri involv set oper, seem like exist select return zero row return fals asexpect exist intersect two disjunct set return true exist valu intersect valu yip ng wrote derbi dev believ probabl got exist subqueri transformingth origin rcl toa true boolean valu intersect row comparison atexecut timefor intersect process sinc true true thu intersect itwil alway return bad likewis select valu ok exist valu except valu supposedli return ok booleantransform mentionedabov exist subqueri return row excep tprocess,0,java/engine/org/apache/derby/impl/sql/compile/FromList.java;java/engine/org/apache/derby/impl/sql/compile/ResultSetNode.java;java/engine/org/apache/derby/impl/sql/compile/SetOperatorNode.java;java/engine/org/apache/derby/impl/sql/compile/SubqueryNode.java;java/testing/org/apache/derbyTesting/functionTests/master/union.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ExistsWithSetOpsTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ResultSetsFromPreparedStatementTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/_Suite.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/union.sql;
