issue_id,reporter,component,keywords,summary_proc,description_proc,Security
3648,Vitaly Brodetskyi,ambari-agent,0, fail start hive metastor cento stack, occur instal warn could not start servic click next continu ambari tri start hive well issu,0 
3650,Andrii Tkach,ambari-web,0, poll host compon stale config, ui need know host compon need restart due stale config save not pick server api provid stale config flag per host compon need poll maintain client model,0 
3674,Srimanth Gunturi,ambari-web,0, ui not updat activ hbase master display, base master show ui one activ master stop base master not mark activ ui api becom activ,0 
3675,Jaimin D Jetly,ambari-web,0, default valu default virtual memori job map task not valid, default valu default virtual memori job map task custom servic page gt map reduc tab gt gener warn hint say must contain digit valu depend quantiti instal compon,0 
3679,Dmytro Shkvyra,ambari-agent,0, better error messag need incompat ambari agent instal, day old cluster attempt add host add host fail due ambari server tri instal ambari agent repo ambari agent messag var run ambari server bootstrap hostnam log stder rscp usr lib python site packag ambari server setup agent py done host srimanth pramod thangali intern exitcod copi file finish run setup agent stdout error noth exitstatu log load plugin downloadonli fastestmirror secur determin fastest mirror base www gtlib gatech edu extra cento mirror netriplex com updat mirror cogentco com set instal process no packag ambari agent avail none,0 
3686,Antonenko Alexander,ambari-web,0, name node ha wizard configur compon step task reconfigur hdf alway fail user cannot proceed next step, task fail due bad request api cluster host hdf client host compon dev hortonwork com api cluster host dev hortonwork com host compon hdf client,0 
3690,Yusaku Sako,ambari-web,0, typo text label host page, host page typo label filterd filter,0 
3695,Dmytro Shkvyra,ambari-agent,0, confirm host show ntpd not run warn run host, str instal setup start ambari server default reach choos servic phase instal actual result confirm host show warn ntpd servic run host run consol command servic ntpd statu,0 
3698,Jaimin D Jetly,ambari-web,0, modifi ui text host cleanup, python usr lib python site packag ambari agent host cleanup py user cleanup interact mode remov option cleanup resourc includ user remov user option use help list avail option motiv provid conserv option minim detail allow full clean,0 
3701,Dmytro Shkvyra,ambari-server,0, reduc log emit report heartbeat agent, node cluster minut mb log file store minut hour log not ideal error overnight need investig tri log last hour ideal hour account weekend rw root root oct ambari server log rw root root oct ambari server log rw root root oct ambari server log rw root root oct ambari server log rw root root oct ambari server log rw root root oct ambari server log,0 
3708,Srimanth Gunturi,ambari-web,0, reconfigur dynam config not show modifi valu, modif dynam properti persist server default valu shown ui also not valid dynam config type string mapreduc map java opt mapreduc reduc java opt yarn app mapreduc command opt,0 
3713,Oleg Nechiporenko,ambari-web,0, filter host tabl column size shift stay fix, default provid servic valid function need unit test,0 
3715,Antonenko Alexander,ambari-web,0, reassign master wizard not display folder host manual command page browser reopen, step open reassign master wizard name node name node go manual command page close browser open result open manual command page hostnam foldernam replac etc attach pictur page behavior similar,0 
3720,Xi Wang,ambari-web,0, provid read view repo option ambari web, user use local repo custom advanc repositori option instal user might need info debug post instal sinc use add host exampl note show inform regardless user custom repo not instal,0 
3724,Andrii Tkach,ambari-web,0, incorrect host statu slave, host slave statu no heartbeat statu shown instead slave,0 
3726,Antonenko Alexander,ambari-web,0, restart indic servic host disappear time, goto servic stale config gt config no restart indic shown refresh page second see indic disappear host detail page,0 
3729,Artem Baranchuk,null,0, ganglia monitor start second third attempt secur cluster,,0 
3738,Andrii Babiichuk,ambari-web,0, background op dialog checkbox ui cleanup, ok text centerlin row,0 
3739,Siddharth Wagle,ambari-server,0, remov except messag print log success start, follow error messag print log default log level mislead error main master key servic impl master key not provid system properti environ varialbl info main configur credenti provid creation fail master key initi fail,0 
3742,Andrii Babiichuk,ambari-web,0, base link widget button bound look broken multipl master, multipl base master base link widget look broken let get rid standbi master static text not link not use widget would look like base master region server master web ui,0 
3752,Srimanth Gunturi,ambari-web,0, mr job hang node cluster default configur, node cluster gb ram cluster deploy goe fine mr job not complet result servic check failur mr oozi pig etc,0 
3759,Antonenko Alexander,ambari-web,0, add host wizard success bootstrap host next button disabl, see screenshot,0 
3760,Antonenko Alexander,ambari-web,0, provid config group support add host wizard, ad host user abl select config group host belong configur group default config group appli host,0 
3761,Andrii Babiichuk,ambari-web,0, uncaught except js navig servic servic page, one discov quick navig servic servic page reproduc tri click servic link fast servic content not display,0 
3770,Dmytro Shkvyra,null,0, need better error log messag agent unabl reach server, http hortonwork com commun forum topic instal hdp cento current error agent log cryptic,0 
3771,Andrii Babiichuk,ambari-web,0, ambari allow chang ganglia cach locat, ambari allow chang ganglia directori instal not cluster instal allow chang directori cluster instal,0 
3779,Tom Beerbower,null,0, cluster instal cannot go past step, ui make call http ambari apach org api stack hdp version field version oper system repositori repositori api miss oper system info except suse one href http ambari apach org api stack hdp version field version oper system repositori repositori item href http ambari apach org api stack hdp version version activ fals min upgrad version null parent stack version null stack name hdp stack version oper system href http ambari apach org api stack hdp version version activ fals min upgrad version null parent stack version null stack name hdp stack version oper system href http ambari apach org api stack hdp version version activ fals min upgrad version null parent stack version null stack name hdp stack version oper system href http ambari apach org api stack hdp version version activ true min upgrad version null parent stack version null stack name hdp stack version oper system href http ambari apach org api stack hdp version version activ true min upgrad version null parent stack version null stack name hdp stack version oper system href http ambari apach org api stack hdp version version activ fals min upgrad version null parent stack version null stack name hdp stack version oper system href http ambari apach org api stack hdp version version activ true min upgrad version null parent stack version null stack name hdp stack version oper system href http ambari apach org api stack hdp version oper system cento oper system os type cento stack name hdp stack version repositori href http ambari apach org api stack hdp version oper system cento oper system os type cento stack name hdp stack version repositori href http ambari apach org api stack hdp version oper system oraclelinux oper system os type oraclelinux stack name hdp stack version repositori href http ambari apach org api stack hdp version oper system oraclelinux oper system os type oraclelinux stack name hdp stack version repositori href http ambari apach org api stack hdp version oper system redhat oper system os type redhat stack name hdp stack version repositori href http ambari apach org api stack hdp version oper system redhat oper system os type redhat stack name hdp stack version repositori href http ambari apach org api stack hdp version oper system sle oper system os type sle stack name hdp stack version repositori href http ambari apach org api stack hdp version oper system suse oper system os type suse stack name hdp stack version repositori href http ambari apach org api stack hdp version oper system suse repositori hdp repositori base url http public repo hortonwork com hdp suse updat default base url http public repo hortonwork com hdp suse updat mirror list null os type suse repo id hdp repo name hdp stack name hdp stack version,0 
3791,Antonenko Alexander,ambari-web,0, provid add remov renam duplic action manag config group dialog, variou config group action add remov renam duplic provid manag config group dialog not reli save button immedi persist via api,0 
3793,Vitaly Brodetskyi,ambari-agent,0, not store disk info db store dynam info memori use show ui, current store disk info db inform never updat registr disk detail chang space avail chang disk get mount unmount etc persist inform not use instead hold detail memori refresh certain interv everi minut alert space avail hit lower limit,0 
3805,Oleg Nechiporenko,ambari-web,0, add servic noth add, disabl gray add servic button servic ad upon hover show tooltip say no servic ad although hide add compon button no compon ad actual like want move toward disabl gray hover tooltip pattern,0 
3815,Antonenko Alexander,ambari-web,0, remov renam action enabl default config group, manag configur group dialog select default config group action remov renam config group enabl op not allow default config group,0 
3824,Andrii Tkach,ambari-web,0, provid chang config group action host config, host config page provid chang action besid config group switch one group anoth default,0 
3836,Antonenko Alexander,ambari-web,0, unabl close manag config group dialog default group present, default config group launch manag config group dialog click cancel would not close dialog follow error uncaught type error cannot read properti id null method updat config group servic page first line belowselect config group manag config group find properti id select config group id select config group main servic info config control set select config group select config group els main servic info config control set select config group manag config group find properti default true,0 
3838,Mikhail Bayuk,ambari-web,0, servic sidebar host config need vertic gap, go host config page no gap servic sidebar tab chang config group bar servic sidebar gap tab top,0 
3842,Andrii Babiichuk,ambari-web,0, host config page properli order servic, app support host overrid host enabl visit config page host servic random order order servic page also small empti entri menu give like px extra space servic even hover empti entri highlight,0 
3844,Aleksandr Kovalenko,ambari-web,0, error save host newli creat config group, creat new config group manag configur group dialog tri add host group save also sometim button add host disabl newli creat group,0 
3857,Oleg Nechiporenko,ambari-web,0, click set link navig login page non admin user, happen non admin user not author make post put call resourc includ persist let hide set user non admin user,0 
3864,Xi Wang,ambari-web,0, js error add host wizard proceed fail regist host, add two host add host wizard conform host step one regist success fail proceed next js error happen deploy wizard ui hang,0 
3868,Jaimin D Jetly,ambari-web,0, add host fail configur nn ha java script error,,0 
3873,Eugene Chekanskiy,ambari-server,0, unittest user resourc attribut, test resourc user resourc manag test action attribut pleas make sure mock check case user alreadi exist not note not call directli provid method like action creat make resourc manag librari us call env run case test cover resourc definit import logic,0 
3877,Andrii Babiichuk,ambari-web,0, duplic config group action not duplic config, overrid like config config group save go manag config group dialog select group click duplic action popup name descript pop hit ok creat duplic config group though duplic config group correct name descript not duplic config overrod post call popul desir config exact sourc config group,0 
3878,Xi Wang,ambari-web,0, resourc manag heap metric not correct ambari consol, problem resourc manag heap metric ambari web consol show correct valu not current heap usag reflect correct usag also total heap size match configur resourc manag heap size even total heap size number chang constantli,0 
3881,Jaimin D Jetly,ambari-web,0, ui incorrect behavior upgrad, issu discov upgrad cluster hash adc dcbbe branch logic insid configur control js function get config tag tag object refer undefin variabl js error encount happen servic page render program flow quick view link view js function insert element gt set quick link gt load tag gt load tag success data gt get secur properti gt configur control get config tag tag,0 
3882,Xi Wang,ambari-web,0, background oper popup window minimum size fix narrow browser,,0 
3888,Denys Buzhor,ambari-web,0, incorrect restart requir tooltip view, compon host requir restart show refresh icon near servic name icon hover event show tooltip count compon host,0 
3890,Denys Buzhor,ambari-web,0, background oper two scrollbar width lower px, screenshot attach,0 
3897,Srimanth Gunturi,ambari-web,0, restart indic flag not show hdp stack servic, config group use hdp stack servic stale config alway fals,0 
3899,Jaimin D Jetly,ambari-web,0, hdf short circuit read config properti repeat,,0 
3900,Jeff Sposetti,ambari-web,0, modifi messag reassign master move master,,0 
3911,Srimanth Gunturi,ambari-web,0, secur wizard servic configur page broken, tri enabl secur configur page blank,0 
3914,Andrii Tkach,ambari-web,0, add host wizard stuck configur step, cluster servic hdf pig sqoop slave client host compon run add host wizard proceed configur step result wizard popup stuck load process js error uncaught type error cannot call method get undefin app js anonym function app js app add host control app wizard control extend load servic config group app js anonym function app js callback vendor js callback add vendor js anonym function app js callback vendor js callback fire vendor js callback fire vendor js anonym function,0 
3921,Andrii Tkach,ambari-web,0, hover stay manag config group dialog close, open manag config group dialog hover one action remov host config group save cancel close dialog hover still remain middl page seen usag well need make sure hover close focu lost,0 
3925,Antonenko Alexander,ambari-web,0, ad host multipl group time fail, step creat config group renam config group add host renam config group add host config group result save stop work error js consol error js consol uncaught type error cannot call method sort undefin manag config group control js anonym function manag config group control js anonym function manag config group control js comput properti prototyp get ember latest js get ember latest js get path ember latest js get ember latest js ember observ ember mixin creat get ember latest js app modal popup show primari item js new func ember latest js action helper regist action anonym function handler ember latest js anonym function ember latest js event dispatch jqueri min js handl,0 
3930,Andrii Tkach,ambari-web,0, miss host messag cluster deploy, execut servic check host messag becom empti server return unsupport ui command task servic check,0 
3938,Yusaku Sako,ambari-web,0, js error switch config group hive oozi servic config page,,0 
3953,Dmytro Sen,ambari-agent,0, base master alert confus multi master environ, multipl base master set base servic level alert section show multipl follow base master process base master web ui base master cpu util label exactli master distinguish alert master ambari mirror ambari name node alert user tell apart append hostnam alert label,0 
3954,Oleg Nechiporenko,ambari-web,0, hbase zookeep quorum chang inconsist host ad zookeep server, issu step follow instal node cluster hbase zookeep zookeep server instal host properti hbase zookeep quorum etc hbase conf hbase site xml lt name gt hbase zookeep quorum lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt ad host hbase region server zookeep server properti ad ambari apach org host valu restart base master propos ui properti valu becom lt name gt hbase zookeep quorum lt name gt lt valu gt ambari apach org lt valu gt host remain unchang restart hbase region server rest host not propos ui properti chang valu issu properti templeton zookeep host etc hcatalog conf webhcat site xml prior ad zookeep server host config web cat server look like root vagrant cat etc hcatalog conf webhcat site xml grep templeton zookeep host lt configur gt lt properti gt lt name gt templeton zookeep host lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt lt properti gt ad zookeep server restart web cat server root vagrant cat etc hcatalog conf webhcat site xml grep templeton zookeep host lt properti gt lt properti gt lt name gt templeton zookeep host lt name gt lt valu gt ambari apach org lt valu gt lt properti gt issu node cluster ha enbal properti ha zookeep quorum etc hadoop conf core site xml valu host lt name gt ha zookeep quorum lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt chang either host ad cluster instal zookeep server restart hdf,0 
3981,Artem Baranchuk,ambari-server,0, servic mysteri disappear stack upgrad,,0 
3982,Xi Wang,ambari-web,0, background oper window call wizard react not show dialog flag, str go reassign name node wizard last step click start servic link chang state flag not show dialog start background oper click ok click start servic link result state flag not chang,0 
3984,Xi Wang,ambari-web,0, config group background popup show need integr restart compon, chang config group servic click stop compon servic config page click start compon page actual result background oper popup alway show attach expect result load not show dialog flag first determin show popup,0 
3986,Denys Buzhor,ambari-web,0, yarn map reduc config not display, servic gt config yarn map reduc config not display,0 
3987,Tom Beerbower,null,0, resourc provid set wrong stack version, abstract provid modul updat cluster version set cluster version resourc provid follow properti helper metric version version cluster version start hdp properti helper metric version hdp properti helper metric version hdp cluster version properti set hdp local incorrectli detect hdp caus properti provid use wrong metric map file caus mani jmx properti not set properli,0 
3991,Andrii Babiichuk,ambari-web,0, manag config group link need save config group confirm, servic config group save confirm popup say save success enhanc popup button manag config group dialog along appropri messag button click popup go away manag config group dialog show,0 
3992,Oleg Nechiporenko,ambari-web,0, make config chang save prompt user tri navig away, brows servic gt hdf gt config chang prop not click save brows away summari anoth servic user would lost config chang prompt allow user navig away config unsav chang save chang discard discard save,0 
3997,Siddharth Wagle,ambari-server,0, config group post call toler name reus, cluster wide prohibit reus config group name howev name reus across servic api updat toler post put similar name config group,0 
3999,Xi Wang,ambari-web,0, long host name inconveni view background oper popup, step open background oper window select oper result host name long not place design place solut host name long show part string end also string keep singl line time,0 
4003,Denys Buzhor,ambari-web,0, add servic wizard custom servic config not display, custom servic step add servic wizard config group config not display see screenshot,0 
4004,Andrii Tkach,ambari-web,0, duplic host close add servic wizard, instal cluster host hdf zoo keeper go add servic wizard select configur servic go step custom servic close wizard go host page result host appear two time,0 
4012,Xi Wang,ambari-web,0, name node max heap not show hdp stack, reason use consist valu show heap size differ compon miss solut make sure heap size percentag valu includ nn rm jt base master use properti,0 
4024,Mahadev konar,null,0, hive schema file hive hive schema oracl sql, hive schema file hive hive schema oracl sql,0 
4028,Andrii Tkach,ambari-web,0, dashboard quick link poll desir config everi, dashboard call cluster cluster name field cluster desir config made everi need verifi realli necessari initi investig reveal call quick link link set base secur enabl no need poll everi,0 
4040,Aleksandr Kovalenko,ambari-web,0, instal behavior action manag config group dialog differ reconfigur, reconfigur manag config group dialog action config group tabl left tabl add remov duplic renam immedi not need hit save save host membership chang host membership chang action left tabl disabl till save instal howev action allow till save hit renam duplic hit cancel chang lost someth not happen reconfigur instal dialog similar behavior reconfigur dialog,0 
4044,Oleg Nechiporenko,ambari-web,0, refactor templat popup,,0 
4048,Mikhail Bayuk,ambari-web,0, minor manag config group dialog ui chang, label top left hand config group tabl remov left hand tabl right hand tabl occupi dialog,0 
4052,Denys Buzhor,ambari-web,0, renam config group dialog allow descript chang also, want chang config group descript unabl chang without chang name renam config group dialog allow chang descript also,0 
4054,Oleg Nechiporenko,ambari-web,0, need show stale config indic host page, show restart indic stale config servic individu host sinc alreadi inform client need show host page tabl need filter select stale config host also show besid host stale config indic,0 
4058,Sumit Mohanty,ambari-server,0, ambari agent server start automat upon reboot, ambari agent server not set start automat machin reboot becom inaccess,0 
4069,Xi Wang,ambari-web,0, add host use local repositori ui incorrectli say no, review page instal wizard add host wizard list repo os say repositori not local repositori not ye no,0 
4076,Mikhail Bayuk,ambari-web,0, instal host list show master top, instal host list show master top,0 
4089,Oleg Nechiporenko,ambari-web,0, hdf zkfc relat ember data, enabl ha go host page open host page host zkfc zkfc servic expect zkfc hdf servic,0 
4092,Andrii Babiichuk,ambari-web,0, need tooltip show error local repo bad, select hdp stack cento base url bad reason given respons not shown anywher ui red exclam mark need tooltip show error messag server along http error code,0 
4104,Dmytro Sen,ambari-agent,0, test hardwar test fqdn domain hostnam fail, unit test fail fail test fqdn domain hostnam test hardwar test hardwar traceback recent call last file home dmitri incub ambari ambari common src test python mock mock py line patch return func arg keywarg file home dmitri incub ambari ambari agent src test python ambari agent test hardwar py line test fqdn domain hostnam self assert equal result hostnam ambari assert error dmitri pc ambari,0 
4106,Andrii Babiichuk,ambari-web,0, not allow blank config group name, creat config group enter lt space gt name enabl ok button save save config group name reproduc instal work fine instal,0 
4118,Oleg Nechiporenko,ambari-web,0, manag config group link appear host detail page cannot dismiss open,,0 
4129,Jaimin D Jetly,ambari-web,0, ha wizard not access upgrad,,0 
4132,Siddharth Wagle,ambari-server,0, stale config indic not shown reconfigur web cat ganglia nagio zoo keeper, step creat config group mention servic add host config group save config group result restart indic not appear,0 
4135,Oleg Nechiporenko,ambari-web,0, review page info repositori, load repositori info way add host wizard,0 
4145,Dmytro Sen,ambari-agent; ambari-server,0, abil restart compon, add option action menu restart queue stop start task assum restart default command base default implement call stop start,0 
4152,Oleg Nechiporenko,contrib,0, servic config page show blank page enabl secur js error, ui respond enabl secur,0 
4171,Oleg Nechiporenko,ambari-web,0, fix ui unit test,,0 
4177,Dmytro Shkvyra,ambari-agent,0, yarn check execut fail instal, yarn check execut fail instal see attach log ip address host page shown os not support js error cluster instal use regular nano cent os imag type,0 
4184,Mahadev konar,null,0, fix version rpm stack match instal one, fix version rpm stack match instal one,0 
4186,Oleg Nechiporenko,ambari-web,0, global config not sent server, deploy step global config not sent server nagio ganglia instal via add servic wizard config servic config page,0 
4195,Andrii Babiichuk,ambari-web,0, misalign filter combobox instal browser window narrow,,0 
4200,Jeff Sposetti,ambari-web,0, minor ui cleanup remov doubl border reduc text, remov doubl border alert host compon page section remov text not wrap delet host dialog remov host tabl header clean config group dialog,0 
4206,Sumit Mohanty,ambari-server,0, signific lag host statu updat slave master compon start stop, step go host slave compon data node exampl click stop option slave compon result statu marker slave compon start blink red statu marker host behav strang sometim also start blink red immedi sometim chang statu not blink red slave compon stop end slave compon start,0 
4207,Andrii Babiichuk,ambari-web,0, frontend histori server manag separ compon, stack histori server separ master compon add abil choos host compon instal set valu mapreduc histori server http address lt historyserv host gt lt histori server port gt,0 
4211,Andrii Tkach,ambari-web,0, empti content review step add host wizard, js error uncaught type error cannot call method undefin,0 
4217,Aleksandr Kovalenko,ambari-web,0, mirror page redesign, redesign exist mirror page dataset tabl accord new attach mockup,0 
4220,Jeff Sposetti,ambari-web,0, pad config overrid properti,,0 
4224,Sumit Mohanty,ambari-server,0, issu start stop host compon predic stale config true not work, see seri curl call no compon stale config compon stop ambari allow instal call alreadi instal client root vagrant curl uadmin admin request ambari http ambari apach org api cluster host compon host role stale config true href http ambari apach org api cluster host compon host role stale config true item root vagrant curl uadmin admin request ambari host role state instal put http ambari apach org api cluster host compon host role stale config true href http ambari apach org api cluster request request id statu progress root vagrant curl uadmin admin request ambari http ambari apach org api cluster request href http ambari apach org api cluster request request abort task count cluster name complet task count fail task count id progress percent queu task count request context request statu pend task count time task count task href http ambari apach org api cluster request task task cluster name id request id href http ambari apach org api cluster request task task cluster name id request id href http ambari apach org api cluster request task task cluster name id request id href http ambari apach org api cluster request task task cluster name id request id,0 
4225,Yusaku Sako,ambari-web,0, start stop compon base restart indic flood request histori execut queue, start stop compon base start stop compon button show servic reconfigur creat one request per compon shown background oper popup flood request histori user cannot see done prior user standpoint start compon stop compon action show one request also major perform implic sinc multipl request cannot process parallel server unlik task within singl request,0 
4231,Denys Buzhor,ambari-web,0, storm updat dashboard servic support storm, defin mock data make function app test mode integr separ task,0 
4247,Andrii Tkach,ambari-web,0, restart marker not show sometim host page, reconfigur restart indic not show host page sometim click individu host show restart indic host detail page,0 
4265,Jeff Sposetti,null,0, add env ambari jvm arg ambari server start, use want set ambari jvm arg environ exampl set http proxi ambari serverexport ambari jvm arg dhttp proxi host proxi host dhttp proxi port ambari server start,0 
4279,Dmitry Lysnichenko,ambari-agent; test,0, statu command not execut new servic, new servic not hardcod live statu py statu command not execut,0 
4284,Oleg Nechiporenko,ambari-web,0, alert restart mainten element host filter, move element second line healthi also refactor code realiz,0 
4299,Myroslav Papirkovskyy,ambari-server,0, ambari server unit test failur, result fail test test work org apach ambari server state schedul batch request job test test run failur error skip,0 
4300,Andrii Tkach,ambari-web,0, servic tab grow number call updat alert, rout servic servic page number call server get alert grow also mock json alert need ad,0 
4306,Siddharth Wagle,ambari-server,0, request schedul statu not updat point time execut request, api call curl admin admin request ambari post request schedul batch request order id type post uri api cluster request request bodi info request info context restart nagio command restart servic name nagio compon name nagio server host ambari apach org batch set batch separ second task failur toler http ambari apach org api cluster request schedul request schedul href http ambari apach org api cluster request schedul request schedul batch batch request order id request type post request uri api cluster request request bodi request info context restart nagio command restart servic name nagio compon name nagio server host ambari apach org request statu progress return code batch set batch separ second task failur toler limit cluster name descript null id last execut statu progress schedul null statu schedul,0 
4312,Denys Buzhor,ambari-web,0, storm instal wizard add master compon storm ui server drpc server log viewer server, add new master compon instal wizard gt assign master page,0 
4316,Denys Buzhor,ambari-web,0, storm add storm ui server drpc server log viewer server compon config categori, add master compon storm ui server drpc server log viewer server creat config categori compon replac exist config accord categori,0 
4318,Oleg Nechiporenko,ambari-web,0, servic restart action cleanup, no need send request restart client user click restart action compon start restart immedi action show confirm popup like sure start stop run servic check etc,0 
4319,Dmitry Lysnichenko,ambari-agent; ambari-server; test,0, task timeout configur knob ambari server, task timeout configur knob ambari agent timeout second open possibl differ timeout valu differ agent instanc well differ valu server agent lead state server may time task agent may not way benign config move server server hand agent agent regist also make easier manag timeout valu,0 
4333,Antonenko Alexander,ambari-web,0, incorrect behavior save button manag configur group window, step go custom servic page open manag configur group window servic add new custom group assign host save chang open manag configur group window select custom group remov assign host result save button disabl add host also disabl note select default group save button becom activ also step tri add host custom group save button not activ,0 
4336,Mahadev konar,null,0, move stack use python librari, move stack use pythin librari,0 
4341,Mahadev konar,null,0, renam stack definit, renam stack definit,0 
4349,Oleg Nechiporenko,ambari-web,0, slave api call, slave data node node manag region server task tracker start stop restart decommiss recommiss,0 
4354,Dmytro Shkvyra,ambari-agent,0, host cleanup also clean tmp hadoop, host cleanup also check follow directori clean tmp hadoop exampl tmp hadoop nagio directori present right ownership perm nagio user hive metastor nagio alert occur saw instal un clean machin hive metastor statu crit minut critic error access hive metastor statu error creat temp dir hadoop tmp dir tmp hadoop nagio due permiss deni easi way reproduc perform instal go nagio server machin chang perm tmp hadoop nagio nagio user not access nagio alert fire,0 
4355,Siddharth Wagle,ambari-server,0, add reloc resourc script pom file, reloc resourc python script not part rpm packag,0 
4361,Srimanth Gunturi,ambari-web,0, roll restart failur toler percentag valu, current make roll restart api call task failur toler valu given count host rather percentag total host,0 
4365,Sumit Mohanty,ambari-server,0, action definit provid declar resourc read xml file, current action definit store databas not line declar definit stack custom command part stack custom action essenti custom command except defin level cluster move custom action xml format file ambari server read start mean one need make edit restart ambari server requir ok ad modifi custom action not frequent done oper,0 
4367,Andrii Tkach,ambari-web,0, alert block show spinner nagio not instal, nagio not instal alert block show messag not instal instead spinner,0 
4380,Oleg Nechiporenko,ambari-web,0, host api call, host start compon stop compon restart compon,0 
4383,Eugene Chekanskiy,ambari-server,0, datanod data directori not creat correctli, df datanod data dir must handl comma separ directori,0 
4395,Dmytro Shkvyra,ambari-server,0, ambari server use repo download jdk,,0 
4396,Oleg Nechiporenko,ambari-web,0, misc code cleanup,,0 
4402,Siddharth Wagle,ambari-server,0, delet config group host map broken due error introduc perf patch, unit test org apach ambari server state config group test test remov host unit test not part branch ad later trunk except thrown config group impl remov host error main configgroup config group impl config group impl java remov host fail delet config group host map cluster name foo id hostnam java lang illeg argument except object org apach ambari server orm cach config group host map impl cc not known entiti type org eclips persist intern session unit work impl perform remov unit work impl java org eclips persist intern jpa entiti manag impl remov entiti manag impl java org apach ambari server orm dao config group host map dao remov pk config group host map dao java com googl inject persist jpa jpa local txn interceptor invok jpa local txn interceptor java org apach ambari server state configgroup config group impl remov host config group impl java com googl inject persist jpa jpa local txn interceptor invok jpa local txn interceptor java org apach ambari server state cluster cluster impl delet config group host map cluster impl java org apach ambari server state cluster cluster impl unmap host cluster cluster impl java org apach ambari server state config group test test remov host config group test java,0 
4404,Srimanth Gunturi,ambari-web,0, mapreduc task io sort mb max valu not exceed mb, http issu apach org jira brows mapreduc http issu apach org jira brows mapreduc,0 
4405,Sumit Mohanty,ambari-server,0, remov properti fs checkpoint size upgrad, properti fs checkpoint size deprec upgrad script remov user add replac df namenod checkpoint txn,0 
4408,Srimanth Gunturi,ambari-web,0, background oper dialog weird state except, background oper dialog goe weird state hit except request schedul inform alway expect request schedul inform present,0 
4416,Dmytro Shkvyra,ambari-server,0, hdf start fail stack, str deploy minim cluster hdf zk hdf start fail ad yarn mr nagio ganglia pictur hdf output fail execut ulimit unlimit amp amp ulimit unlimit exit fi amp amp export hadoop libexec dir usr lib hadoop libexec amp amp usr lib hadoop sbin hadoop daemon sh config etc hadoop conf start secondarynamenod return bash line ulimit core file size cannot modifi limit oper not permit full folder log attach,0 
4420,Siddharth Wagle,ambari-server,0, ora maximum number express list oracl db, problem ora maximum number express list ambari server log custom recent upgrad ambari error error qtp read handler caught runtim except execut queri local except stack except eclips link eclips persist servic org eclips persist except databas except intern except java sql sql syntax error except ora maximum number express list error code call select task id attempt count event exitcod host name last attempt time request id role role command stage id start time statu std error std host role command task id order task id bind gt paramet bound queri read queri refer class host role command entiti sql select task id attempt count event exitcod host name last attempt time request id role role command stage id start time statu std error std host role command task id order task id org eclips persist except databas except sql except databas except java org eclips persist intern databaseaccess databas accessor basic execut call databas accessor java org eclips persist intern databaseaccess databas accessor execut call databas accessor java org eclips persist intern session abstract session basic execut call abstract session java step reproduc entri host role command execut command tabl oracl use ambari backend databs actual behavior oracl throw error expect behavior limit prevent possibl modifi syntax oracl queri,0 
4425,Vitaly Brodetskyi,ambari-agent,0, add upgradestack support sql, similar oracl postgr need make sure ambari server upgradestack work sql,0 
4433,Jeff Sposetti,ambari-web,0, ambari version info visibl ui, current no easi way find version ambari use ambari web interfac info access via link ambari web,0 
4501,Oleg Nechiporenko,ambari-web,0, health statu yellow lost heartbeat not show icon, see attach use host page page seem fine,0 
4521,Oleg Nechiporenko,ambari-web,0, bulk op restart slave popup roll restart dialog, perform restart slave via bulk op menu host page restart popup roll restart dialog like restart slave servic action,0 
4523,Perry Tian,ambari-agent,0, host regist failur primari agent os check cento, use ambari hadoop cluster instal manag cluster node built cento ambari server instal ambari server recogn primari cluster os redhat see ambari properti ambari agent bootstrap host regist ambari agent regon agent os cento linux see log log file ambari server log ambari agent log found inconsist caus warn ambari agent bootstrap failur host regist still not sure happen guess caus differen os check method among ambari server side code ambari agent bootstrap script os type check sh base os releas file regist script control py regist py base os hardwar profil share see anyon fix issu btw solv problem manual edit script file make work temporarili avoid warn agent bootstrap os type check sh add current os rh echo line add re case statement make node regist work control py add data data replac cento linux redhat send regist request thank,0 
4526,Eugene Chekanskiy,ambari-server,0, oozi server instal fail falcon select,,0 
4534,Andrii Babiichuk,ambari-web,0, add abil delet individu data node task tracker node manag region server host detail page, note let user delet storm supervisor alreadi,0 
4551,Andrii Babiichuk,ambari-web,0, alert count badg restart indic issu, alert badg shown left nav show bit strang littl pad right also restart indic appear pad alert badg fix restart indic appear close see attach,0 
4552,Andrii Babiichuk,ambari-web,0, oo statu compon host detail page make button big,,0 
4556,Oleg Nechiporenko,ambari-web,0, refactor unit test host summari,,0 
4560,Jaimin D Jetly,ambari-web,0, bg oper pop js error encount click host progress state,,0 
4561,Yusaku Sako,ambari-web,0, falcon client instal task show instal rather falcon client instal, see attach,0 
4566,Srimanth Gunturi,ambari-web,0, job implement tez dag page panel, need graph implement show tez dag hive queri,0 
4567,Xi Wang,ambari-web,0, ambari check enough disk space instal, add new categori host check popup regist host mountpoint check disk free space larger gb usr lib usr check free space larger gb show relat warn messag got space shortag,0 
