issue_id,summary,description,summary_proc,description_proc,Surprising,Dormant,Blocker,Security,Performance,Breakage
5895,Suppress any debug and info messages from package managers in setupAgent.py, suppress debug info messag packag manag setup agent py,During bootstrapping of agents  installation retrieve versions of available packages from system package manager. After some test was founded that in different situations package managers can produce specific info/debug output which can be reason of wrong parsing of output.Example:Zypper command:se2mon1400652583-9:/etc/zypp/repos.d # zypper search -s --match-exact ambari-agent Building repository 'Hortonworks Data Platform Utils Version - HDP-UTILS-1.1.0.16' cache &#91;done&#93;Building repository 'Hortonworks Data Platform Utils Version - HDP-UTILS-1.1.0.17' cache &#91;done&#93;Building repository 'Hosted (SLES_11)' cache &#91;done&#93;Building repository 'ambari-1.6.0 - Updates' cache &#91;done&#93;Building repository 'Ambari 1.x' cache &#91;done&#93;Building repository 'PostgreSQL and related packages (SLE_11_SP3)' cache &#91;done&#93;Loading repository data...Reading installed packages...S | Name | Type | Version | Arch | Repository -----------------------------------+---------------------- ambari-agent  package  1.6.0-46  x86_64  ambari-1.6.0 - Updates ambari-agent  package  1.2.0.1-1  x86_64  Ambari 1.xParsed as: Building repository 'ambari-1.6.0 We should suppress any debug/info output in setupAgent.py to avoid any unexpected situation., dure bootstrap agent instal retriev version avail packag system packag manag after test found differ situat packag manag produc specif info debug output reason wrong pars output exampl zypper command se mon etc zypp repo zypper search match exact ambari agent build repositori hortonwork data platform util version hdp util cach done build repositori hortonwork data platform util version hdp util cach done build repositori host sle cach done build repositori ambari updat cach done build repositori ambari x cach done build repositori postgr sql relat packag sle sp cach done load repositori data read instal packag s name type version arch repositori ambari agent packag x ambari updat ambari agent packag x ambari x pars build repositori ambari we suppress debug info output setup agent py avoid unexpect situat,0,0,0,0,0,0,
5915,View: Files UI clean-up and adjustments (PART 2), view file ui clean adjust part,As a part of this ticket 1) Remove rename icon from infront of the file and make it a different column.2) reorder the icon bar in the sequence Download  Move  Rename and Delete, as part ticket remov renam icon infront file make differ column reorder icon bar sequenc download move renam delet,1,0,0,0,0,0,
5922,Predicates don't work on fields with float values, predic work field float valu,API should be able to process filter with predicates(&lt; &gt; =) for fields with float values; For example field: metrics/load/load_one.Currently the Greater than predicate will fail for values in between 0.0 and 1.0, api abl process filter predic lt gt field float valu for exampl field metric load load one current greater predic fail valu,1,0,0,0,0,0,
5930,Some HBase properties are empty  but required to be filled, some h base properti empti requir fill,This HBase properties are empty after install via blueprint: hbase.coprocessor.region.classes hbase.coprocessor.master.classesBut they required to be filled.After enabling security they became filled., thi h base properti empti instal via blueprint hbase coprocessor region class hbase coprocessor master class but requir fill after enabl secur becam fill,0,0,0,0,0,0,
5932,Slider apps table does not remove entry when app is removed, slider app tabl remov entri app remov,Lets say I have a running app. I freeze it and then destroy it. The app goes away from the /apps response. However the UI still continues to show it. I think the mapper is not removing deleted entries from the model.Mapper should remove entries not being sent by /apps., let say i run app i freez destroy the app goe away app respons howev ui still continu show i think mapper remov delet entri model mapper remov entri sent app,1,0,0,0,0,0,
5935,Maintenance state and status commands perf improvements., mainten state statu command perf improv,getEffectiveState should not fetch map of all hosts every time Status commands should not be sent until component is installed, get effect state fetch map host everi time statu command sent compon instal,1,0,0,0,0,0,
5941,Ambari should generate config files in sorted order, ambari gener config file sort order,Ambari should generate config files sorted by key. It would make doing compares between files much easier., ambari gener config file sort key it would make compar file much easier,1,0,0,0,0,0,
5956,DB connection check error if jdk_name does not exist., db connect check error jdk name exist,We can get such situation when user using custom java., we get situat user use custom java,1,0,0,0,0,0,
5957,Bootstrap API call says bootstrap is running even though all agents have installed and registered, bootstrap api call say bootstrap run even though agent instal regist,UI keeps showing that the agents are being installed  because the bootstrap API GET call keeps returning that hostsStatus/status is RUNNINGI suspected time.sleep(1) instruction. If restart takes too long time  situation  when ambari-agent.log has not been created yet is possible. So  tail command returned not 0 retcode and exit from procedure. But in logs I cant see any non-zero retcodes. Thus  too short logs could be explaned by this issue., ui keep show agent instal bootstrap api get call keep return host statu statu runningi suspect time sleep instruct if restart take long time situat ambari agent log creat yet possibl so tail command return retcod exit procedur but log i cant see non zero retcod thu short log could explan issu,0,0,0,0,0,0,
5960,Add support for auth proxy, add support auth proxi,When using a proxy for internet access  add support to set properties for proxy user and password.??Dhttp.proxyUser=someUserName -Dhttp.proxyPassword=somePassword??, when use proxi internet access add support set properti proxi user password dhttp proxi user user name dhttp proxi password password,1,0,0,0,0,0,
5994,Storm UI in Ambari quick link fails when Storm UI server is not co-hosted with nimbus host, storm ui ambari quick link fail storm ui server co host nimbu host,quick link for Storm UI was linked with nimbus server. it should use Storm UI server host., quick link storm ui link nimbu server use storm ui server host,1,0,0,0,0,0,
6003,metrics hostname is not correct for storm, metric hostnam correct storm,Some of the storm configs have extra 'localhost' appended to the host name.'nimbus.childopts' : '-Xmx1024m -Djava.security.auth.login.config=/etc/storm/conf/storm_jaas.conf -javaagent:/usr/lib/storm/contrib/storm-jmxetric/lib/jmxetric-1.0.4.jar=host=c6401.ambari.apache.orglocalhost port=8649 wireformat31x=true mode=multicast config=/usr/lib/storm/contrib/storm-jmxetric/conf/jmxetric-conf.xml process=Nimbus_JVM''supervisor.childopts' : '-Xmx256m -Djava.security.auth.login.config=/etc/storm/conf/storm_jaas.conf -Dcom.sun.management.jmxremote -Dcom.sun.management.jmxremote.ssl=false -Dcom.sun.management.jmxremote.authenticate=false -Dcom.sun.management.jmxremote.port=56431 -javaagent:/usr/lib/storm/contrib/storm-jmxetric/lib/jmxetric-1.0.4.jar=host=c6401.ambari.apache.orglocalhost port=8650 wireformat31x=true mode=multicast config=/usr/lib/storm/contrib/storm-jmxetric/conf/jmxetric-conf.xml process=Supervisor_JVM''worker.childopts' : '-Xmx768m -javaagent:/usr/lib/storm/contrib/storm-jmxetric/lib/jmxetric-1.0.4.jar=host=c6401.ambari.apache.orglocalhost port=8650 wireformat31x=true mode=multicast config=/usr/lib/storm/contrib/storm-jmxetric/conf/jmxetric-conf.xml process=Worker_%ID%_JVM', some storm config extra localhost append host name nimbu childopt xmx djava secur auth login config etc storm conf storm jaa conf javaag usr lib storm contrib storm jmxetric lib jmxetric jar host c ambari apach orglocalhost port wireformat x true mode multicast config usr lib storm contrib storm jmxetric conf jmxetric conf xml process nimbu jvm supervisor childopt xmx djava secur auth login config etc storm conf storm jaa conf dcom sun manag jmxremot dcom sun manag jmxremot ssl fals dcom sun manag jmxremot authent fals dcom sun manag jmxremot port javaag usr lib storm contrib storm jmxetric lib jmxetric jar host c ambari apach orglocalhost port wireformat x true mode multicast config usr lib storm contrib storm jmxetric conf jmxetric conf xml process supervisor jvm worker childopt xmx javaag usr lib storm contrib storm jmxetric lib jmxetric jar host c ambari apach orglocalhost port wireformat x true mode multicast config usr lib storm contrib storm jmxetric conf jmxetric conf xml process worker id jvm,0,0,0,0,0,0,
6014,HDFS alert hangs for a long time after enabling Maintenance mode, hdf alert hang long time enabl mainten mode,STR: Stop HDFS with started Nagios service. Turn on Maintenance mode for HDFS.Result: All alerts dissapear  except 'HDFS capacity utilization' - it hangs for a long time (in my case it was smthng about 10-11 minutes), str stop hdf start nagio servic turn mainten mode hdf result all alert dissapear except hdf capac util hang long time case smthng minut,1,0,0,0,1,0,
6034,Services -> Configs page for Yarn  HIVE  MapReduce services is not displayed, servic config page yarn hive map reduc servic display,Config page for services that use App.YARNDefaultsProvider is not displayed.Following JS error thrown:Uncaught TypeError: Cannot call method 'forEach' of null yarn_defaults_provider.js:291, config page servic use app yarn default provid display follow js error thrown uncaught type error cannot call method each null yarn default provid js,0,0,0,0,0,0,
6044,Issues with jdbc properties, issu jdbc properti,remove dots in --help params description and in warningscopy fails if jdbc selected by --jdbc-driver is already in resourceshide other points of ambari-server setup if jdbc options are passed and server is running, remov dot help param descript warningscopi fail jdbc select jdbc driver alreadi resourceshid point ambari server setup jdbc option pass server run,0,0,0,0,0,0,
6045,Master components are missing, master compon miss,Master components info is missing in service summary., master compon info miss servic summari,1,0,0,0,0,0,
6048,Ambari Agent script should check for running processes before starting, ambari agent script check run process start,PROBLEM: If the Ambari Agent installation fails for whatever reason then a process of ambari-agent is left running. This results in the ambari-agent status to show as it not running. If you then start another ambari-agent it dies because the port is already in use.If the script could check the PID file and check for a running process then it would resolve this issue.BUSINESS IMPACT: Not a huge business impact as the workaround is to kill the running ambari-agent processWorkaround: Kill running ambari-agent process before startingANALYSIS: I cannot reproduce this issue in house and the SE who raised it can not reproduce on demand., problem if ambari agent instal fail whatev reason process ambari agent left run thi result ambari agent statu show run if start anoth ambari agent die port alreadi use if script could check pid file check run process would resolv issu busi impact not huge busi impact workaround kill run ambari agent process workaround kill run ambari agent process start analysi i cannot reproduc issu hous se rais reproduc demand,1,0,0,0,1,0,
6053,Add Host wizard get stuck on Confirm Hosts step, add host wizard get stuck confirm host step,,,1,0,0,0,0,0,
6056,Agent Custom Command Output Coerces Integers to Floats, agent custom command output coerc integ float,When posting a command such as{ 'RequestInfo': { 'action': 'check_host'  'context': 'Check host'  'parameters': { 'check_execute_list': 'host_resolution_check'  'hosts': 'c6401.ambari.apache.org  c6402.ambari.apache.org  c6403.ambari.apache.org  foobar'  'threshold': '20' } }  'Requests/resource_filters': [ { 'hosts': 'c6401.ambari.apache.org c6402.ambari.apache.org' } ]The returned result from the custom action has some integer values coerced into floats: 'structured_out' : { 'host_resolution_check' : { 'exit_code' : '0'  'failed_count' : 0.0  'failures' : [ ]  'message' : 'All hosts resolved to an IP address.'  'success_count' : 4.0 }The structured_output written out to disk does NOT have the float values:{'host_resolution_check': {'failures': []  'message': 'All hosts resolved to an IP address.'  'failed_count': 0  'success_count': 4  'exit_code': '0'}} Therefore this is a problem with the framework and not the command., when post command request info action check host context check host paramet check execut list host resolut check host c ambari apach org c ambari apach org c ambari apach org foobar threshold request resourc filter host c ambari apach org c ambari apach org the return result custom action integ valu coerc float structur host resolut check exit code fail count failur messag all host resolv ip address success count the structur output written disk not float valu host resolut check failur messag all host resolv ip address fail count success count exit code therefor problem framework command,1,0,0,0,0,0,
6059,Add refreshQueues custom command to YARN service, add refresh queue custom command yarn servic,Call refreshqueues from the REST API (replace resource.manager.host and YourClusterName). And be sure to include header 'X-Requested-By' : 'ambari' and set authentication.POST/api/v1/clusters/YourClusterName/requests/{ 'RequestInfo' : { 'command' : 'REFRESHQUEUES'  'context' : 'Refresh YARN Capacity Scheduler' }  'Requests/resource_filters': [{ 'service_name' : 'YARN'  'component_name' : 'RESOURCEMANAGER'  'hosts' : 'resource.manager.host' }]}, call refreshqueu rest api replac resourc manag host your cluster name and sure includ header x request by ambari set authent post api v cluster your cluster name request request info command refreshqueu context refresh yarn capac schedul request resourc filter servic name yarn compon name resourcemanag host resourc manag host,0,0,0,0,0,0,
6063,'ambari-server start command' hangs if was executed via ssh command, ambari server start command hang execut via ssh command,Problem:Ambari Server command 'ssh root@vmhost ambari-server start' hangs on message 'Ambari Server 'start' completed successfully.'. Same command executed successfully on the local console  as a result this behavior can be reproduced only via remote execution of commands.How to reproduce: Deploy server Stop server locally Start server from another host using ssh command, problem ambari server command ssh root vmhost ambari server start hang messag ambari server start complet success same command execut success local consol result behavior reproduc via remot execut command how reproduc deploy server stop server local start server anoth host use ssh command,1,0,0,0,0,0,
6080,Hosts Components filter on Service summary page doesn't work, host compon filter servic summari page work,When user clicks on some component filter on Service summary page  it opens hosts page  but filter is not applied., when user click compon filter servic summari page open host page filter appli,1,0,0,0,0,0,
6087,Multiple ATS appear on YARN summary page, multipl at appear yarn summari page,STR1. Go to add Service Wizard.2. Select some new services and proceed to deploy.3. Close Wizard (Esc-button).4. Wait a little bit (maybe page-refresh needed).5. Go to YARN summary.6. New 'none' components will appear periodically.See screenshot., str go add servic wizard select new servic proceed deploy close wizard esc button wait littl bit mayb page refresh need go yarn summari new none compon appear period see screenshot,1,0,0,0,0,0,
6106,Customize the Hadoop metrics sink to write to MySQL store, custom hadoop metric sink write my sql store,The SqlServerSink should support pushing metrics to MySQL store.This Jira addresses changes needed to support sink to a MySQL store., the sql server sink support push metric my sql store thi jira address chang need support sink my sql store,1,0,0,0,0,0,
6112,Filter by alerts fails on Hosts table, filter alert fail host tabl,Steps to reproduce:1. Go to Hosts page2. Choose filter AlertsResult:Hosts are not filtered by alerts.The request with filter by alerts has incorrect url data., step reproduc go host page choos filter alert result host filter alert the request filter alert incorrect url data,1,0,0,0,0,0,
6113,Nagios install fails on SLES due to php5-json not available, nagio instal fail sle due php json avail,Using SLES 11 SP3 quick-start image on EC2. Doesn't look like php5-json is available  but php53-json is available.WORKAROUND:I modified NAGIOS/metainfo.xml and this worked. &lt;package&gt; &lt;name&gt;php5*-json&lt;/name&gt; &lt;/package&gt;, use sle sp quick start imag ec doesn look like php json avail php json avail workaround i modifi nagio metainfo xml work lt packag gt lt name gt php json lt name gt lt packag gt,1,0,0,0,0,0,
6123,issues with dialog keypresses, issu dialog keypress,1) on 'manage config groups' pressing return does something even though return is not valid (i.e. can't save)2) Once you press return in #1  then you have to press esc twice to close the dialog3) once you open the nested dialog (to add a group)  esc closes the parent  then esc again  closes the nested dialog4) once you open the nested dialog  also notice it doesn't start focus on the name field  you have to click to get that focus., manag config group press return someth even though return valid e save onc press return press esc twice close dialog open nest dialog add group esc close parent esc close nest dialog open nest dialog also notic start focu name field click get focu,0,0,0,0,0,0,
6125,Ambari Groovy client enhancements, ambari groovi client enhanc,Ambari REST client (Groovy) enhancements -refactor - simplified unit tests taking leverage groovy's metaclass capabilities-more REST calls implemented-api compatibility with version 1.6.0, ambari rest client groovi enhanc refactor simplifi unit test take leverag groovi metaclass capabl rest call implement api compat version,0,0,1,0,0,0,
6137,Bulk operations confirmation popup, bulk oper confirm popup,Hosts page  'Actions' menu (dropdown)Each action shows confirmation popup with list of affected hosts.For big cluster this may be 2000+ hosts.If there are more than 3 hosts  then show 'host1  host2  host3  and X more hosts show all', host page action menu dropdown each action show confirm popup list affect host for big cluster may host if host show host host host x host show,0,0,0,0,0,0,
6140,Step3. Hosts checks requests, step host check request,Proceed to step3  wait while registration is complete.Host checks requests are set every second.UI should set next request only when previous is completed., proce step wait registr complet host check request set everi second ui set next request previou complet,0,0,0,0,0,0,
6146,It's not possible to input 'Enter' on 'Target hosts' textarea on 2nd step of Installer wizard', it possibl input enter target host textarea nd step instal wizard,It's not possible to input 'Enter' on 'Target hosts' textarea., it possibl input enter target host textarea,0,0,0,0,0,0,
6147,Ambari Dashboard page  click NameNode link returns wrong page, ambari dashboard page click name node link return wrong page,STR:1. go to dashboard page2. click NameNode link inside HDFS Links widget.instead of go to NameNode host detail page  it returns an empty page, str go dashboard page click name node link insid hdf link widget instead go name node host detail page return empti page,0,0,0,0,0,0,
6155,JS error on POST config group request (step7 installer), js error post config group request step instal,Go to installer step7Click override for some propertySelect 'New Config Group'Click 'OK'JS-error appears - 404 error. Missing clusterName in request URL., go instal step click overrid properti select new config group click ok js error appear error miss cluster name request url,0,0,0,0,0,0,
6162,Behavior change: host filtering no longer handles startsWith matches, behavior chang host filter longer handl start with match,If I have a host that has IP 10.0.2.15  in Ambari 1.6.0 if I start to filter by IP (by typing 10.0....)  the hosts that match 'startsWith' stay displayed.In Ambari 1.6.1  now it only does exact match  so once I start typing  all hosts disappear until I finally type the whole thing in for exact match.Hosts/ip.matches(10), if i host ip ambari i start filter ip type host match start with stay display in ambari exact match i start type host disappear i final type whole thing exact match host ip match,0,0,0,0,0,0,
6169,Installer wizard: ambari web-client issues invalid requests after switching stacks, instal wizard ambari web client issu invalid request switch stack,Steps To Reproduce Select 2.X stack and go ahead to 'Select Services' page Navigate back to 'Select Stack' page and select 1.x stack Go ahead to step-8 'Review' page. On clicking next  API call to create components for HDFS service fails with UI displaying an error message.Invalid Request: Unsupported or invalid component in stack  clusterName=cc  serviceName=HDFS  componentName=JOURNALNODE  stackInfo=HDP-1.3, step to reproduc select x stack go ahead select servic page navig back select stack page select x stack go ahead step review page on click next api call creat compon hdf servic fail ui display error messag invalid request unsupport invalid compon stack cluster name cc servic name hdf compon name journalnod stack info hdp,0,0,0,0,0,0,
6184,Incorrect value for started_count of Datanode component, incorrect valu start count datanod compon,STR:  Installed a 3-node cluster for HDP 1.3 stack HDFS+MapReduce+Nagios+Ganglia+zooKeeper installed with slave components installed on all 3 hosts. Enable security with no kerberos setup On expected failure of security wizard  Disable security. After successfully disabling security  Following API returns incorrect number for started_count of Datanode. It says 0 but Datanode is actually running on all hostshttp://server:8080/api/v1/clusters/c1/components/?ServiceComponentInfo/category.in(SLAVE CLIENT)&amp;fields=ServiceComponentInfo/service_name ServiceComponentInfo/installed_count ServiceComponentInfo/started_count ServiceComponentInfo/total_count&amp;minimal_response=trueReason:During wrong kerberos setup DN processes fail to start  but leave stale pid file owned by root. Next one DN start command starts DN process  but can not override pid file. So the server considers DN as stopped. If we start DN once more  commands fail soon after start (due to lock file at data dir owned by already running DN). Agent reports to server that DN is not running  so server displays a correct information from his point of view., str instal node cluster hdp stack hdf map reduc nagio ganglia zoo keeper instal slave compon instal host enabl secur kerbero setup on expect failur secur wizard disabl secur after success disabl secur follow api return incorrect number start count datanod it say datanod actual run hostshttp server api v cluster c compon servic compon info categori slave client amp field servic compon info servic name servic compon info instal count servic compon info start count servic compon info total count amp minim respons true reason dure wrong kerbero setup dn process fail start leav stale pid file own root next one dn start command start dn process overrid pid file so server consid dn stop if start dn command fail soon start due lock file data dir own alreadi run dn agent report server dn run server display correct inform point view,0,0,0,0,0,0,
6194,Unsuitable height of dropdown menu on metrics page, unsuit height dropdown menu metric page,STR:Delete all widgets from dashboard.Go to Metrics-&gt;Add menu.Result: Appeared inappropriate dropdown: bad_metrics.png, str delet widget dashboard go metric gt add menu result appear inappropri dropdown bad metric png,0,0,0,0,0,0,
6197,Decommissioned running DataNode has 'delete' menu item in action pulldown, decommiss run data node delet menu item action pulldown,Delete operation is not allowed for a hostComponent if it is in STARTED state.Currently delete menu item is shown when a hostComponent is flagged decommissioned and in STARTED state. Performing delete operation in this condition returns API 500 server error. If the hostComponent is brought in INSTALLED state with the decommissioned flag and then delete operation is performed then it happens as expectedDelete menu item should be shown When hostComponent is in INSTALLED state and should be grayed when it is in STARTED state. ambari-web client should not consider decommission status of a hostComponent while validating the required condition to enable/disable 'delete' menu item., delet oper allow host compon start state current delet menu item shown host compon flag decommiss start state perform delet oper condit return api server error if host compon brought instal state decommiss flag delet oper perform happen expect delet menu item shown when host compon instal state gray start state ambari web client consid decommiss statu host compon valid requir condit enabl disabl delet menu item,0,0,0,0,0,0,
6199,ListBoxes with hostnames on 'Select Hosts' page of 'Enable NameNode HA Wizard' do not work, list box hostnam select host page enabl name node ha wizard work,On the second step of HA 'Enable NameNode HA Wizard' do not work listboxes with hostnames. Real additional components position does not depend from values in listboxes (see screenshots).It is possible to choose any host in any listbox  which is incorrect., on second step ha enabl name node ha wizard work listbox hostnam real addit compon posit depend valu listbox see screenshot it possibl choos host listbox incorrect,0,0,0,0,0,0,
6201,Fix sub-resource names in /stacks API, fix sub resourc name stack api,The /stacks api uses sub-resource names such as stackServices and serviceComponents instead of services and components which are the names of the resources specified in the URL. These incorrect resource names would need to be used in any queries for stack resources.For example:To get stack service named HDFS the URL would be:api/v1/stacks/HDP/versions/2.1/services/HDFSBut  if we wanted to do a query of for HDFS services across all versions:api/v1/stacks/HDP/versions?stackServices/StackServices/service_name=HDFSInstead this should be:api/v1/stacks/HDP/versions?services/StackServices/service_name=HDFSFix all sub-resource names that are returned and fix sub-resource names used in queries and partial response., the stack api use sub resourc name stack servic servic compon instead servic compon name resourc specifi url these incorrect resourc name would need use queri stack resourc for exampl to get stack servic name hdf url would api v stack hdp version servic hdf but want queri hdf servic across version api v stack hdp version stack servic stack servic servic name hdf instead api v stack hdp version servic stack servic servic name hdf fix sub resourc name return fix sub resourc name use queri partial respons,0,0,0,0,0,0,
6203,Unable to assign host in HA wizard, unabl assign host ha wizard,STR:1. Open HA wizard2. Proceed to Select Host step3. Try to select host for any master componentResult:nothing changing  js error emerge., str open ha wizard proce select host step tri select host master compon result noth chang js error emerg,0,0,0,0,0,0,
6206,BGO popup: Incorrect number of tasks in category, bgo popup incorrect number task categori,Tasks with 'aborted' status are not included in any 'Aborted' category., task abort statu includ abort categori,0,0,0,0,0,0,
6207,Installer Wizard Step 7-8: namenode_heapsize property incorrect value., instal wizard step namenod heapsiz properti incorrect valu,On the Step 7 namenode_heapsize value is empty and on deploy even if its value filled it saved as 'm' which cause error on NameNode startup.Part of object passed for configuration saving:namenode_heapsize: 'm'namenode_opt_maxnewsize: '200m'namenode_opt_newsize: '200m'nodemanager_heapsize: '1024', on step namenod heapsiz valu empti deploy even valu fill save caus error name node startup part object pass configur save namenod heapsiz namenod opt maxnews namenod opt newsiz nodemanag heapsiz,0,0,0,0,0,0,
6208,Nagios 'Restart all components' button does not work, nagio restart compon button work,On service page for Nagios  under 'Service actions' menu  'Restart all' operation does not work correctly. There is dialog window after pressing  but after confirmation there is not any activity. In API there is not any new request.Note: described situation relates only for Nagios. Other services make restart correctly (including generating new requests in API)., on servic page nagio servic action menu restart oper work correctli there dialog window press confirm activ in api new request note describ situat relat nagio other servic make restart correctli includ gener new request api,0,0,0,0,0,0,
6215,Default add host sequence triggers many unseen before cluster-wide operations, default add host sequenc trigger mani unseen cluster wide oper,I've added 1 host through the add host wizardon deploy step all hosts were present. and install operations were performed on all of them., i ad host add host wizardon deploy step host present instal oper perform,0,0,0,0,0,0,
6221,Ambari Server reset show wrong commands for DB manipulation, ambari server reset show wrong command db manipul,When performing ambari-server reset with external DB  ambari-server does nothing but outputs commands for resetting it manually.But:1. Commands are wrong  at least on Suse:su -postgres --command=psql -f /var/lib/ambari-server/resources/Ambari-DDL-Postgres-DROP.sql -v username=''ambari'' -v password=''bigdata''su: invalid option -- 'o'Try 'su --help' for more information.2. This commands should take in account that external DB can be located on the another host.3. Maybe the best option would be to give user ability to reset automatically  for example via command line switch like ambari-server reset -a, when perform ambari server reset extern db ambari server noth output command reset manual but command wrong least suse su postgr command psql f var lib ambari server resourc ambari ddl postgr drop sql v usernam ambari v password bigdata su invalid option tri su help inform thi command take account extern db locat anoth host mayb best option would give user abil reset automat exampl via command line switch like ambari server reset,0,0,0,0,0,0,
6228,host checks 'Show Report' link is missing from dialog, host check show report link miss dialog,On 'Confirm Hosts' step &gt; Hosts Check popup window  the 'Show Reports' link is missing even if the host check warnings existed.Reason:The newly added hosts checks (jdk  disk  repo and hostNameResolution) dont trigger the ''show reports' link to show up., on confirm host step gt host check popup window show report link miss even host check warn exist reason the newli ad host check jdk disk repo host name resolut dont trigger show report link show,0,0,0,0,0,0,
6234,Security issue - private key password show in logs, secur issu privat key password show log,During generating private key and certificates using openssl password of key shown in logs:11:21:30 735 INFO [main] ShellCommandUtil:44 - Command openssl genrsa -des3 -passout pass:**** -out /var/lib/ambari-server/keys/ca.key 4096 was finished with exit code: 0 - the operation was completely successfully.11:21:30 750 INFO [main] ShellCommandUtil:44 - Command openssl req -passin pass:**** -new -key /var/lib/ambari-server/keys/ca.key -out /var/lib/ambari-server/keys/ca.csr -batch was finished with exit code: 0 - the operation was completely successfully.11:21:30 766 INFO [main] ShellCommandUtil:44 - Command open**** ca -create_serial -out /var/lib/ambari-server/keys/ca.crt -days 365 -keyfile /var/lib/ambari-server/keys/ca.key -key vgGAzzSaCPkI3F7UU7qZZY6CahDUTSnY7B9a8TH0YiGDB10LdJ -selfsign -extensions jdk7_ca -config /var/lib/ambari-server/keys/ca.config -batch -infiles /var/lib/ambari-server/keys/ca.csr was finished with exit code: 0 - the operation was completely successfully.11:21:30 773 INFO [main] ShellCommandUtil:44 - Command openssl pkcs12 -export -in /var/lib/ambari-server/keys/ca.crt -inkey /var/lib/ambari-server/keys/ca.key -certfile /var/lib/ambari-server/keys/ca.crt -out /var/lib/ambari-server/keys/keystore.p12 -password pass:**** -passin pass:**** see '-key vgGAzzSaCPkI3F7UU7qZZY6CahDUTSnY7B9a8TH0YiGDB10LdJ', dure gener privat key certif use openssl password key shown log info main shell command util command openssl genrsa de passout pass var lib ambari server key ca key finish exit code oper complet success info main shell command util command openssl req passin pass new key var lib ambari server key ca key var lib ambari server key ca csr batch finish exit code oper complet success info main shell command util command open ca creat serial var lib ambari server key ca crt day keyfil var lib ambari server key ca key key vg g azz sa c pk i f uu q zzi cah dut sn y b th yi gdb ld j selfsign extens jdk ca config var lib ambari server key ca config batch infil var lib ambari server key ca csr finish exit code oper complet success info main shell command util command openssl pkc export var lib ambari server key ca crt inkey var lib ambari server key ca key certfil var lib ambari server key ca crt var lib ambari server key keystor p password pass passin pass see key vg g azz sa c pk i f uu q zzi cah dut sn y b th yi gdb ld j,0,0,0,1,0,0,
6236,Hosts page: there is no indication that filtering/sorting/paging is happening or not (confusing), host page indic filter sort page happen confus,In 1.6.1  filtering/sorting/paging on the Hosts page has been converted from client-side to server-side in order to address scalability issues.As a result of that  the responsiveness of UI is dependent upon how quickly the server can respond to filtering/sorting/paging calls (and also depends on the network). While UI is waiting for the new table content to come from the server  there should be some indication that work is in progress. For example  we can put an overlay on the table with a spinner (gray out the table with a spinner on top - kind of like when switching filters on JIRA's Agile Board)., in filter sort page host page convert client side server side order address scalabl issu as result respons ui depend upon quickli server respond filter sort page call also depend network while ui wait new tabl content come server indic work progress for exampl put overlay tabl spinner gray tabl spinner top kind like switch filter jira agil board,0,0,0,0,0,0,
6244,Restart icon is present after Service Actions->Restart all button click., restart icon present servic action restart button click,STR:Change property for some service (Hive as example)Save changesClick Service Actions-&gt;Restart all buttonActual result:Service Actions-&gt;Restart all button does not work (do nothing). Restart passed  but restart icon still present.Expected result:Service Actions-&gt;Restart all button works. Restart passed  restart icon is not present after action., str chang properti servic hive exampl save chang click servic action gt restart button actual result servic action gt restart button work noth restart pass restart icon still present expect result servic action gt restart button work restart pass restart icon present action,0,0,0,0,0,0,
6247,Add host stops all services, add host stop servic,STR Install cluster Add hostActual resultAfter adding host all components on all hosts are stoppedExpected resultAll components on all hosts are started, str instal cluster add host actual result after ad host compon host stop expect result all compon host start,0,0,0,0,0,0,
6265,Have spinners instead of charts at Dashboard and Service tabs on IE 11, have spinner instead chart dashboard servic tab ie,STR:1) Deploy cluster with defualt settings.2) Navigate on Dashboard pageExpected result:All charts are present.Actual result:Have spinners instead some charts., str deploy cluster defualt set navig dashboard page expect result all chart present actual result have spinner instead chart,0,0,0,0,0,0,
6266,Get sql metrics logic should be reviewed, get sql metric logic review,,,0,0,0,0,0,0,
6267,Add Services fails with a server error under some conditions, add servic fail server error condit,Upon clicking on 'Deploy' from Review page in Add Services Wizard  sometimes the UI shows a server error saying 'Resource Already Exists'.It looks like the UI is trying to add client components on hosts that already have them.I've seen it for HDFS_CLIENT  MAPREDUCE2_CLIENT  etc.  when trying to add Oozie (for sure)  Storm (I think)  and possibly others., upon click deploy review page add servic wizard sometim ui show server error say resourc alreadi exist it look like ui tri add client compon host alreadi i seen hdf client mapreduc client etc tri add oozi sure storm i think possibl other,0,0,0,0,0,0,
6268,step 6 pagination is slow, step pagin slow,,,0,0,0,0,1,0,
6270,Repoinfo.xml should use family tag rather than type tag, repoinfo xml use famili tag rather type tag,That is a bit confusing we should change that  since we changed the way itworks &lt;os type='redhat6'&gt;should be &lt;os family='redhat6'&gt;, that bit confus chang sinc chang way itwork lt os type redhat gt lt os famili redhat gt,0,0,0,0,0,0,
6273,Manage Config Groups: if Ganglia is not installed config group popup doesn't appear, manag config group ganglia instal config group popup appear,We take some data from Ganglia metrics for hosts and if Ganglia is not installed browser throw js error which blocks popup initializing., we take data ganglia metric host ganglia instal browser throw js error block popup initi,0,0,0,0,0,0,
