@relation 7_Camel_Shaon_str-weka.filters.unsupervised.attribute.NumericToNominal-R5-18-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute author {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321}
@attribute pos numeric
@attribute neu numeric
@attribute neg numeric
@attribute com0 {0,1}
@attribute com1 {0,1}
@attribute com2 {0,1}
@attribute com3 {0,1}
@attribute com4 {0,1}
@attribute com5 {0,1}
@attribute com6 {0,1}
@attribute com7 {0,1}
@attribute com8 {0,1}
@attribute ST {0,1}
@attribute Patch {0,1}
@attribute CE {0,1}
@attribute TC {0,1}
@attribute EN {0,1}
@attribute prob0 numeric
@attribute prob1 numeric
@attribute target {0,1}

@data
17,2,2,53,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
169,2,1,77,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
268,3,4,111,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
114,3,0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,1,0,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
128,2,2,66,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
74,0,2,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
258,2,1,17,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
86,0,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
192,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
68,1,1,72,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
74,1,0,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,2,0,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
74,1,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,2,0,51,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
68,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,0,1,47,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
316,1,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
62,1,0,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
283,2,3,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
283,5,0,78,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
298,2,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
172,4,3,58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
172,1,0,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
268,0,0,83,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
68,9,3,155,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,2,1,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
154,0,0,22,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
138,1,0,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
298,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
316,6,1,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
74,2,0,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99,0.01,0
156,0,0,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
304,4,1,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
221,1,3,51,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
99,0,0,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74,3,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
298,3,0,46,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
58,1,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
182,2,1,91,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
298,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,1,2,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,1,1,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
315,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
156,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
320,7,1,65,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
15,0,0,59,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
56,2,1,47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,1,1,46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
268,0,0,26,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
74,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,3,1,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
180,3,1,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
68,0,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,1,3,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,2,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.99,0
92,0,0,59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,2,2,23,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
268,3,1,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,2,1,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
156,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
268,4,1,61,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
23,0,1,27,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
36,1,0,22,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.17,0.83,0
68,3,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0.01,1
133,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
123,0,0,27,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
74,0,0,26,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
222,0,0,62,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
74,0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
293,6,3,138,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
68,3,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.01,0
268,0,0,62,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
92,1,0,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
98,0,0,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
268,3,0,53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
92,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
68,0,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
156,1,1,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
112,2,0,57,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
79,0,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
236,2,1,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44,4,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02,0.98,0
41,2,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
195,9,6,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
298,1,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
268,1,0,77,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
109,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0,0,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,3,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
74,4,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,2,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,1,1,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,1,2,29,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
74,1,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
253,2,0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
302,4,3,81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
284,3,1,68,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
223,3,3,93,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74,0,2,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246,1,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,5,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
74,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8,3,1,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
136,1,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16,1,0,56,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
186,7,0,49,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
266,3,1,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
313,2,1,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,2,0,30,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
239,1,1,24,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
233,1,0,36,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
199,1,1,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,3,0,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
113,4,0,93,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
227,0,1,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.59,0.41,1
242,7,2,78,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
298,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,2,1,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
66,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8,2,0,92,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,10,1,100,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
74,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
66,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,2,0,51,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
74,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
26,3,0,66,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
74,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
243,0,0,33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35,1,2,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
261,0,1,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,4,3,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
203,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
298,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,0,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
242,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,1,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
150,1,0,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242,5,2,69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
74,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,2,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275,2,0,61,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
74,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,3,0,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,3,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
74,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,4,1,99,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
242,2,2,54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24,0,2,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
201,2,2,74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54,2,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
74,2,0,46,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
66,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
242,4,2,73,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
66,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.76,0
295,8,2,191,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
191,5,1,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
161,5,0,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8,1,0,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,1,1,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33,3,1,40,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
92,1,1,53,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
242,0,1,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,0,1,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.92,0.08,0
236,0,1,27,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
121,2,1,28,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
219,1,1,40,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.77,0.23,0
298,2,4,93,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
74,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
66,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
55,0,0,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14,7,0,64,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
74,1,1,33,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.08,0.92,0
166,2,1,66,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4,1,0,34,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
74,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,6,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
18,4,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
85,1,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
66,0,0,30,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
243,3,1,46,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
66,3,0,9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.06,0.94,1
71,0,0,41,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
297,0,1,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,0,2,25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.99,0.01,0
287,1,1,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,10,1,127,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
57,1,0,109,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8,1,1,52,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
63,5,1,59,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
43,2,1,52,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
194,2,0,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
242,2,1,56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.99,0.01,0
281,4,1,94,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
298,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
155,2,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,1,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
84,1,0,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
66,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
119,2,2,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9,0,1,58,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
74,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02,0.98,0
128,3,0,74,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
139,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
74,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,3,0,77,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,3,0,28,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,2,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,1
74,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
175,2,2,67,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
298,0,1,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,3,1,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,3,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66,3,1,128,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
66,3,1,68,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
74,2,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308,1,1,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74,0,1,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
231,3,4,68,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
286,1,1,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
289,0,0,11,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
85,4,0,115,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
92,0,0,34,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
171,0,0,25,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,1,1,30,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
251,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
317,1,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,2,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
311,1,1,25,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
305,1,0,22,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
297,1,1,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8,1,2,64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57,1,0,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69,1,3,57,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,3,0,33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
181,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
267,5,2,78,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
162,3,1,49,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
280,0,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.65,0.35,0
151,3,0,92,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,1,1,48,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
260,3,0,44,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,2,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
298,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
74,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
276,2,1,110,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
94,2,1,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
196,0,0,20,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0.1,0
209,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
145,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.86,0.14,0
60,2,0,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
235,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0
74,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
215,0,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,2,0,36,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
67,0,1,24,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
74,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
74,2,0,117,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27,1,0,53,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
298,7,3,122,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
74,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6,4,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,3,0,46,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
74,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,1,1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66,0,3,47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
74,2,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
288,1,1,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
117,0,1,17,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
119,0,0,41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.79,0.21,0
74,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,0,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,0,1,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
127,0,0,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
184,0,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
