issue_id,reporter,component,keywords,pre_sum,summary,pre_des,description,des-1,des-2,des-3,des-4,des-5,files,Security
4237,Jonathan Anstey,null,0,Archetypes fail to build in offline mode, archetyp fail build offlin mode,If build tooling/archetypes with the --offline Maven argument you may see an error like&#91;ERROR&#93; Unresolveable build extension: Error resolving version for plugin 'org.apache.maven.archetype:archetype-packaging'Seems the version for archetype-packaging in the dependencyManagement section defined in the parent pom is not propagating down to build extension... when Maven is not in offline mode it can simply grab the latest version from the metadata at central. I'm committing a simple fix shortly., build tool archetyp tool archetyp offlin maven argument may see error like ERROR like ERROR unresolv build extens extens error resolv version plugin org apach maven archetyp archetyp packag seem org apach maven archetyp archetyp packag seem version archetyp packag archetyp packag dependencyManagement depend manag section defin parent pom not propag build extens extens maven not offlin mode simpli grab latest version metadata central central commit simpl fix shortli shortli,1,0,0,0,0,tooling/archetypes/camel-archetype-activemq/pom.xml;tooling/archetypes/camel-archetype-blueprint/pom.xml;tooling/archetypes/camel-archetype-component/pom.xml;tooling/archetypes/camel-archetype-java/pom.xml;tooling/archetypes/camel-archetype-scala/pom.xml;tooling/archetypes/camel-archetype-spring-dm/pom.xml;tooling/archetypes/camel-archetype-spring/pom.xml;tooling/archetypes/camel-archetype-web/pom.xml;tooling/archetypes/camel-archetype-webconsole/pom.xml;,0
4246,Yaytay,camel-core,0,TraceInterceptor does not work correctly for AsyncProcessing, TraceInterceptor trace interceptor not work correctli AsyncProcessing async process,TraceEventHandlers are not called correctly when a node is processed asynchronously.From org.apache.camel.processor.interceptor.TraceInterceptor: try { // special for interceptor where we need to keep booking how far we have routed in the intercepted processors if (node.getParent() instanceof InterceptDefinition &amp;&amp; exchange.getUnitOfWork() != null) { TracedRouteNodes traced = exchange.getUnitOfWork().getTracedRouteNodes(); traceIntercept((InterceptDefinition) node.getParent()  traced  exchange); } // process the exchange try { sync = super.process(exchange  callback); } catch (Throwable e) { exchange.setException(e); } } finally { // after (trace out) if (shouldLog &amp;&amp; tracer.isTraceOutExchanges()) { logExchange(exchange); traceExchangeOut(exchange  traceState); } }As it is this results in traceExchangeOut being called before the callback  which is wrong.The call to super.process needs to wrap the callback to call traceExchangeOut (and the finally block shouldn't run if the process is asynch).This isn't a regression  but the change to make more routes asynchronous makes it more noticeable., TraceEventHandlers trace event handler not call correctli node process asynchron asynchron org apach camel processor interceptor TraceInterceptor org apach camel processor interceptor trace interceptor tri special interceptor need keep book far rout intercept processor node getParent node get parent instanceof InterceptDefinition intercept definit amp amp amp amp exchang getUnitOfWork exchang get unit work null null TracedRouteNodes trace rout node trace exchang getUnitOfWork getTracedRouteNodes exchang get unit work get trace rout node traceIntercept InterceptDefinition trace intercept intercept definit node getParent node get parent trace exchang exchang process exchang tri sync super process exchang super process exchang callback callback catch throwabl throwabl exchang setException exchang set except final trace shouldLog log amp amp amp amp tracer isTraceOutExchanges tracer trace exchang logExchange exchang log exchang exchang traceExchangeOut exchang trace exchang exchang traceState trace state result traceExchangeOut trace exchang call callback wrong wrong call super process super process need wrap callback call traceExchangeOut trace exchang final block run process asynch asynch regress chang make rout asynchron make notic notic,0,0,1,0,0,camel-core/src/main/java/org/apache/camel/processor/interceptor/TraceInterceptor.java;camel-core/src/test/java/org/apache/camel/processor/async/AsyncTraceHandlerTest.java;,0
4252,Claus Ibsen,camel-ftp,0,camel-ftp - Using tempFileName option should use the separator option to allow control of path separators in the generated file name, camel ftp camel ftp use tempFileName temp file name option use separ option allow control path separ gener file name,See nabblehttp://camel.465427.n5.nabble.com/FTP-temp-file-not-being-created-correctly-on-Windows-Camel-2-7-2-tp4591581p4591581.html, see nabblehttp camel nabbl com FTP temp file not creat correctli window camel tp html nabblehttp camel nabbl com FTP temp file not creat correctli window camel tp html,0,0,0,1,0,components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FileToFtpTempFileNameTest.java;camel-core/src/main/java/org/apache/camel/component/file/GenericFileProducer.java;camel-core/src/test/java/org/apache/camel/component/file/FilerProducerFileNamesTest.java;components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FtpProducerFileWithPathPathSeparatorUnixNoStepwiseTest.java;components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FtpProducerFileWithPathPathSeparatorWindowsNoStepwiseTest.java;,0
4254,Oliver Jelinski,camel-soap,0,Missing setter or constructor-argument for elementNameStrategyRef in SoapJaxbDataFormat, miss setter constructor argument constructor argument elementNameStrategyRef element name strategi ref SoapJaxbDataFormat soap jaxb data format,Because the variable 'elementNameStrategyRef' in org.apache.camel.dataformat.soap.SoapJaxbDataFormat can't be set  it is always null. Therefore declaring the data format with spring-dsl leads to an automatic fallback to the default strategy 'TypeNameStrategy' in org.apache.camel.dataformat.soap.SoapJaxbDataFormat.checkElementNameStrategy(Exchange exchange). This further leads to wrong results when marshalling.So the following declararion does not work correctly:... &lt;bean id='myStrategy' class='org.apache.camel.dataformat.soap.name.ServiceInterfaceStrategy'&gt; &lt;constructor-arg value='my.package.MyServiceInterface'/&gt; &lt;constructor-arg value='true'/&gt; &lt;/bean&gt;... &lt;camelContext xmlns='http://camel.apache.org/schema/spring'&gt;... &lt;dataFormats&gt; &lt;soapjaxb id='mySoap'  contextPath='my.package'  elementNameStrategyRef='myStrategy'/&gt; &lt;/dataFormats&gt;... &lt;route&gt; &lt;from uri='cxf:/MyService?serviceClass=my.package.MyServiceInterface' /&gt;... &lt;convertBodyTo type='my.package.MyType'/&gt; &lt;marshal ref='mySoap'/&gt;..., variabl elementNameStrategyRef element name strategi ref org apach camel dataformat soap SoapJaxbDataFormat org apach camel dataformat soap soap jaxb data format set alway null null therefor declar data format spring dsl spring dsl lead automat fallback default strategi TypeNameStrategy type name strategi org apach camel dataformat soap SoapJaxbDataFormat checkElementNameStrategy exchang org apach camel dataformat soap soap jaxb data format check element name strategi exchang exchang exchang lead wrong result marshal marshal follow declararion not work correctli correctli lt bean lt bean id myStrategy id strategi class org apach camel dataformat soap name ServiceInterfaceStrategy gt class org apach camel dataformat soap name servic interfac strategi gt lt constructor arg lt constructor arg valu packag MyServiceInterface gt valu packag servic interfac gt lt constructor arg lt constructor arg valu true gt valu true gt lt bean gt lt bean gt lt camelContext lt camel context xmln http camel apach org schema spring gt xmln http camel apach org schema spring gt lt dataFormats gt lt data format gt lt soapjaxb lt soapjaxb id mySoap id soap contextPath packag context path packag elementNameStrategyRef myStrategy gt element name strategi ref strategi gt lt dataFormats gt lt data format gt lt rout gt lt rout gt lt lt uri cxf MyService serviceClass packag MyServiceInterface uri cxf servic servic class packag servic interfac gt gt lt convertBodyTo lt convert bodi type packag MyType gt type packag type gt lt marshal lt marshal ref mySoap gt ref soap gt,0,1,1,0,0,components/camel-soap/src/main/java/org/apache/camel/dataformat/soap/SoapJaxbDataFormat.java;components/camel-soap/src/test/resources/org/apache/camel/dataformat/soap/SoapSpringRoundtripTest-context.xml;,0
4257,Dmitri Maximovich,camel-jms,0,Expose setDeliveryMode property in org.apache.camel.component.jms.JmsComponent, expos setDeliveryMode set deliveri mode properti org apach camel compon jm JmsComponent org apach camel compon jm jm compon,It would be beneficial if org.apache.camel.component.jms.JmsComponent would allow to specify JMS deliveryMode explicitly. Currently  from what I can tell  there is only boolean deliveryPersistent property which is not enough if JMS provider supports additional non-standard delivery modes. Example is Tibco EMS RELIABLE_DELIVERY mode., would benefici org apach camel compon jm JmsComponent org apach camel compon jm jm compon would allow specifi JMS deliveryMode deliveri mode explicitli explicitli current tell boolean deliveryPersistent deliveri persist properti not enough JMS provid support addit non standard non standard deliveri mode mode exampl tibco EMS RELIABLE_DELIVERY RELIABLE DELIVERY mode mode,0,1,0,0,0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsComponent.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsConfiguration.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/JmsRouteDeliveryModePreserveQoSTest.java;,0
4261,Claus Ibsen,camel-core,0,Properties component - Cached locations may add duplicates, properti compon cach locat may add duplic,See nabblehttp://camel.465427.n5.nabble.com/LRUCache-memory-leak-when-using-camel-properties-file-tp4621357p4621357.htmlThe internal cache should be a soft cache and we should use a key holder to ensure equals/hashCode, see nabblehttp camel nabbl com LRUCache memori leak use camel properti file tp htmlThe nabblehttp camel nabbl com LRU cach memori leak use camel properti file tp html intern cach soft cach use key holder ensur equal hashCode equal hash code,0,0,0,1,0,camel-core/src/main/java/org/apache/camel/component/properties/PropertiesComponent.java;camel-core/src/test/java/org/apache/camel/component/properties/PropertiesComponentTest.java;,0
4264,Willem Jiang,camel-core,0,The routeContext stack of DefaultUnitOfWork should be thread safe, routeContext rout context stack DefaultUnitOfWork default unit work thread safe,Here is the stack tracejava.util.EmptyStackException at java.util.Stack.peek(Stack.java:85) at java.util.Stack.pop(Stack.java:67) at org.apache.camel.impl.DefaultUnitOfWork.popRouteContext(DefaultUnitOfWork.java:226) at org.apache.camel.processor.DefaultChannel$1.done(DefaultChannel.java:260) at org.apache.camel.processor.RedeliveryErrorHandler.processErrorHandler(RedeliveryErrorHandler.java:330) at org.apache.camel.processor.RedeliveryErrorHandler.process(RedeliveryErrorHandler.java:208) at org.apache.camel.processor.DefaultChannel.process(DefaultChannel.java:256) at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:70) at org.apache.camel.processor.Pipeline.process(Pipeline.java:143) at org.apache.camel.processor.Pipeline.process(Pipeline.java:78) at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:113) at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:91) at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:85) at org.apache.camel.processor.aggregate.AggregateProcessor$1.run(AggregateProcessor.java:397) at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441) at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303) at java.util.concurrent.FutureTask.run(FutureTask.java:138) at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908) at java.lang.Thread.run(Thread.java:619)You can find more information in this mail thread&#91;1&#93;&#91;1&#93;http://camel.465427.n5.nabble.com/EmptyStackException-in-DefaultUnitOfWork-popRouteContext-td4630106.html, stack tracejava util EmptyStackException tracejava util empti stack except java util stack peek stack java java util stack peek stack java java util stack pop stack java java util stack pop stack java org apach camel impl DefaultUnitOfWork popRouteContext DefaultUnitOfWork java org apach camel impl default unit work pop rout context default unit work java org apach camel processor DefaultChannel done DefaultChannel java org apach camel processor default channel done default channel java org apach camel processor RedeliveryErrorHandler processErrorHandler RedeliveryErrorHandler java org apach camel processor redeliveri error handler process error handler redeliveri error handler java org apach camel processor RedeliveryErrorHandler process RedeliveryErrorHandler java org apach camel processor redeliveri error handler process redeliveri error handler java org apach camel processor DefaultChannel process DefaultChannel java org apach camel processor default channel process default channel java org apach camel util AsyncProcessorHelper process AsyncProcessorHelper java org apach camel util async processor helper process async processor helper java org apach camel processor pipelin process pipelin java org apach camel processor pipelin process pipelin java org apach camel processor pipelin process pipelin java org apach camel processor pipelin process pipelin java org apach camel processor UnitOfWorkProcessor process UnitOfWorkProcessor java org apach camel processor unit work processor process unit work processor java org apach camel util AsyncProcessorHelper process AsyncProcessorHelper java org apach camel util async processor helper process async processor helper java org apach camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java org apach camel processor deleg async processor process deleg async processor java org apach camel processor aggreg AggregateProcessor run AggregateProcessor java org apach camel processor aggreg aggreg processor run aggreg processor java java util concurr executor RunnableAdapter call executor java java util concurr executor runnabl adapt call executor java java util concurr FutureTask sync innerRun FutureTask java java util concurr futur task sync inner run futur task java java util concurr FutureTask run FutureTask java java util concurr futur task run futur task java java util concurr ThreadPoolExecutor worker runTask ThreadPoolExecutor java java util concurr thread pool executor worker run task thread pool executor java java util concurr ThreadPoolExecutor worker run ThreadPoolExecutor java java util concurr thread pool executor worker run thread pool executor java java lang thread run thread java java lang thread run thread java find inform mail thread http camel nabbl com EmptyStackException DefaultUnitOfWork popRouteContext td html thread http camel nabbl com empti stack except default unit work pop rout context td html,1,0,0,1,0,camel-core/src/main/java/org/apache/camel/impl/DefaultUnitOfWork.java;camel-core/src/main/java/org/apache/camel/impl/DefaultUnitOfWork.java;parent/pom.xml;platforms/karaf/features/pom.xml;,0
4268,Chris Chen,camel-aws,0,Camel-AWS: Add support for adding CacheControl and ContentDisposition metadata support when uploading file, camel AWS camel AWS add support ad CacheControl cach control ContentDisposition content disposit metadata support upload file,Add support for setting the CacheControl and ContentDisposition metadata information for the object.Proposed Implementation:1) Add two new headers: CamelAwsS3CacheControl and CamcelAwsS3ContentDisposition. 2) Add corresponding enumerations in S3Constants3) Set the corresponding data into PutObjectRequest in S3Producer., add support set CacheControl cach control ContentDisposition content disposit metadata inform object propos object propos implement implement add two new header header CamelAwsS CacheControl camel aw cach control CamcelAwsS ContentDisposition camcel aw content disposit add correspond enumer constant constant set correspond data PutObjectRequest put object request produc produc,0,0,0,0,1,components/camel-aws/src/main/java/org/apache/camel/component/aws/s3/S3Producer.java;,0
4269,Marek Niewiadomski,camel-ftp,0,Connection to sftp server occasionally don't want to come back, connect sftp server occasion want come back,Problem appear if somebody kill logged on user on sftp server while you are connected with consumer.Camel is not able to reconnect on next poll even if it says that it will do this.RemoteFileConsumer is not connected but it thinks that it is still logged in.I think 'loggedIn' flag should be down after each disconnecting action like in attached patch.2011-07-24 22:35:14 848 WARN &#91;RemoteFilePollingConsumerPollStrategy:37&#93; Trying to recover by disconnecting from remote server forcing a re-connect at next poll: sftp://test@host 2011-07-24 22:35:14 849 WARN &#91;RemoteFilePollingConsumerPollStrategy:52&#93; Consumer Consumer&#91;sftp://test@host/test?delay=60000&amp;delete=true&amp;localWorkDirectory=%2Fvar%2Ftest%2Ftemp&amp;password=xxxx&amp;throwExceptionOnConnectFailed=true&#93; could not poll endpoint: sftp://test@host/test?delay=60000&amp;delete=true&amp;localWorkDirectory=%2Fvar%2Ftest%2Ftemp&amp;password=xxxx&amp;throwExceptionOnConnectFailed=true caused by: Cannot change directory to: test org.apache.camel.component.file.GenericFileOperationFailedException: Cannot change directory to: test at org.apache.camel.component.file.remote.SftpOperations.doChangeDirectory(SftpOperations.java:408) at org.apache.camel.component.file.remote.SftpOperations.changeCurrentDirectory(SftpOperations.java:393) at org.apache.camel.component.file.remote.SftpConsumer.doPollDirectory(SftpConsumer.java:77) at org.apache.camel.component.file.remote.SftpConsumer.pollDirectory(SftpConsumer.java:49) at org.apache.camel.component.file.GenericFileConsumer.poll(GenericFileConsumer.java:83) at org.apache.camel.impl.ScheduledPollConsumer.run(ScheduledPollConsumer.java:97) at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441) at java.util.concurrent.FutureTask$Sync.innerRunAndReset(FutureTask.java:317) at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:150) at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$101(ScheduledThreadPoolExecutor.java:98) at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.runPeriodic(ScheduledThreadPoolExecutor.java:180) at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:204) at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908) at java.lang.Thread.run(Thread.java:662)Caused by: 4:  at com.jcraft.jsch.ChannelSftp.cd(ChannelSftp.java:285) at org.apache.camel.component.file.remote.SftpOperations.doChangeDirectory(SftpOperations.java:406) ... 14 moreCaused by: java.io.IOException: Pipe closed at java.io.PipedInputStream.read(PipedInputStream.java:291) at java.io.PipedInputStream.read(PipedInputStream.java:361) at com.jcraft.jsch.ChannelSftp.fill(ChannelSftp.java:2333) at com.jcraft.jsch.ChannelSftp.header(ChannelSftp.java:2359) at com.jcraft.jsch.ChannelSftp._realpath(ChannelSftp.java:1819) at com.jcraft.jsch.ChannelSftp.cd(ChannelSftp.java:268) ... 15 more, problem appear somebodi kill log user sftp server connect consum camel consum camel not abl reconnect next poll even say RemoteFileConsumer remot file consum not connect think still log think loggedIn log flag disconnect action like attach patch patch WARN RemoteFilePollingConsumerPollStrategy remot file poll consum poll strategi tri recov disconnect remot server forc connect connect next poll poll sftp test host sftp test host WARN RemoteFilePollingConsumerPollStrategy remot file poll consum poll strategi consum consum sftp test host test delay amp delet true amp localWorkDirectory fvar ftest ftemp amp password xxxx amp throwExceptionOnConnectFailed true consum sftp test host test delay amp delet true amp local work directori fvar ftest ftemp amp password xxxx amp throw except connect fail true could not poll endpoint endpoint sftp test host test delay amp delet true amp localWorkDirectory fvar ftest ftemp amp password xxxx amp throwExceptionOnConnectFailed true sftp test host test delay amp delet true amp local work directori fvar ftest ftemp amp password xxxx amp throw except connect fail true caus cannot chang directori test org apach camel compon file GenericFileOperationFailedException org apach camel compon file gener file oper fail except cannot chang directori test org apach camel compon file remot SftpOperations doChangeDirectory SftpOperations java org apach camel compon file remot sftp oper chang directori sftp oper java org apach camel compon file remot SftpOperations changeCurrentDirectory SftpOperations java org apach camel compon file remot sftp oper chang current directori sftp oper java org apach camel compon file remot SftpConsumer doPollDirectory SftpConsumer java org apach camel compon file remot sftp consum poll directori sftp consum java org apach camel compon file remot SftpConsumer pollDirectory SftpConsumer java org apach camel compon file remot sftp consum poll directori sftp consum java org apach camel compon file GenericFileConsumer poll GenericFileConsumer java org apach camel compon file gener file consum poll gener file consum java org apach camel impl ScheduledPollConsumer run ScheduledPollConsumer java org apach camel impl schedul poll consum run schedul poll consum java java util concurr executor RunnableAdapter call executor java java util concurr executor runnabl adapt call executor java java util concurr FutureTask sync innerRunAndReset FutureTask java java util concurr futur task sync inner run reset futur task java java util concurr FutureTask runAndReset FutureTask java java util concurr futur task run reset futur task java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask access ScheduledThreadPoolExecutor java java util concurr schedul thread pool executor schedul futur task access schedul thread pool executor java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask runPeriodic ScheduledThreadPoolExecutor java java util concurr schedul thread pool executor schedul futur task run period schedul thread pool executor java java util concurr ScheduledThreadPoolExecutor ScheduledFutureTask run ScheduledThreadPoolExecutor java java util concurr schedul thread pool executor schedul futur task run schedul thread pool executor java java util concurr ThreadPoolExecutor worker runTask ThreadPoolExecutor java java util concurr thread pool executor worker run task thread pool executor java java util concurr ThreadPoolExecutor worker run ThreadPoolExecutor java java util concurr thread pool executor worker run thread pool executor java java lang thread run thread java caus java lang thread run thread java caus com jcraft jsch ChannelSftp cd ChannelSftp java com jcraft jsch channel sftp cd channel sftp java org apach camel compon file remot SftpOperations doChangeDirectory SftpOperations java org apach camel compon file remot sftp oper chang directori sftp oper java moreCaused caus java io IOException java io IO except pipe close java io PipedInputStream read PipedInputStream java java io pipe input stream read pipe input stream java java io PipedInputStream read PipedInputStream java java io pipe input stream read pipe input stream java com jcraft jsch ChannelSftp fill ChannelSftp java com jcraft jsch channel sftp fill channel sftp java com jcraft jsch ChannelSftp header ChannelSftp java com jcraft jsch channel sftp header channel sftp java com jcraft jsch ChannelSftp _realpath ChannelSftp java com jcraft jsch channel sftp _realpath channel sftp java com jcraft jsch ChannelSftp cd ChannelSftp java com jcraft jsch channel sftp cd channel sftp java,1,1,0,0,0,components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/RemoteFileConsumer.java;,0
4272,Willem Jiang,camel-jdbc,0,camel-jdbc should provide a option not set the autoCommit flag, camel jdbc camel jdbc provid option not set autoCommit auto commit flag,When the jdbc connection is work as XA resource  the connection autoCommit flag doesn't support to be reset.So we should provide an option in the camel-jdbc endpont not to set the autoCommit flag on the connection., jdbc connect work XA resourc connect autoCommit auto commit flag support reset reset provid option camel jdbc camel jdbc endpont not set autoCommit auto commit flag connect connect,0,0,0,0,0,components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcEndpoint.java;components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcProducer.java;,0
4274,Yaytay,camel-core,0,MDCUnitOfWork behaviour incorrect with nested routes, MDCUnitOfWork MDC unit work behaviour incorrect nest rout,MDCUnitOfWork.clear() removes any content set by MDCUnitOfWork from MDC.If there are two separate exchange running at the same time in the same thread  as happens when a ProduceTemplate is used from Java  this is incorrect because the MDC of the parent is cleared after the child completes.Conceptually the MDC should be a stack  but MDC only accepts strings so the simplest thing to do is for MDCUnitOfWork to replace the previous values in clear()., MDCUnitOfWork clear MDC unit work clear remov content set MDCUnitOfWork MDC unit work MDC MDC two separ exchang run time thread happen ProduceTemplate produc templat use java incorrect MDC parent clear child complet conceptu complet conceptu MDC stack MDC accept string simplest thing MDCUnitOfWork MDC unit work replac previou valu clear clear,0,1,0,0,0,camel-core/src/main/java/org/apache/camel/impl/MDCUnitOfWork.java;camel-core/src/test/java/org/apache/camel/processor/MDCResetTest.java;,0
4282,Claus Ibsen,examples; tooling,0,Camel archetypes and examples should enable JMX for ActiveMQ, camel archetyp exampl enabl JMX ActiveMQ activ MQ,The camel-activemq archetype setup an embedded AMQ broker which has JMX disabled.We should check all our examples and archetypes that JMX is enabled for AMQ when its embedded.As it may confuse end users that they can see Camel in JMX  but not AMQ., camel activemq camel activemq archetyp setup embed AMQ broker JMX disabl disabl check exampl archetyp JMX enabl AMQ embed embed may confus end user see camel JMX not AMQ AMQ,0,0,0,0,0,examples/camel-example-jms-file/src/main/resources/META-INF/spring/camelContext.xml;examples/camel-example-pojo-messaging/src/main/resources/META-INF/spring/camel-context.xml;examples/camel-example-route-throttling/src/main/resources/META-INF/spring/camel-server.xml;examples/camel-example-spring-jms/src/main/resources/META-INF/spring/camel-server-aop.xml;examples/camel-example-spring-jms/src/main/resources/META-INF/spring/camel-server.xml;tooling/archetypes/camel-archetype-activemq/src/main/resources/archetype-resources/src/main/resources/META-INF/spring/camel-context.xml;tooling/archetypes/camel-archetype-webconsole/src/main/resources/archetype-resources/src/main/webapp/WEB-INF/applicationContext.xml;,0
4283,Claus Ibsen,camel-core,0,dump as xml fails if message body is already xml, dump xml fail messag bodi alreadi xml,MessageHelper.dumpAsXml has a problem if the message body is already xml., MessageHelper dumpAsXml messag helper dump xml problem messag bodi alreadi xml xml,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/util/MessageHelper.java;camel-core/src/test/java/org/apache/camel/management/ManagedBrowseableEndpointAsXmlTest.java;camel-core/src/test/java/org/apache/camel/util/MessageHelperTest.java;,0
4287,Jonathan Anstey,null,0,camel-aws won't build offline, camel aw camel aw build offlin,If you build camel-aws in Maven's offline mode (-o)  you may get the following error:No versions available for org.codehaus.jackson:jackson-core-asl:jar:[1.4 ) within specified rangeThis will occur even if you have the libs locally. This is happening because Maven cannot download the remote metadata to get a list of versions for jackson-core-asl. Specifying a hard version for this (not a range) gets around the issue. Committing a fix shortly., build camel aw camel aw maven maven offlin mode may get follow error No error No version avail org codehau jackson jackson core asl jar org codehau jackson jackson core asl jar within specifi rangeThis rang occur even lib local local happen maven cannot download remot metadata get list version jackson core asl jackson core asl specifi hard version not rang rang get around issu issu commit fix shortli shortli,0,0,0,0,0,components/camel-aws/pom.xml;,0
4293,Vincent MATHON,camel-core,0,@Bean method name is ignored, bean bean method name ignor,Since 2.8.0 Exchange.BEAN_METHOD_NAME is always used instead of @Bean method name (see BeanInfo.createInvocation(Object pojo  Exchange exchange)). As a consequence  the wrong method is choosen when I use a beanref invokation on a method that uses @Bean parameter binding.I built a simple test case as a zip file containing an Eclipse Helios maven project (see attachment). The test fails with camel 2.8.0 and succeeds with 2.7.3 and earlier (at least until 2.6.0).regards Vincent MATHON, sinc exchang BEAN_METHOD_NAME exchang BEAN METHOD NAME alway use instead bean bean method name see BeanInfo createInvocation object bean info creat invoc object pojo exchang exchang exchang consequ wrong method choosen use beanref invok method use bean bean paramet bind bind built simpl test case zip file contain eclips helio maven project see attach attach test fail camel succe earlier least regard vincent MATHON,0,0,0,1,0,camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java;camel-core/src/test/java/org/apache/camel/language/BeanAnnotationParameterTest.java;camel-core/src/test/java/org/apache/camel/language/BeanAnnotationParameterTwoTest.java;,0
4294,herriot one,camel-cxf,0,Camel CXF Endpoint creates incomplete WSDL, camel CXF endpoint creat incomplet WSDL,The dynamically created WSDL for a cxf:cxfEndpoint declaration is malformed when using a complex type as parameter.Please see as well the discussion here.http://camel.465427.n5.nabble.com/Camel-CXF-Endpoint-creating-incomplete-WSDL-td4642433.htmlUse attached test project to run mvn test with version 2.8.0 and 2.7.2  this should show the error., dynam creat WSDL cxf cxfEndpoint cxf cxf endpoint declar malform use complex type paramet pleas paramet pleas see well discuss http camel nabbl com camel CXF endpoint creat incomplet WSDL td htmlUse http camel nabbl com camel CXF endpoint creat incomplet WSDL td html use attach test project run mvn test version show error error,0,0,0,1,0,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfEndpoint.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/wsdl/Order.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/wsdl/OrderEndpoint.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/wsdl/OrderTest.java;components/camel-cxf/src/test/resources/org/apache/camel/component/cxf/wsdl/camel-cxf.xml;components/camel-cxf/src/test/resources/org/apache/camel/component/cxf/wsdl/camel-route.xml;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/wsdl/OrderTest.java;components/camel-cxf/src/test/resources/org/apache/camel/component/cxf/wsdl/camel-cxf.xml;components/camel-cxf/src/test/resources/org/apache/camel/component/cxf/wsdl/camel-route.xml;,0
4297,Jonathan Anstey,null,0,Add errorHandler option for DMLC to camel-jms, add errorHandler error handler option DMLC camel jm camel jm,In Spring 3 a org.springframework.util.ErrorHandler can be used to react to unhandled exceptions (unlike JMSExceptions handled by an javax.jms.ExceptionListenerSee http://static.springsource.org/spring/docs/3.0.x/javadoc-api/org/springframework/jms/listener/AbstractMessageListenerContainer.html#setErrorHandler(org.springframework.util.ErrorHandler)I'm going to add an option for this to camel-jms shortly., spring org springframework util ErrorHandler org springframework util error handler use react unhandl except unlik JMSExceptions JMS except handl javax jm ExceptionListenerSee javax jm except listen see go add option camel jm camel jm shortli shortli,0,0,0,1,0,components/camel-spring-ws/src/main/java/org/apache/camel/component/spring/ws/SpringWebserviceProducer.java;components/camel-spring-ws/src/test/java/org/apache/camel/component/spring/ws/ProducerRemoteRouteTest.java;components/camel-spring-ws/src/test/java/org/apache/camel/component/spring/ws/ProducerRemoteRouteTimeOutTest.java;components/camel-spring-ws/src/test/resources/org/apache/camel/component/spring/ws/ProducerRemoteRouteTimeOutTest-context.xml;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsComponent.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsConfiguration.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/reply/PersistentQueueReplyManager.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/reply/TemporaryQueueReplyManager.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/JmsEndpointConfigurationTest.java;,0
