issue_id,component,reporter,summary,description,affected_version,fixed_version,description_words,Surprising,Dormant,Blocker,Security,Performance,Breakage,file_count,files
3679,ambari-agent,Dmytro Shkvyra,Better error message needed when incompatible ambari-agents installed,On a few days old cluster I attempted to add a host. The add host failed due to ambari-server trying to install ambari-agent-1.4.1.17 and the repo having ambari-agent-1.4.1.23-1.The message in /var/run/ambari-server/bootstrap/11/hostname.log was:STDERRscp /usr/lib/python2.6/site-packages/ambari_server/setupAgent.py done for host srimanth1-5.c.pramod-thangali.internal  exitcode=0Copying files finishedRunning setup agent...STDOUTError: Nothing to do{'exitstatus': 1  'log': ('Loaded plugins: downloadonly  fastestmirror  security/nDetermining fastest mirrors/n * base: www.gtlib.gatech.edu/n * extras: centos.mirror.netriplex.com/n * updates: mirror.cogentco.com/nSetting up Install Process/nNo package ambari-agent-1.4.1.17 available./n'  None)},1.4.1,1.4.2,70,1,0,0,0,0,0,0,
3686,ambari-web,Antonenko Alexander,NameNode HA wizard (Configure Components step): Task 'Reconfigure HDFS' always fail  and user cannot proceed to next step,This task fails due to bad request:/api/v1/clusters/c1/hosts/HDFS_CLIENT/host_components/dev01.hortonworks.comShould be: api/v1/clusters/c1/hosts/dev01.hortonworks.com/host_components/HDFS_CLIENT,1.4.2,1.4.2,9,0,0,0,0,0,1,0,
3690,ambari-web,Yusaku Sako,Typo in text label on Hosts page,On the Hosts page  we have a typo in the label 'filterd'. Should be 'filtered'.,1.4.2,1.4.2,15,1,0,0,0,0,0,0,
3695,ambari-agent,Dmytro Shkvyra,'Confirm hosts' shows 'ntpd not running' warning  but it's running on host,STR: Install  setup and start Ambari server by default. Reach 'Choose services' phase of installer.Actual result:'Confirm hosts' shows warning that ntpd service isn't running on hosts  but it's running in console by command service ntpd status,1.4.2,1.4.2,45,1,0,0,0,0,0,0,
3698,ambari-web,Jaimin D Jetly,Modify UI text for host cleanup,python /usr/lib/python2.6/site-packages/ambari_agent/HostCleanup.py -s -k 'users'To cleanup in interactive mode  remove *-s* option. To cleanup all resources  including _users_  remove *-k users* option. Use *--help* for a list of available options. The motivation is to provide the conservative option but minimal detail to allow for full clean up.,1.4.2,1.4.2,63,1,0,0,0,0,0,2,ambari-web/app/messages.js;ambari-web/app/styles/application.less;
3701,ambari-server,Dmytro Shkvyra,Reduce logs emitted to report heartbeats from agents,For a 657 node cluster:~10 minute for 10 MB and 20 log files store about 200 minutes (~3 hours) of log. This is not ideal if an error overnight needs to be investigated. We should try for the log to last 24 hours - ideally 72 hours to account for weekends.-rw-r--r-- 1 root root 10485854 Oct 17 17:35 ambari-server.log.6-rw-r--r-- 1 root root 10485836 Oct 17 17:44 ambari-server.log.5-rw-r--r-- 1 root root 10485811 Oct 17 17:52 ambari-server.log.4-rw-r--r-- 1 root root 10485793 Oct 17 18:01 ambari-server.log.3-rw-r--r-- 1 root root 10485793 Oct 17 18:10 ambari-server.log.2-rw-r--r-- 1 root root 10485854 Oct 17 18:18 ambari-server.log.1,1.4.2,1.4.2,106,1,0,0,0,0,0,0,
3708,ambari-web,Srimanth Gunturi,Reconfigure of dynamic configs not showing modified values,Modifications of dynamic properties are being persisted on server  but default values are being shown in UI. Also  we should not validate dynamic configs which are of type string. mapreduce.map.java.opts mapreduce.reduce.java.opts yarn.app.mapreduce.am.command-opts,1.4.0,1.4.0; 1.4.2,32,1,0,0,0,0,0,0,
3713,ambari-web,Oleg Nechiporenko,When filtering on hosts  the table column sizes shift  should stay fixed.,For the 'defaultsProvider' and 'serviceValidator' functionalities  we need unit tests,1.4.2,1.4.2,10,1,0,0,0,0,0,0,
3715,ambari-web,Antonenko Alexander,Reassign Master Wizard does not display folder and hosts on 'Manual commands' page after browser reopening,Steps: Open 'Reassign Master Wizard' for NameNode or SNameNode. Go to 'Manual commands' page. Close browser and open it again.Result: Was opened 'Manual commands' page  but hostnames and foldername were replaced with '{1}'  '{2}' etc.Attached picture for other page  but behavior is similar.,1.4.2,1.4.2,43,1,0,0,0,0,0,0,
3720,ambari-web,Xi Wang,Provide read-only view of repo options in Ambari Web,If a user is using local repos  and customizes Advanced Repository Options during install  the user might need this info to debug post install (since it is used in Add Hosts)  for example.Note: We should show this information regardless if the user customizes repos or not during install.,1.4.2,1.4.2,48,1,0,0,0,0,0,1,ambari-web/app/utils/ajax.js;
3724,ambari-web,Andrii Tkach,Incorrect host status when slave down,When host has slave down status 'No Heartbeat' status is shown instead of 'Slave Down'.,1.4.2,1.4.2,15,1,0,0,0,0,0,1,ambari-web/app/models/host.js;
3726,ambari-web,Antonenko Alexander,Restart indicators for services and hosts disappear after some time.,Goto Service (that have stale configs) -&gt; configs   no restart indicators are shown. Refresh page  for 10-15 seconds you see indicators then they disappear. The same for host detail page,1.4.2,1.4.2,31,1,0,1,0,0,0,0,
3729,,Artem Baranchuk,Ganglia monitor started with second or third attempt on secure cluster,,1.4.1,1.4.3,1,1,0,0,0,0,0,0,
3738,ambari-web,Andrii Babiichuk,Background ops dialog checkbox UI cleanup,The OK and the text should be on the same centerline row.,1.4.2,1.4.2,12,1,0,0,0,0,0,3,ambari-web/app/styles/application.less;ambari-web/app/templates/common/modal_popup.hbs;ambari-web/app/views/common/modal_popup.js;
3739,ambari-server,Siddharth Wagle,Remove Exception message printed to log for successful starts,Following error messages are printed to log with default log level and are misleading.04:19:52 438 ERROR [main] MasterKeyServiceImpl:109 - Master key is not provided as a System property or an environment varialble.04:19:52 439 INFO [main] Configuration:415 - Credential provider creation failed.Master key initialization failed.,1.4.2,1.4.2,50,1,0,0,0,0,0,0,
3742,ambari-web,Andrii Babiichuk,HBase Links widget has 'more' button out of bounds and looks broken when there are multiple masters,When there are multiple HBase Masters  the HBase Links widget looks broken. Let's get rid of the 'and X Standby Masters' static text as it is not a link and not very useful.So the widget would look like:'HBase Master''X RegionServers''Master Web UI',1.4.2,1.4.2,42,1,0,0,0,0,0,4,ambari-web/app/messages.js;ambari-web/app/templates/main/dashboard/widgets/hbase_links.hbs;ambari-web/app/views/main/dashboard/service/hbase.js;ambari-web/app/views/main/dashboard/widgets/hbase_links.js;
3752,ambari-web,Srimanth Gunturi,MR jobs are hanging on a 2-node cluster with default configuration,This is a 2-node cluster with 2GB of RAM each. Cluster deployment goes fine but MR jobs do not complete resulting in service check failures for MR  OOZIE  Pig  etc.,1.4.2,1.4.2,30,1,0,0,0,1,0,0,
3759,ambari-web,Antonenko Alexander,Add host wizard: After successfully bootstrapping host  'next' button is disabled,See screenshot,1.4.2,1.4.2,2,1,0,0,0,0,0,0,
3760,ambari-web,Antonenko Alexander,Provide config-group support in add-host wizard,When adding hosts  a user should be able to select which config-groups this host belongs to. Configurations of that group (Default or config-group) will be applied on that host.,1.4.2,1.4.2,29,1,0,0,0,0,0,0,
3761,ambari-web,Andrii Babiichuk,'Uncaught exception' in JS while navigating through services on Services page,This one was discovered while quick navigating through services on Services page.To reproduce just try to click on services links fast.After that service content is not displayed.,1.4.2,1.4.2,27,1,0,0,0,0,0,1,ambari-web/app/views/common/quick_view_link_view.js;
3770,,Dmytro Shkvyra,Need better error log message when agent unable to reach server,http://hortonworks.com/community/forums/topic/installing-hdp2-0-6-on-centos6-4/The current ERROR in the agent log can be cryptic.,1.4.1,1.4.3,13,1,0,0,0,0,0,0,
3771,ambari-web,Andrii Babiichuk,Ambari should allow changing Ganglia cache location,Ambari allows changing Ganglia directory during installation  but not after the cluster is installed. We should allow changing this directory after cluster installed,1.4.1,1.4.2,23,1,0,0,0,0,0,4,ambari-web/app/data/HDP2/global_properties.js;ambari-web/app/data/global_properties.js;ambari-web/app/data/service_configs.js;ambari-web/app/models/service.js;
3779,,Tom Beerbower,During cluster install cannot go past Step0,UI makes a call to http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions?fields=Versions operatingSystems/repositories/Repositories.The API is missing the operatingSystems info  except for the suse11 one:{ 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions?fields=Versions operatingSystems/repositories/Repositories'  'items' : [ { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/1.2.0'  'Versions' : { 'active' : false  'min_upgrade_version' : null  'parent_stack_version' : null  'stack_name' : 'HDP'  'stack_version' : '1.2.0' }  'operatingSystems' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/1.2.1'  'Versions' : { 'active' : false  'min_upgrade_version' : null  'parent_stack_version' : null  'stack_name' : 'HDP'  'stack_version' : '1.2.1' }  'operatingSystems' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/1.3.0'  'Versions' : { 'active' : false  'min_upgrade_version' : null  'parent_stack_version' : null  'stack_name' : 'HDP'  'stack_version' : '1.3.0' }  'operatingSystems' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/1.3.2'  'Versions' : { 'active' : true  'min_upgrade_version' : null  'parent_stack_version' : null  'stack_name' : 'HDP'  'stack_version' : '1.3.2' }  'operatingSystems' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/1.3.3'  'Versions' : { 'active' : true  'min_upgrade_version' : null  'parent_stack_version' : null  'stack_name' : 'HDP'  'stack_version' : '1.3.3' }  'operatingSystems' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.5'  'Versions' : { 'active' : false  'min_upgrade_version' : null  'parent_stack_version' : null  'stack_name' : 'HDP'  'stack_version' : '2.0.5' }  'operatingSystems' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6'  'Versions' : { 'active' : true  'min_upgrade_version' : null  'parent_stack_version' : null  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'operatingSystems' : [ { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/centos5'  'OperatingSystems' : { 'os_type' : 'centos5'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'repositories' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/centos6'  'OperatingSystems' : { 'os_type' : 'centos6'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'repositories' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/oraclelinux5'  'OperatingSystems' : { 'os_type' : 'oraclelinux5'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'repositories' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/oraclelinux6'  'OperatingSystems' : { 'os_type' : 'oraclelinux6'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'repositories' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/redhat5'  'OperatingSystems' : { 'os_type' : 'redhat5'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'repositories' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/redhat6'  'OperatingSystems' : { 'os_type' : 'redhat6'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'repositories' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/sles11'  'OperatingSystems' : { 'os_type' : 'sles11'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'repositories' : [ ] }  { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/suse11'  'OperatingSystems' : { 'os_type' : 'suse11'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' }  'repositories' : [ { 'href' : 'http://c6401.ambari.apache.org:8080/api/v1/stacks2/HDP/versions/2.0.6/operatingSystems/suse11/repositories/HDP-2.0.6'  'Repositories' : { 'base_url' : 'http://public-repo-1.hortonworks.com/HDP/suse11/2.x/updates/2.0.6.0'  'default_base_url' : 'http://public-repo-1.hortonworks.com/HDP/suse11/2.x/updates/2.0.6.0'  'mirrors_list' : null  'os_type' : 'suse11'  'repo_id' : 'HDP-2.0.6'  'repo_name' : 'HDP'  'stack_name' : 'HDP'  'stack_version' : '2.0.6' } } ] } ] } ]},1.4.2,1.4.2,438,1,0,0,0,0,0,29,ambari-server/src/main/java/org/apache/ambari/server/api/handlers/QueryCreateHandler.java;ambari-server/src/main/java/org/apache/ambari/server/api/query/QueryImpl.java;ambari-server/src/main/java/org/apache/ambari/server/api/resources/ResourceInstance.java;ambari-server/src/main/java/org/apache/ambari/server/api/services/persistence/PersistenceManagerImpl.java;ambari-server/src/main/java/org/apache/ambari/server/controller/AmbariManagementControllerImpl.java;ambari-server/src/main/java/org/apache/ambari/server/controller/OperatingSystemResponse.java;ambari-server/src/main/java/org/apache/ambari/server/controller/RepositoryResponse.java;ambari-server/src/main/java/org/apache/ambari/server/controller/RootServiceComponentResponse.java;ambari-server/src/main/java/org/apache/ambari/server/controller/RootServiceHostComponentResponse.java;ambari-server/src/main/java/org/apache/ambari/server/controller/StackConfigurationResponse.java;ambari-server/src/main/java/org/apache/ambari/server/controller/StackServiceComponentResponse.java;ambari-server/src/main/java/org/apache/ambari/server/controller/StackServiceResponse.java;ambari-server/src/main/java/org/apache/ambari/server/controller/StackVersionResponse.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/ClusterResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/OperatingSystemResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/RepositoryResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/RootServiceComponentResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/RootServiceHostComponentResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/RootServiceResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/StackConfigurationResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/StackResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/StackServiceComponentResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/StackServiceResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/StackVersionResourceProvider.java;ambari-server/src/main/java/org/apache/ambari/server/controller/internal/TaskResourceProvider.java;ambari-server/src/test/java/org/apache/ambari/server/api/handlers/QueryCreateHandlerTest.java;ambari-server/src/test/java/org/apache/ambari/server/api/services/PersistenceManagerImplTest.java;ambari-server/src/test/java/org/apache/ambari/server/controller/internal/RepositoryResourceProviderTest.java;ambari-server/src/test/java/org/apache/ambari/server/controller/internal/StackResourceProviderTest.java;
3791,ambari-web,Antonenko Alexander,Provide add/remove/rename/duplicate actions in manage-config-groups dialog,Various config-group actions (add/remove/rename/duplicate) should be provided in the manage-config-groups dialog. Any of these should not rely on the Save button  but are immediately persisted via API.,1.4.2,1.4.2,27,0,0,0,0,0,0,0,
3793,ambari-agent,Vitaly Brodetskyi,Do not store disks_info in DB. Store it as dynamic info in memory that can be used to show on the UI.,Currently  we store disks info in DB and this information is never updated after registration. As disks details can change (space availability changes  disks get mounted/unmounted  etc.) the persisted information is not useful.We should instead hold the details in memory and refresh it at certain intervals (e.g. once every 10 minutes) and then alert if space availability hits some lower limit.,1.4.1,1.5.0,61,0,0,0,0,0,0,0,
3805,ambari-web,Oleg Nechiporenko,'Add service' if nothing to add,Disable and gray out the Add Services button if there aren't any more services to be added.Upon hover  show a tooltip saying 'No more services to be added'.Although we hide the 'Add Component' button when no more components are to be added  we don't actually like that and want to move towards 'disabling/graying out with hover tooltip' pattern.,1.5.0,1.5.0,58,0,0,0,0,0,0,0,
3815,ambari-web,Antonenko Alexander,Remove  Rename actions enabled for 'Default' config group,In the Manager Configuration Groups dialog I selected the Default config-group  and the actions to remove and rename config-group are enabled. These ops are not allowed for Default config-group.,1.4.3,1.4.3,29,0,0,0,0,0,0,0,
3824,ambari-web,Andrii Tkach,Provide change config-group action on host configs,On a host's configs page  provide a Change action beside config-group to switch from one group to another  or to Default.,1.4.1,1.4.3,21,0,0,0,0,0,0,5,ambari-web/app/controllers/main/host/configs_service.js;ambari-web/app/messages.js;ambari-web/app/templates/common/configs/service_config.hbs;ambari-web/app/utils/config.js;ambari-web/app/views/common/configs/services_config.js;
3836,ambari-web,Antonenko Alexander,Unable to close manage-config-groups dialog when only Default group present,I had only the Default config-group when I launched the manage config-groups dialog. When I clicked on Cancel or X  it would not close dialog with the following error:Uncaught TypeError: Cannot read property 'id' of null This was in method updateConfigGroupOnServicePage() at the first line belowselectedConfigGroup = managedConfigGroups.findProperty('id'  selectedConfigGroup.id); if(selectedConfigGroup){ mainServiceInfoConfigsController.set('selectedConfigGroup'  selectedConfigGroup); }else{ mainServiceInfoConfigsController.set('selectedConfigGroup'  managedConfigGroups.findProperty('isDefault'  true)); },1.4.3,1.4.3,73,0,0,0,0,0,0,0,
3838,ambari-web,Mikhail Bayuk,Services sidebar for host configs needs vertical gap,When you go to host configs page  there is no gap between the services sidebar and the tabs. This should be changed so that the config-group bar and services sidebar have the same gap from the tabs at top.,1.4.3,1.4.3,39,0,0,0,0,0,0,0,
3842,ambari-web,Andrii Babiichuk,Host configs page should properly order services,When App.supports.hostOverridesHost is enabled  and you visit the configs page for a host  the services are in some random order. They should be in the same order as the services page.Also  there is a small empty entry in the menu  which gives like a 5px extra space between some services. You can even hover on this empty entry and it will highlight.,1.4.3,1.4.3,62,0,0,0,0,0,0,5,ambari-web/app/mappers/service_mapper.js;ambari-web/app/models/service.js;ambari-web/app/utils/misc.js;ambari-web/app/views/main/host/configs_service_menu.js;ambari-web/app/views/main/service/menu.js;
3844,ambari-web,Aleksandr Kovalenko,Error in saving host for newly created config group,After creating new Config Group in Manage Configuration Groups dialog try to add host to this group and save. Also sometimes '+' button to add hosts is disabled for newly created group.,1.4.3,1.4.3,32,0,0,0,0,0,0,0,
3857,ambari-web,Oleg Nechiporenko,Clicking on Settings link navigates to login page for a non-admin user.,This happens because non-admin users are not authorized to make POST/PUT calls to any resource  including 'persist'.For now  let's hide 'Settings' if the user is a non-admin user.,1.4.2,1.4.2,28,0,0,0,0,0,0,0,
3864,ambari-web,Xi Wang,JS Error in 'Add Host Wizard' if we proceed with failed registered hosts,1. Add two hosts in Add Host Wizard.2. In Conform Hosts step  one registered successfully  the other failed.3. Proceed to next  JS error happened when deploy  wizard UI hang up.,1.4.2,1.4.2,30,0,0,0,0,0,0,0,
3868,ambari-web,Jaimin D Jetly,Add host fails after configuring NN HA with JavaScript error,,1.4.2,1.4.2,1,0,0,0,0,0,0,1,ambari-web/app/models/service_config.js;
3873,ambari-server,Eugene Chekanskiy,Unittests for User resource an all it's attributes,Test resource User of resource management . Test all actions and all the attributes. Please make sure we mock to check both cases when user already exists and when it's not.Note here we should not call directly provider methods like action_create  but make resource management library do that for us  by calling env.run(). In other case test won't cover resources definitions  and other import logic,1.5.0,1.5.0,65,0,0,0,0,0,0,0,
3877,ambari-web,Andrii Babiichuk,Duplicate config-group action not duplicate configs,Override like 3 configs in a config group and save. Now go to the Manage Config Groups dialog and select this group and click on Duplicate action. A popup with name and description pops up and hitting OK creates the duplicated config group.Though this duplicated config group has the correct name/description  it does not have the duplicated configs (3 that we overrode). When doing the POST call  we should populate the desired_configs to be the exact same as the source config-group.,1.4.3,1.4.3,81,0,0,0,0,0,0,2,ambari-web/app/controllers/main/service/manage_config_groups_controller.js;ambari-web/app/utils/ajax.js;
3878,ambari-web,Xi Wang,ResourceManager Heap metrics is not correct on Ambari console,PROBLEM: The ResourceManager Heap metrics on Ambari web console doesn't show the correct value  not only the current heap usage doesn't reflect the correct usage  but also the total heap size doesn't match what we configure for the ResourceManager Heap size  even the total heap size number is changing constantly.,1.4.2,1.4.2,50,0,0,0,0,0,0,0,
3881,ambari-web,Jaimin D Jetly,UI incorrect behavior during upgrade,This issue was discovered while upgrading the cluster to hash 87adc8c2d29b20a30f01e54c12f67dcbbe34b32e of 1.4.2 branch. The logic inside configuration_controller.js function getConfigsByTags(tagObject) has a reference to undefined variable and js error was encountered. This happened when any of the service page was rendered and program flow from quick_view_link_view.js function didInsertElement() -&gt; setQuickLinks() -&gt; loadTags() -&gt; loadTagsSuccess(data) -&gt; getSecurityProperties() -&gt; configurationController.getConfigsByTags(tag),1.4.2,1.4.2,58,0,0,0,0,0,0,0,
3882,ambari-web,Xi Wang,Background operations popup window minimum size should be fixed when narrowing down the browser,,1.4.2,1.4.2,1,0,0,0,0,0,0,0,
3888,ambari-web,Denys Buzhor,Incorrect restart required tooltip view,When components and hosts required to restart we show refresh icon near the service name. On icon hover event we show tooltip with count of components and hosts.,1.4.3,1.4.3,28,0,0,0,0,0,0,0,
3890,ambari-web,Denys Buzhor,Background operations: two scrollbars  if width is lower then 1450px,Screenshot attached.,1.4.3,1.4.3,2,0,0,0,0,0,0,0,
3897,ambari-web,Srimanth Gunturi,Restart indicator flags not showing up for HDP 1.3.x stack services,When config-groups are used for HDP 1.3.x stack services  the stale_configs are always false.,1.4.3,1.4.3,14,0,0,0,0,0,0,0,
3899,ambari-web,Jaimin D Jetly,'HDFS Short-circuit read' config property is repeated,,1.4.2,1.4.2,1,0,0,0,0,0,0,1,ambari-web/app/data/HDP2/global_properties.js;
3900,ambari-web,Jeff Sposetti,Modify messages from 'reassign master' to 'move master',,1.4.2,1.4.2,1,0,0,0,0,0,0,0,
3911,ambari-web,Srimanth Gunturi,Security Wizard: Service Configuration page is broken,Trying to enable security  the configurations page is blank.,1.4.3,1.4.3,9,0,0,0,0,0,0,0,
3914,ambari-web,Andrii Tkach,Add Host wizard stuck on configuration step,Cluster should have service(HDFS PIG SQOOP) which doesn't have any slave or client host-components.1. Run Add Host wizard2. Proceed to configuration stepResult: Wizard popup stuck in loading processJS error:Uncaught TypeError: Cannot call method 'get' of undefined app.js:10245(anonymous function) app.js:10245App.AddHostController.App.WizardController.extend.loadServiceConfigGroups app.js:10242(anonymous function) app.js:43659f.Callbacks.o vendor.js:95f.Callbacks.p.add vendor.js:95(anonymous function) app.js:43657f.Callbacks.o vendor.js:95f.Callbacks.p.fireWith vendor.js:95f.Callbacks.p.fire vendor.js:95(anonymous function),1.4.3,1.4.3,55,0,0,0,0,0,0,3,ambari-web/app/controllers/main/host/add_controller.js;ambari-web/app/mappers/server_data_mapper.js;ambari-web/app/mappers/status_mapper.js;
3921,ambari-web,Andrii Tkach,Hovers stay after manage-config-groups dialog is closed,I opened the manage-config-groups dialog and hovered on one of the actions (remove host from config-group). Then I saved or cancelled to close the dialog. The hover still remains in the middle of page.I have seen this in other usages as well. We need to make sure that all hovers are closed when the focus is lost.,1.4.3,1.4.3,57,0,0,0,0,0,0,14,ambari-web/app/controllers/wizard/step3_controller.js;ambari-web/app/utils/helper.js;ambari-web/app/views/common/configs/services_config.js;ambari-web/app/views/main/dashboard/service.js;ambari-web/app/views/main/dashboard/service/yarn.js;ambari-web/app/views/main/dashboard/widget.js;ambari-web/app/views/main/host.js;ambari-web/app/views/main/host/details.js;ambari-web/app/views/main/host/summary.js;ambari-web/app/views/main/service.js;ambari-web/app/views/main/service/info/summary.js;ambari-web/app/views/main/service/manage_config_groups_view.js;ambari-web/app/views/main/service/menu.js;ambari-web/app/views/wizard/step6_view.js;
3925,ambari-web,Antonenko Alexander,Adding host to multiple groups at the same time fails,Steps:1. Create 2 config groups2. Rename 1 config group3. Add hosts to renamed config group4. Add host to other config group.Result:Save stops working. Error in the JS console.Error in JS console:Uncaught TypeError: Cannot call method 'sort' of undefined manage_config_groups_controller.js:460(anonymous function) manage_config_groups_controller.js:460(anonymous function) manage_config_groups_controller.js:458ComputedPropertyPrototype.get ember-latest.js:2949get ember-latest.js:1355getPath ember-latest.js:1477get ember-latest.js:1348Ember.Observable.Ember.Mixin.create.get ember-latest.js:7695App.ModalPopup.show.onPrimary item.js:251newFunc ember-latest.js:949ActionHelper.registeredActions.(anonymous function).handler ember-latest.js:19458(anonymous function) ember-latest.js:11250f.event.dispatch jquery-1.7.2.min.js:3h.handle.i,1.4.3,1.4.3,62,0,0,0,0,0,0,0,
3930,ambari-web,Andrii Tkach,Missing host message on cluster deploy,When execute any service check  host message become empty. Server return  unsupported on UI  command of task - 'SERVICE_CHECK'.,1.4.3,1.4.3,19,0,0,0,0,0,0,1,ambari-web/app/controllers/wizard/step9_controller.js;
3938,ambari-web,Yusaku Sako,JS error when switching config groups in Hive / Oozie service config pages,,1.4.3,1.4.3,1,0,0,0,0,0,0,0,
3953,ambari-agent,Dmytro Sen,HBase Master alerts are confusing in multi-master environment,When multiple HBase Masters are set up  HBase service-level alert section shows multiples of the following: HBase Master process HBase Master Web UI HBase Master CPU utilizationThe label is exactly the same for all masters  so you can't distinguish which alert is for which master. Ambari should mirror what ambari does for NameNode alerts so that the user can tell them apart (append hostname in the alert label).,1.4.2,1.4.2,70,0,0,0,0,0,0,1,ambari-agent/src/main/puppet/modules/hdp-nagios/templates/hadoop-services.cfg.erb;
3954,ambari-web,Oleg Nechiporenko,hbase.zookeeper.quorum changing inconsistently on hosts after adding ZookeeperServer,Issue 1:Steps followed: 1. Install a 3-node cluster with Hbase and Zookeeper and 3 zookeeper servers. 2. After installation on each host the property hbase.zookeeper.quorum in /etc/hbase/conf/hbase-site.xml has:&lt;name&gt;hbase.zookeeper.quorum&lt;/name&gt; &lt;value&gt;c6401.ambari.apache.org c6402.ambari.apache.org c6403.ambari.apache.org&lt;/value&gt;3. After adding a host with Hbase Region Server  and after that a ZookeeperServer to it  the property on the added c6404.ambari.apache.org host has the same value  as in 2. 4. After restarting HBase master on c6401 (which is proposed by UI)  the property value on c6401 becomes:  &lt;name&gt;hbase.zookeeper.quorum&lt;/name&gt; &lt;value&gt;c6401.ambari.apache.org&lt;/value&gt;. On other hosts it remains unchanged. 5. After restarting HbaseRegionServers on the rest of the hosts (not proposed by ui)  the property changes too  to the same value  as in 4. __________________________________________________________Issue 2:Property templeton.zookeeper.hosts in /etc/hcatalog/conf/webhcat-site.xmlPrior to adding a zookeeperServer on host c6404  config on WebHCat server lookes like:[root@c6402 vagrant]# cat /etc/hcatalog/conf/webhcat-site.xml |grep templeton.zookeeper.hosts -C 2 &lt;configuration&gt; &lt;property&gt; &lt;name&gt;templeton.zookeeper.hosts&lt;/name&gt; &lt;value&gt;c6401.ambari.apache.org:2181 c6402.ambari.apache.org:2181 c6403.ambari.apache.org:2181&lt;/value&gt; &lt;/property&gt;After adding a ZookeeperServer on c6404 and restarting WebHCatServer on c6402: [root@c6402 vagrant]# cat /etc/hcatalog/conf/webhcat-site.xml |grep templeton.zookeeper.hosts -C 2 &lt;/property&gt; &lt;property&gt; &lt;name&gt;templeton.zookeeper.hosts&lt;/name&gt; &lt;value&gt;c6401.ambari.apache.org&lt;/value&gt; &lt;/property&gt;__________________________________________________________Issue 3. On a 3-node cluster with HA-enbaled  property ha.zookeeper.quorum in /etc/hadoop/conf/core-site.xml  has the same value on all hosts:  &lt;name&gt;ha.zookeeper.quorum&lt;/name&gt; &lt;value&gt;c6401.ambari.apache.org:2181 c6402.ambari.apache.org:2181 c6403.ambari.apache.org:2181&lt;/value&gt;It doesn't change on either of the hosts after adding c6404 to the cluster  installing ZookeeperServer on it and restarting HDFS.,1.4.2,1.4.2,235,0,0,0,0,0,0,0,
3981,ambari-server,Artem Baranchuk,Services mysteriously disappear after Stack upgrade,,1.4.2,1.4.2,1,0,0,0,0,0,0,0,
