issue_id,summary,description,target_Security,target_Performance
3715, reassign master wizard not display folder host manual command page browser reopen reassign master wizard not display folder host manual command page browser reopen, step open reassign master wizard NameNode SNameNode Go manual command page close browser open result open manual command page hostnam foldernam replac etc attach pictur page behavior similar step open reassign master wizard name node name node Go manual command page close browser open result open manual command page hostnam foldernam replac etc attach pictur page behavior similar,0 ,0 
3720, provid read view repo option ambari web provid read view repo option ambari web, user use local repo custom advanc repositori option instal user might need info debug post instal sinc use add host exampl note show inform regardless user custom repo not instal user use local repo custom advanc repositori option instal user might need info debug post instal sinc use add host exampl note show inform regardless user custom repo not instal,0 ,0 
3724, incorrect host statu slave incorrect host statu slave, host slave statu No heartbeat statu shown instead slave host slave statu No heartbeat statu shown instead slave,0 ,0 
3726, restart indic servic host disappear time restart indic servic host disappear time, goto servic stale config gt config no restart indic shown refresh page second see indic disappear host detail page goto servic stale config gt config no restart indic shown refresh page second see indic disappear host detail page,0 ,0 
3729, ganglia monitor start second third attempt secur cluster ganglia monitor start second third attempt secur cluster,,0 ,0 
3738, background op dialog checkbox UI cleanup background op dialog checkbox UI cleanup, OK text centerlin row OK text centerlin row,0 ,0 
3739, remov except messag print log success start remov except messag print log success start, follow error messag print log default log level mislead ERROR main MasterKeyServiceImpl master key not provid system properti environ varialbl INFO main configur credenti provid creation fail master key initi fail follow error messag print log default log level mislead ERROR main master key servic impl master key not provid system properti environ varialbl INFO main configur credenti provid creation fail master key initi fail,0 ,0 
3742, HBase link widget button bound look broken multipl master base link widget button bound look broken multipl master, multipl HBase master HBase link widget look broken let get rid standbi master static text not link not use widget would look like HBase master RegionServers master web UI multipl base master base link widget look broken let get rid standbi master static text not link not use widget would look like base master region server master web UI,0 ,0 
3752, MR job hang node cluster default configur MR job hang node cluster default configur, node cluster GB RAM cluster deploy goe fine MR job not complet result servic check failur MR OOZIE pig etc node cluster GB RAM cluster deploy goe fine MR job not complet result servic check failur MR OOZIE pig etc,0 ,1 
3759, add host wizard success bootstrap host next button disabl add host wizard success bootstrap host next button disabl, see screenshot see screenshot,0 ,0 
3760, provid config group support add host wizard provid config group support add host wizard, ad host user abl select config group host belong configur group default config group appli host ad host user abl select config group host belong configur group default config group appli host,0 ,0 
3761, uncaught except JS navig servic servic page uncaught except JS navig servic servic page, one discov quick navig servic servic page reproduc tri click servic link fast servic content not display one discov quick navig servic servic page reproduc tri click servic link fast servic content not display,0 ,0 
3770, need better error log messag agent unabl reach server need better error log messag agent unabl reach server,,0 ,0 
3771, ambari allow chang ganglia cach locat ambari allow chang ganglia cach locat, ambari allow chang ganglia directori instal not cluster instal allow chang directori cluster instal ambari allow chang ganglia directori instal not cluster instal allow chang directori cluster instal,0 ,0 
3779, cluster instal cannot go past step cluster instal cannot go past step, UI make call http ambari apach org api stack HDP version field version operatingSystems repositori repositori API miss operatingSystems info except suse one href http ambari apach org api stack HDP version field version operatingSystems repositori repositori item href http ambari apach org api stack HDP version version activ fals min_upgrade_version null parent_stack_version null stack_name HDP stack_version operatingSystems href http ambari apach org api stack HDP version version activ fals min_upgrade_version null parent_stack_version null stack_name HDP stack_version operatingSystems href http ambari apach org api stack HDP version version activ fals min_upgrade_version null parent_stack_version null stack_name HDP stack_version operatingSystems href http ambari apach org api stack HDP version version activ true min_upgrade_version null parent_stack_version null stack_name HDP stack_version operatingSystems href http ambari apach org api stack HDP version version activ true min_upgrade_version null parent_stack_version null stack_name HDP stack_version operatingSystems href http ambari apach org api stack HDP version version activ fals min_upgrade_version null parent_stack_version null stack_name HDP stack_version operatingSystems href http ambari apach org api stack HDP version version activ true min_upgrade_version null parent_stack_version null stack_name HDP stack_version operatingSystems href http ambari apach org api stack HDP version operatingSystems cento OperatingSystems os_type cento stack_name HDP stack_version repositori href http ambari apach org api stack HDP version operatingSystems cento OperatingSystems os_type cento stack_name HDP stack_version repositori href http ambari apach org api stack HDP version operatingSystems oraclelinux OperatingSystems os_type oraclelinux stack_name HDP stack_version repositori href http ambari apach org api stack HDP version operatingSystems oraclelinux OperatingSystems os_type oraclelinux stack_name HDP stack_version repositori href http ambari apach org api stack HDP version operatingSystems redhat OperatingSystems os_type redhat stack_name HDP stack_version repositori href http ambari apach org api stack HDP version operatingSystems redhat OperatingSystems os_type redhat stack_name HDP stack_version repositori href http ambari apach org api stack HDP version operatingSystems sle OperatingSystems os_type sle stack_name HDP stack_version repositori href http ambari apach org api stack HDP version operatingSystems suse OperatingSystems os_type suse stack_name HDP stack_version repositori href http ambari apach org api stack HDP version operatingSystems suse repositori HDP repositori base_url http public repo hortonwork com HDP suse updat default_base_url http public repo hortonwork com HDP suse updat mirrors_list null os_type suse repo_id HDP repo_name HDP stack_name HDP stack_version UI make call http ambari apach org api stack HDP version field version oper system repositori repositori API miss oper system info except suse one href http ambari apach org api stack HDP version field version oper system repositori repositori item href http ambari apach org api stack HDP version version activ fals min_upgrade_version null parent_stack_version null stack_name HDP stack_version oper system href http ambari apach org api stack HDP version version activ fals min_upgrade_version null parent_stack_version null stack_name HDP stack_version oper system href http ambari apach org api stack HDP version version activ fals min_upgrade_version null parent_stack_version null stack_name HDP stack_version oper system href http ambari apach org api stack HDP version version activ true min_upgrade_version null parent_stack_version null stack_name HDP stack_version oper system href http ambari apach org api stack HDP version version activ true min_upgrade_version null parent_stack_version null stack_name HDP stack_version oper system href http ambari apach org api stack HDP version version activ fals min_upgrade_version null parent_stack_version null stack_name HDP stack_version oper system href http ambari apach org api stack HDP version version activ true min_upgrade_version null parent_stack_version null stack_name HDP stack_version oper system href http ambari apach org api stack HDP version oper system cento oper system os_type cento stack_name HDP stack_version repositori href http ambari apach org api stack HDP version oper system cento oper system os_type cento stack_name HDP stack_version repositori href http ambari apach org api stack HDP version oper system oraclelinux oper system os_type oraclelinux stack_name HDP stack_version repositori href http ambari apach org api stack HDP version oper system oraclelinux oper system os_type oraclelinux stack_name HDP stack_version repositori href http ambari apach org api stack HDP version oper system redhat oper system os_type redhat stack_name HDP stack_version repositori href http ambari apach org api stack HDP version oper system redhat oper system os_type redhat stack_name HDP stack_version repositori href http ambari apach org api stack HDP version oper system sle oper system os_type sle stack_name HDP stack_version repositori href http ambari apach org api stack HDP version oper system suse oper system os_type suse stack_name HDP stack_version repositori href http ambari apach org api stack HDP version oper system suse repositori HDP repositori base_url http public repo hortonwork com HDP suse updat default_base_url http public repo hortonwork com HDP suse updat mirrors_list null os_type suse repo_id HDP repo_name HDP stack_name HDP stack_version,0 ,0 
3791, provid add remov renam duplic action manag config group dialog provid add remov renam duplic action manag config group dialog, variou config group action add remov renam duplic provid manag config group dialog not reli save button immedi persist via API variou config group action add remov renam duplic provid manag config group dialog not reli save button immedi persist via API,0 ,0 
3793, not store disks_info DB store dynam info memori use show UI not store disks_info DB store dynam info memori use show UI, current store disk info DB inform never updat registr disk detail chang space avail chang disk get mount unmount etc persist inform not use instead hold detail memori refresh certain interv everi minut alert space avail hit lower limit current store disk info DB inform never updat registr disk detail chang space avail chang disk get mount unmount etc persist inform not use instead hold detail memori refresh certain interv everi minut alert space avail hit lower limit,0 ,0 
3805, add servic noth add add servic noth add, disabl gray add servic button servic ad upon hover show tooltip say No servic ad although hide add compon button no compon ad actual like want move toward disabl gray hover tooltip pattern disabl gray add servic button servic ad upon hover show tooltip say No servic ad although hide add compon button no compon ad actual like want move toward disabl gray hover tooltip pattern,0 ,0 
3815, remov renam action enabl default config group remov renam action enabl default config group, manag configur group dialog select default config group action remov renam config group enabl op not allow default config group manag configur group dialog select default config group action remov renam config group enabl op not allow default config group,0 ,0 
3824, provid chang config group action host config provid chang config group action host config, host config page provid chang action besid config group switch one group anoth default host config page provid chang action besid config group switch one group anoth default,0 ,0 
3836, unabl close manag config group dialog default group present unabl close manag config group dialog default group present, default config group launch manag config group dialog click cancel would not close dialog follow error uncaught TypeError cannot read properti id null method updateConfigGroupOnServicePage first line belowselectedConfigGroup managedConfigGroups findProperty id selectedConfigGroup id selectedConfigGroup mainServiceInfoConfigsController set selectedConfigGroup selectedConfigGroup els mainServiceInfoConfigsController set selectedConfigGroup managedConfigGroups findProperty isDefault true default config group launch manag config group dialog click cancel would not close dialog follow error uncaught type error cannot read properti id null method updat config group servic page first line belowselect config group manag config group find properti id select config group id select config group main servic info config control set select config group select config group els main servic info config control set select config group manag config group find properti default true,0 ,0 
3838, servic sidebar host config need vertic gap servic sidebar host config need vertic gap, go host config page no gap servic sidebar tab chang config group bar servic sidebar gap tab top go host config page no gap servic sidebar tab chang config group bar servic sidebar gap tab top,0 ,0 
3842, host config page properli order servic host config page properli order servic, app support hostOverridesHost enabl visit config page host servic random order order servic page also small empti entri menu give like px extra space servic even hover empti entri highlight app support host overrid host enabl visit config page host servic random order order servic page also small empti entri menu give like px extra space servic even hover empti entri highlight,0 ,0 
3844, error save host newli creat config group error save host newli creat config group, creat new config group manag configur group dialog tri add host group save also sometim button add host disabl newli creat group creat new config group manag configur group dialog tri add host group save also sometim button add host disabl newli creat group,0 ,0 
3857, click set link navig login page non admin user click set link navig login page non admin user, happen non admin user not author make POST PUT call resourc includ persist let hide set user non admin user happen non admin user not author make POST PUT call resourc includ persist let hide set user non admin user,0 ,0 
3864, JS error add host wizard proceed fail regist host JS error add host wizard proceed fail regist host, add two host add host wizard conform host step one regist success fail proce next JS error happen deploy wizard UI hang add two host add host wizard conform host step one regist success fail proce next JS error happen deploy wizard UI hang,0 ,0 
3868, add host fail configur NN HA JavaScript error add host fail configur NN HA java script error,,0 ,0 
3873, unittest user resourc attribut unittest user resourc attribut, test resourc user resourc manag test action attribut pleas make sure mock check case user alreadi exist not note not call directli provid method like action_create make resourc manag librari us call env run case test cover resourc definit import logic test resourc user resourc manag test action attribut pleas make sure mock check case user alreadi exist not note not call directli provid method like action_create make resourc manag librari us call env run case test cover resourc definit import logic,0 ,0 
3877, duplic config group action not duplic config duplic config group action not duplic config, overrid like config config group save go manag config group dialog select group click duplic action popup name descript pop hit OK creat duplic config group though duplic config group correct name descript not duplic config overrod POST call popul desired_configs exact sourc config group overrid like config config group save go manag config group dialog select group click duplic action popup name descript pop hit OK creat duplic config group though duplic config group correct name descript not duplic config overrod POST call popul desired_configs exact sourc config group,0 ,0 
3878, ResourceManager heap metric not correct ambari consol resourc manag heap metric not correct ambari consol, PROBLEM ResourceManager heap metric ambari web consol show correct valu not current heap usag reflect correct usag also total heap size match configur ResourceManager heap size even total heap size number chang constantli PROBLEM resourc manag heap metric ambari web consol show correct valu not current heap usag reflect correct usag also total heap size match configur resourc manag heap size even total heap size number chang constantli,0 ,0 
3881, UI incorrect behavior upgrad UI incorrect behavior upgrad, issu discov upgrad cluster hash adc dcbbe branch logic insid configuration_controller js function getConfigsByTags tagObject refer undefin variabl js error encount happen servic page render program flow quick_view_link_view js function didInsertElement gt setQuickLinks gt loadTags gt loadTagsSuccess data gt getSecurityProperties gt configurationController getConfigsByTags tag issu discov upgrad cluster hash adc dcbbe branch logic insid configuration_controller js function get config tag tag object refer undefin variabl js error encount happen servic page render program flow quick_view_link_view js function insert element gt set quick link gt load tag gt load tag success data gt get secur properti gt configur control get config tag tag,0 ,0 
3882, background oper popup window minimum size fix narrow browser background oper popup window minimum size fix narrow browser,,0 ,0 
3888, incorrect restart requir tooltip view incorrect restart requir tooltip view, compon host requir restart show refresh icon near servic name icon hover event show tooltip count compon host compon host requir restart show refresh icon near servic name icon hover event show tooltip count compon host,0 ,0 
3890, background oper two scrollbar width lower px background oper two scrollbar width lower px, screenshot attach screenshot attach,0 ,0 
3897, restart indic flag not show HDP stack servic restart indic flag not show HDP stack servic, config group use HDP stack servic stale_configs alway fals config group use HDP stack servic stale_configs alway fals,0 ,0 
3899, HDFS short circuit read config properti repeat HDFS short circuit read config properti repeat,,0 ,0 
3900, modifi messag reassign master move master modifi messag reassign master move master,,0 ,0 
3911, secur wizard servic configur page broken secur wizard servic configur page broken, tri enabl secur configur page blank tri enabl secur configur page blank,0 ,0 
3914, add host wizard stuck configur step add host wizard stuck configur step, cluster servic HDFS PIG SQOOP slave client host compon run add host wizard proce configur stepResult wizard popup stuck load processJS error uncaught TypeError cannot call method get undefin app js anonym function app js app AddHostController app WizardController extend loadServiceConfigGroups app js anonym function app js callback vendor js callback add vendor js anonym function app js callback vendor js callback fireWith vendor js callback fire vendor js anonym function cluster servic HDFS PIG SQOOP slave client host compon run add host wizard proce configur step result wizard popup stuck load process JS error uncaught type error cannot call method get undefin app js anonym function app js app add host control app wizard control extend load servic config group app js anonym function app js callback vendor js callback add vendor js anonym function app js callback vendor js callback fire vendor js callback fire vendor js anonym function,0 ,0 
3921, hover stay manag config group dialog close hover stay manag config group dialog close, open manag config group dialog hover one action remov host config group save cancel close dialog hover still remain middl page seen usag well need make sure hover close focu lost open manag config group dialog hover one action remov host config group save cancel close dialog hover still remain middl page seen usag well need make sure hover close focu lost,0 ,0 
3925, ad host multipl group time fail ad host multipl group time fail, step creat config group renam config group add host renam config group add host config group result save stop work error JS consol error JS consol uncaught TypeError cannot call method sort undefin manage_config_groups_controller js anonym function manage_config_groups_controller js anonym function manage_config_groups_controller js ComputedPropertyPrototype get ember latest js get ember latest js getPath ember latest js get ember latest js ember observ ember mixin creat get ember latest js app ModalPopup show onPrimary item js newFunc ember latest js ActionHelper registeredActions anonym function handler ember latest js anonym function ember latest js event dispatch jqueri min js handl step creat config group renam config group add host renam config group add host config group result save stop work error JS consol error JS consol uncaught type error cannot call method sort undefin manage_config_groups_controller js anonym function manage_config_groups_controller js anonym function manage_config_groups_controller js comput properti prototyp get ember latest js get ember latest js get path ember latest js get ember latest js ember observ ember mixin creat get ember latest js app modal popup show primari item js new func ember latest js action helper regist action anonym function handler ember latest js anonym function ember latest js event dispatch jqueri min js handl,0 ,0 
3930, miss host messag cluster deploy miss host messag cluster deploy, execut servic check host messag becom empti server return unsupport UI command task SERVICE_CHECK execut servic check host messag becom empti server return unsupport UI command task SERVICE CHECK,0 ,0 
3938, JS error switch config group hive oozi servic config page JS error switch config group hive oozi servic config page,,0 ,0 
3953, HBase master alert confus multi master environ base master alert confus multi master environ, multipl HBase master set HBase servic level alert section show multipl follow HBase master process HBase master web UI HBase master CPU utilizationThe label exactli master distinguish alert master ambari mirror ambari NameNode alert user tell apart append hostnam alert label multipl base master set base servic level alert section show multipl follow base master process base master web UI base master CPU util label exactli master distinguish alert master ambari mirror ambari name node alert user tell apart append hostnam alert label,0 ,0 
3954, hbase zookeep quorum chang inconsist host ad ZookeeperServer hbase zookeep quorum chang inconsist host ad zookeep server, issu step follow instal node cluster hbase zookeep zookeep server instal host properti hbase zookeep quorum etc hbase conf hbase site xml lt name gt hbase zookeep quorum lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt ad host hbase region server ZookeeperServer properti ad ambari apach org host valu restart HBase master propos UI properti valu becom lt name gt hbase zookeep quorum lt name gt lt valu gt ambari apach org lt valu gt host remain unchang restart HbaseRegionServers rest host not propos ui properti chang valu __________________________________________________________Issue properti templeton zookeep host etc hcatalog conf webhcat site xmlPrior ad zookeeperServer host config WebHCat server look like root vagrant cat etc hcatalog conf webhcat site xml grep templeton zookeep host lt configur gt lt properti gt lt name gt templeton zookeep host lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt lt properti gt ad ZookeeperServer restart WebHCatServer root vagrant cat etc hcatalog conf webhcat site xml grep templeton zookeep host lt properti gt lt properti gt lt name gt templeton zookeep host lt name gt lt valu gt ambari apach org lt valu gt lt properti gt __________________________________________________________Issue node cluster HA enbal properti ha zookeep quorum etc hadoop conf core site xml valu host lt name gt ha zookeep quorum lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt chang either host ad cluster instal ZookeeperServer restart HDFS issu step follow instal node cluster hbase zookeep zookeep server instal host properti hbase zookeep quorum etc hbase conf hbase site xml lt name gt hbase zookeep quorum lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt ad host hbase region server zookeep server properti ad ambari apach org host valu restart base master propos UI properti valu becom lt name gt hbase zookeep quorum lt name gt lt valu gt ambari apach org lt valu gt host remain unchang restart hbase region server rest host not propos ui properti chang valu  issu properti templeton zookeep host etc hcatalog conf webhcat site xml prior ad zookeep server host config web cat server look like root vagrant cat etc hcatalog conf webhcat site xml grep templeton zookeep host lt configur gt lt properti gt lt name gt templeton zookeep host lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt lt properti gt ad zookeep server restart web cat server root vagrant cat etc hcatalog conf webhcat site xml grep templeton zookeep host lt properti gt lt properti gt lt name gt templeton zookeep host lt name gt lt valu gt ambari apach org lt valu gt lt properti gt  issu node cluster HA enbal properti ha zookeep quorum etc hadoop conf core site xml valu host lt name gt ha zookeep quorum lt name gt lt valu gt ambari apach org ambari apach org ambari apach org lt valu gt chang either host ad cluster instal zookeep server restart HDFS,0 ,0 
3981, servic mysteri disappear stack upgrad servic mysteri disappear stack upgrad,,0 ,0 
3982, background oper window call wizard react not show dialog flag background oper window call wizard react not show dialog flag, STR Go reassign NameNode wizard last step click start servic link chang state flag not show dialog start background oper click OK click start servic link result state flag not chang STR Go reassign name node wizard last step click start servic link chang state flag not show dialog start background oper click OK click start servic link result state flag not chang,0 ,0 
3984, config group background popup show need integr restart compon config group background popup show need integr restart compon, chang config group servic click stop compon servic config page click start compon page actual result background oper popup alway show attach expect result load not show dialog flag first determin show popup chang config group servic click stop compon servic config page click start compon page actual result background oper popup alway show attach expect result load not show dialog flag first determin show popup,0 ,0 
3986, YARN MapReduce config not display YARN map reduc config not display, servic gt config YARN MapReduce config not display servic gt config YARN map reduc config not display,0 ,0 
3987, resourc provid set wrong stack version resourc provid set wrong stack version, AbstractProviderModule updateClusterVersion set cluster version resourc provid follow PropertyHelper MetricsVersion version clusterVersion startsWith HDP PropertyHelper MetricsVersion HDP PropertyHelper MetricsVersion HDP cluster version properti set HDPLocal incorrectli detect HDP caus properti provid use wrong metric map file caus mani JMX properti not set properli abstract provid modul updat cluster version set cluster version resourc provid follow properti helper metric version version cluster version start HDP properti helper metric version HDP properti helper metric version HDP cluster version properti set HDP local incorrectli detect HDP caus properti provid use wrong metric map file caus mani JMX properti not set properli,0 ,0 
3991, manag config group link need save config group confirm manag config group link need save config group confirm, servic config group save confirm popup say save success enhanc popup button manag config group dialog along appropri messag button click popup go away manag config group dialog show servic config group save confirm popup say save success enhanc popup button manag config group dialog along appropri messag button click popup go away manag config group dialog show,0 ,0 
3992, make config chang save prompt user tri navig away make config chang save prompt user tri navig away, brows servic gt HDFS gt config chang prop not click save brows away summari anoth serviceUser would lost config chang prompt allow user navig away config unsav chang save chang discard discard save brows servic gt HDFS gt config chang prop not click save brows away summari anoth servic user would lost config chang prompt allow user navig away config unsav chang save chang discard discard save,0 ,0 
3997, config group POST call toler name reus config group POST call toler name reus, cluster wide prohibit reus config group name howev name reus across servic API updat toler POST PUT similar name config group cluster wide prohibit reus config group name howev name reus across servic API updat toler POST PUT similar name config group,0 ,0 
3999, long host name inconveni view background oper popup long host name inconveni view background oper popup, step open background oper window select oper result host name long not place design place solut host name long show part string end also string keep singl line time step open background oper window select oper result host name long not place design place solut host name long show part string end also string keep singl line time,0 ,0 
4003, add servic wizard custom servic config not display add servic wizard custom servic config not display, custom servic step add servic wizard config group config not display see screenshot custom servic step add servic wizard config group config not display see screenshot,0 ,0 
4004, duplic host close addServiceWizard duplic host close add servic wizard, instal cluster host HDFS ZooKeeper Go add servic wizard select configur servic Go step custom servic close wizard Go host page result host appear two time instal cluster host HDFS zoo keeper Go add servic wizard select configur servic Go step custom servic close wizard Go host page result host appear two time,0 ,0 
4012, NameNode max heap not show HDP stack name node max heap not show HDP stack, reason use consist valu show heap size differ compon miss solut make sure heap size percentag valu includ NN RM JT HBase master use properti reason use consist valu show heap size differ compon miss solut make sure heap size percentag valu includ NN RM JT base master use properti,0 ,0 
4024, HiveSchema file hive hive schema oracl sql hive schema file hive hive schema oracl sql, HiveSchema file hive hive schema oracl sql hive schema file hive hive schema oracl sql,0 ,0 
4028, dashboard quick link poll desired_configs everi dashboard quick link poll desired_configs everi, dashboard call cluster clusterName field cluster desired_configs made everi need verifi realli necessari initi investig reveal call quick link link set base secur enabl no need poll everi dashboard call cluster cluster name field cluster desired_configs made everi need verifi realli necessari initi investig reveal call quick link link set base secur enabl no need poll everi,0 ,0 
4040, instal behavior action manag config group dialog differ reconfigur instal behavior action manag config group dialog differ reconfigur, reconfigur manag config group dialog action config group tabl left tabl add remov duplic renam immedi not need hit save save host membership chang host membership chang action left tabl disabl till save instal howev action allow till save hit renam duplic hit cancel chang lost someth not happen reconfigur instal dialog similar behavior reconfigur dialog reconfigur manag config group dialog action config group tabl left tabl add remov duplic renam immedi not need hit save save host membership chang host membership chang action left tabl disabl till save instal howev action allow till save hit renam duplic hit cancel chang lost someth not happen reconfigur instal dialog similar behavior reconfigur dialog,0 ,0 
4044, refactor templat popup refactor templat popup,,0 ,0 
4048, minor manag config group dialog UI chang minor manag config group dialog UI chang, label top left hand config group tabl remov left hand tabl right hand tabl occupi dialog label top left hand config group tabl remov left hand tabl right hand tabl occupi dialog,0 ,0 
4052, renam config group dialog allow descript chang also renam config group dialog allow descript chang also, want chang config group descript unabl chang without chang name renam config group dialog allow chang descript also want chang config group descript unabl chang without chang name renam config group dialog allow chang descript also,0 ,0 
4054, need show stale config indic host page need show stale config indic host page, show restart indic stale config servic individu host sinc alreadi inform client need show host page tabl need filter select stale config host also show besid host stale config indic show restart indic stale config servic individu host sinc alreadi inform client need show host page tabl need filter select stale config host also show besid host stale config indic,0 ,0 
4058, ambari agent server start automat upon reboot ambari agent server start automat upon reboot, ambari agent server not set start automat machin reboot becom inaccess ambari agent server not set start automat machin reboot becom inaccess,0 ,0 
4069, add host use local repositori UI incorrectli say no add host use local repositori UI incorrectli say no, review page instal wizard add host wizard list repo OS say repositori not local repositori not ye no review page instal wizard add host wizard list repo OS say repositori not local repositori not ye no,0 ,0 
4076, instal host list show master top instal host list show master top, instal host list show master top instal host list show master top,0 ,0 
4089, HDFS ZKFC relat EmberData HDFS ZKFC relat ember data, enabl HA go host page open host page host ZKFC ZKFC servic expect ZKFC HDFS servic enabl HA go host page open host page host ZKFC ZKFC servic expect ZKFC HDFS servic,0 ,0 
4092, need tooltip show error local repo bad need tooltip show error local repo bad, select HDP stack cento base url bad reason given respons not shown anywher UI red exclam mark need tooltip show error messag server along HTTP error code select HDP stack cento base url bad reason given respons not shown anywher UI red exclam mark need tooltip show error messag server along HTTP error code,0 ,0 
4104, TestHardware test_fqdnDomainHostname fail test hardwar test_fqdn domain hostnam fail, unit test failsFAIL test_fqdnDomainHostname TestHardware TestHardware traceback recent call last file home dmitri incub ambari ambari common src test python mock mock py line patch return func arg keywarg file home dmitri incub ambari ambari agent src test python ambari_agent TestHardware py line test_fqdnDomainHostname self assertEquals result hostnam ambari AssertionError dmitri pc ambari unit test fail FAIL test_fqdn domain hostnam test hardwar test hardwar traceback recent call last file home dmitri incub ambari ambari common src test python mock mock py line patch return func arg keywarg file home dmitri incub ambari ambari agent src test python ambari_agent test hardwar py line test_fqdn domain hostnam self assert equal result hostnam ambari assert error dmitri pc ambari,0 ,0 
4106, not allow blank config group name not allow blank config group name, creat config group enter lt space gt name enabl OK button save save config group name reproduc instal work fine instal creat config group enter lt space gt name enabl OK button save save config group name reproduc instal work fine instal,0 ,0 
4118, manag config group link appear host detail page cannot dismiss open manag config group link appear host detail page cannot dismiss open,,0 ,0 
4129, HA wizard not access upgrad HA wizard not access upgrad,,0 ,0 
4132, stale config indic not shown reconfigur WebHCat ganglia nagio ZooKeeper stale config indic not shown reconfigur web cat ganglia nagio zoo keeper, step creat config group mention servic add host config group save config group result restart indic not appear step creat config group mention servic add host config group save config group result restart indic not appear,0 ,0 
4135, review page info repositori review page info repositori, load repositori info way add host wizard load repositori info way add host wizard,0 ,0 
4145, abil restart compon abil restart compon, add option action menu restart queue stop start task assum RESTART default command base default implement call STOP START add option action menu restart queue stop start task assum RESTART default command base default implement call STOP START,0 ,0 
4152, servic config page show blank page enabl secur JS error servic config page show blank page enabl secur JS error, UI respond enabl secur UI respond enabl secur,0 ,0 
4171, fix UI unit test fix UI unit test,,0 ,0 
4177, YARN check execut fail instal YARN check execut fail instal, YARN check execut fail instal see attach log IP address host page shown OS NOT SUPPORTED js error cluster instal use regular nano CentOS imag type YARN check execut fail instal see attach log IP address host page shown OS NOT SUPPORTED js error cluster instal use regular nano cent OS imag type,0 ,0 
4184, fix version rpm stack match instal one fix version rpm stack match instal one, fix version rpm stack match instal one fix version rpm stack match instal one,0 ,0 
4186, global config not sent server global config not sent server, deploy step global config not sent server nagio ganglia instal via add servic wizard config servic config page deploy step global config not sent server nagio ganglia instal via add servic wizard config servic config page,0 ,0 
4195, misalign filter combobox instal browser window narrow misalign filter combobox instal browser window narrow,,0 ,0 
4200, minor UI cleanup remov doubl border reduc text minor UI cleanup remov doubl border reduc text, remov doubl border alert host compon page section remov text not wrap delet host dialog remov host tabl header clean config group dialog remov doubl border alert host compon page section remov text not wrap delet host dialog remov host tabl header clean config group dialog,0 ,0 
4206, signific lag host statu updat slave master compon start stop signific lag host statu updat slave master compon start stop, step Go host slave compon DataNode exampl click stop option slave compon result statu marker slave compon start blink red statu marker host behav strang sometim also start blink red immedi sometim chang statu not blink red slave compon stop end slave compon start step Go host slave compon data node exampl click stop option slave compon result statu marker slave compon start blink red statu marker host behav strang sometim also start blink red immedi sometim chang statu not blink red slave compon stop end slave compon start,0 ,0 
4207, frontend histori server manag separ compon frontend histori server manag separ compon, stack histori server separ master compon add abil choos host compon instal set valu mapreduc histori server http address lt historyserverHost gt lt historyServerPort gt stack histori server separ master compon add abil choos host compon instal set valu mapreduc histori server http address lt historyserv host gt lt histori server port gt,0 ,0 
4211, empti content review step add host wizard empti content review step add host wizard, JS error uncaught TypeError cannot call method forEach undefin JS error uncaught type error cannot call method undefin,0 ,0 
4217, mirror page redesign mirror page redesign, redesign exist mirror page dataset tabl accord new attach mockup redesign exist mirror page dataset tabl accord new attach mockup,0 ,0 
4220, pad config overrid properti pad config overrid properti,,0 ,0 
4224, issu start stop host compon predic stale_config true not work issu start stop host compon predic stale_config true not work, see seri curl call no compon stale config compon stop ambari allow INSTALL call alreadi instal client root vagrant curl uadmin admin request ambari http ambari apach org api cluster host_components HostRoles stale_configs true href http ambari apach org api cluster host_components HostRoles stale_configs true item root vagrant curl uadmin admin request ambari HostRoles state INSTALLED PUT http ambari apach org api cluster host_components HostRoles stale_configs true href http ambari apach org api cluster request request id statu InProgress root vagrant curl uadmin admin request ambari http ambari apach org api cluster request href http ambari apach org api cluster request request aborted_task_count cluster_name completed_task_count failed_task_count id progress_percent queued_task_count request_context request_status PENDING task_count timed_out_task_count task href http ambari apach org api cluster request task task cluster_name id request_id href http ambari apach org api cluster request task task cluster_name id request_id href http ambari apach org api cluster request task task cluster_name id request_id href http ambari apach org api cluster request task task cluster_name id request_id see seri curl call no compon stale config compon stop ambari allow INSTALL call alreadi instal client root vagrant curl uadmin admin request ambari http ambari apach org api cluster host_components host role stale_configs true href http ambari apach org api cluster host_components host role stale_configs true item root vagrant curl uadmin admin request ambari host role state INSTALLED PUT http ambari apach org api cluster host_components host role stale_configs true href http ambari apach org api cluster request request id statu progress root vagrant curl uadmin admin request ambari http ambari apach org api cluster request href http ambari apach org api cluster request request aborted_task_count cluster_name completed_task_count failed_task_count id progress_percent queued_task_count request_context request_status PENDING task_count timed_out_task_count task href http ambari apach org api cluster request task task cluster_name id request_id href http ambari apach org api cluster request task task cluster_name id request_id href http ambari apach org api cluster request task task cluster_name id request_id href http ambari apach org api cluster request task task cluster_name id request_id,0 ,0 
