issue_id,summary,description,target_Security,target_Performance
3799, NullPointerException access clob pool connect null pointer except access clob pool connect, return pool connect pool get NullPointerException thrown clob field access may relat follow post http mail archiv apach org mod_mbox db derbi user mbox CD sun com EHere stack trace java lang NullPointerException org apach derbi client PreparedStatement setIntX unknown sourc org apach derbi client CallableLocatorProcedures clobGetLength unknown sourc org apach derbi client clob getLocatorLength unknown sourc org apach derbi client lob sqlLength unknown sourc org apach derbi client clob length unknown sourc org apach derbi client cursor getString unknown sourc org apach derbi client ResultSet getString unknown sourc derbyerr main main main java code reproduc problem packag derbyerr import java sql connect import java sql PreparedStatement import java sql ResultSet import java sql SQLException import javax sql PooledConnection import org apach derbi jdbc ClientConnectionPoolDataSource public class main public static void main string arg org apach derbi tool sysinfo main arg ClientConnectionPoolDataSource creator new ClientConnectionPoolDataSource empti db name testdb creator setDatabaseName testdb tri PooledConnection pc creator getPooledConnection connect pc getConnection PreparedStatement ps ResultSet rs string drop tabl test exsist tri ps prepareStatement drop tabl test ps execut ps close catch except creat test tabl clob field ps prepareStatement creat tabl test pkey varchar not null primari key valu clob ps execut ps close insert record ps prepareStatement insert test valu abc ps execut ps close queri record ps prepareStatement select test rs ps executeQuery rs next access clob field work rs getString assert equal abc rs close ps close simul connect pool close connect get close pc getConnection queri record ps prepareStatement select test rs ps executeQuery rs next access clob fail rs getString assert equal abc rs close ps close catch except printStackTrace return pool connect pool get null pointer except thrown clob field access may relat follow post http mail archiv apach org mod_mbox db derbi user mbox CD sun com stack trace java lang null pointer except org apach derbi client prepar statement set int unknown sourc org apach derbi client callabl locat procedur clob get length unknown sourc org apach derbi client clob get locat length unknown sourc org apach derbi client lob sql length unknown sourc org apach derbi client clob length unknown sourc org apach derbi client cursor get string unknown sourc org apach derbi client result set get string unknown sourc derbyerr main main main java code reproduc problem packag derbyerr import java sql connect import java sql prepar statement import java sql result set import java sql SQL except import javax sql pool connect import org apach derbi jdbc client connect pool data sourc public class main public static void main string arg org apach derbi tool sysinfo main arg client connect pool data sourc creator new client connect pool data sourc empti db name testdb creator set databas name testdb tri pool connect pc creator get pool connect connect pc get connect prepar statement ps result set rs string drop tabl test exsist tri ps prepar statement drop tabl test ps execut ps close catch except creat test tabl clob field ps prepar statement creat tabl test pkey varchar not null primari key valu clob ps execut ps close insert record ps prepar statement insert test valu abc ps execut ps close queri record ps prepar statement select test rs ps execut queri rs next access clob field work rs get string assert equal abc rs close ps close simul connect pool close connect get close pc get connect queri record ps prepar statement select test rs ps execut queri rs next access clob fail rs get string assert equal abc rs close ps close catch except print stack trace,0,0
3809, add SHOW FUNCTIONS command ij add SHOW FUNCTIONS command ij, current ij SHOW command give inform number schema object includ procedur fairli easi add SHOW FUNCTIONS well request surfac user list http www nabbl com see self defin function td html current ij SHOW command give inform number schema object includ procedur fairli easi add SHOW FUNCTIONS well request surfac user list http www nabbl com see self defin function td html,0,0
3823, NullPointerException stress multi test null pointer except stress multi test, saw follow NPE stress multi run derbycli java lang NullPointerException org apach derbi impl jdbc EmbedPreparedStatement getMetaData unknown sourc org apach derbi impl drda DRDAConnThread writeSQLDARD unknown sourc org apach derbi impl drda DRDAConnThread processCommands unknown sourc org apach derbi impl drda DRDAConnThread run unknown sourc cleanup action complet saw follow NPE stress multi run derbycli java lang null pointer except org apach derbi impl jdbc emb prepar statement get meta data unknown sourc org apach derbi impl drda DRDA conn thread write SQLDARD unknown sourc org apach derbi impl drda DRDA conn thread process command unknown sourc org apach derbi impl drda DRDA conn thread run unknown sourc cleanup action complet,0,1
3825, StoreStreamClob getReader charPos perform poorli store stream clob get reader char po perform poorli, StoreStreamClob getReader charPos perform poorli reset underli stream skip data reach request charact posit not data skip also decod UTF problem expos EmbedClob getSubString caus extrem bad perform client driver locat base clob implement use method record anoth read buffer size issu exagger problem probabl handl DERBY also DERBY store stream clob get reader char po perform poorli reset underli stream skip data reach request charact posit not data skip also decod UTF problem expos emb clob get sub string caus extrem bad perform client driver locat base clob implement use method record anoth read buffer size issu exagger problem probabl handl DERBY also DERBY,0,1
3829, convert derbynet sysinfo derbynet sysinfo_with_properties JUnit convert derbynet sysinfo derbynet sysinfo_with_properties unit, guess two combin one file guess two combin one file,0,0
3837, need test get appropri error messag os file read need test get appropri error messag os file read, current way test happen databas read media cd floppi without user involv insert disk somewher etc hard fulli test test simul make file OS read would give coverag current way test happen databas read media cd floppi without user involv insert disk somewher etc hard fulli test test simul make file OS read would give coverag,0,0
3840, test code execut java process execut java instead use full path may caus wrong java pick test code execut java process execut java instead use full path may caus wrong java pick, place code execut java process BaseTestCase assertExecJavaCmdAsExpected execcut java process call java window least new shell creat exec ed process not share parent process path rather pick path window system variabl caus wrong java pick also method not work call java instead actual execut name perhap method public static final string getJavaExecutableName string vmname getSystemProperty com ibm oti vm exe vmname null vmname getSystemProperty java home file pathSeparator java return vmname also issu NetworkServerControlApiTest NetworkServerTestSetup replic test mayb other well place code execut java process base test case assert exec java cmd expect execcut java process call java window least new shell creat exec ed process not share parent process path rather pick path window system variabl caus wrong java pick also method not work call java instead actual execut name perhap method public static final string get java execut name string vmname get system properti com ibm oti vm exe vmname null vmname get system properti java home file path separ java return vmname also issu network server control api test network server test setup replic test mayb other well,0,0
3853, behaviour setTypeMap differ embed client behaviour set type map differ embed client, embed driver connect setTypeMap behav like connect not close map argument null throw SQLException SQLState XJ map not null not empti throw SQLException SQLState map not null empti nothingThe behaviour client driver alway throw SQLException SQLState tri make two driver behav way setTypeMap call would also allow us simplifi test EEDataSourceTest embed driver connect set type map behav like connect not close map argument null throw SQL except SQL state XJ map not null not empti throw SQL except SQL state map not null empti noth behaviour client driver alway throw SQL except SQL state tri make two driver behav way set type map call would also allow us simplifi test EE data sourc test,0,0
3856, differ embed vs DerbyNetClient format return timestamp cast varchar differ embed vs derbi net client format return timestamp cast varchar, slight differ embed vs DerbyNetClient return specif cast show convers test lang datetim sql run embed follow sql prepar dateTimePS valu date cast integ timestamp cast varchar execut dateTimePS use valu cast integ give embed DerbyNetClient embed date time part DerbyNetClient space embed separ time element DerbyNetClient embed reflect data pass DerbyNetClient seem default timestamp format not sure correct point confirm behavior like latest build trunk branch slight differ embed vs derbi net client return specif cast show convers test lang datetim sql run embed follow sql prepar date time PS valu date cast integ timestamp cast varchar execut date time PS use valu cast integ give embed derbi net client embed date time part derbi net client space embed separ time element derbi net client embed reflect data pass derbi net client seem default timestamp format not sure correct point confirm behavior like latest build trunk branch,0,0
3857, tool ide not includ sourc tarbal tool ide not includ sourc tarbal, tool ide directori not part sourc tarbal check releas releas candid includ make easier peopl open sourc code IDE tool ide directori not part sourc tarbal check releas releas candid includ make easier peopl open sourc code IDE,0,0
3865, NPE testSemantics lang RolesTest JavaME CVM NPE test semant lang role test java CVM, see http dbtg thresher com derbi test daili javaME test testlog ubuntu suitesAll_diff txt testSemantics org apach derbyTesting functionTests test lang RolesTest junit framework AssertionFailedError java lang NullPointerException org apach derbyTesting junit JDBCDataSource getDataSourceObject ljava lang string ljava util HashMap ljava lang object JDBCDataSource java org apach derbyTesting junit EEDataSource getConnectionPoolDataSource lorg apach derbyTesting junit TestConfiguration ljava util HashMap ljavax sql ConnectionPoolDataSource EEDataSource java org apach derbyTesting junit EEDataSource getConnectionPoolDataSource ljavax sql ConnectionPoolDataSource EEDataSource java org apach derbyTesting functionTests test lang RolesTest testCurrentRoleIsReset RolesTest java org apach derbyTesting functionTests test lang RolesTest testSemantics RolesTest java org apach derbyTesting junit BaseTestCase runBare BaseTestCase java junit extens TestDecorator basicRun ljunit framework TestResult TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run ljunit framework TestResult TestSetup java junit extens TestDecorator basicRun ljunit framework TestResult TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run ljunit framework TestResult TestSetup java org apach derbyTesting junit BaseTestSetup run ljunit framework TestResult BaseTestSetup java junit extens TestDecorator basicRun ljunit framework TestResult TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run ljunit framework TestResult TestSetup java junit extens TestDecorator basicRun ljunit framework TestResult TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run ljunit framework TestResult TestSetup java org apach derbyTesting junit BaseTestSetup run ljunit framework TestResult BaseTestSetup java junit extens TestDecorator basicRun ljunit framework TestResult TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run ljunit framework TestResult TestSetup java org apach derbyTesting junit BaseTestSetup run ljunit framework TestResult BaseTestSetup java junit extens TestDecorator basicRun ljunit framework TestResult TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run ljunit framework TestResult TestSetup java junit extens TestDecorator basicRun ljunit framework TestResult TestDecorator java junit extens TestSetup protect TestSetup java junit extens TestSetup run ljunit framework TestResult TestSetup java sun misc CVM runMain CVM java see http dbtg thresher com derbi test daili java test testlog ubuntu suit All_diff txt test semant org apach derbi test function test test lang role test junit framework assert fail error java lang null pointer except org apach derbi test junit JDBC data sourc get data sourc object ljava lang string ljava util hash map ljava lang object JDBC data sourc java org apach derbi test junit EE data sourc get connect pool data sourc lorg apach derbi test junit test configur ljava util hash map ljavax sql connect pool data sourc EE data sourc java org apach derbi test junit EE data sourc get connect pool data sourc ljavax sql connect pool data sourc EE data sourc java org apach derbi test function test test lang role test test current role reset role test java org apach derbi test function test test lang role test test semant role test java org apach derbi test junit base test case run bare base test case java junit extens test decor basic run ljunit framework test result test decor java junit extens test setup protect test setup java junit extens test setup run ljunit framework test result test setup java junit extens test decor basic run ljunit framework test result test decor java junit extens test setup protect test setup java junit extens test setup run ljunit framework test result test setup java org apach derbi test junit base test setup run ljunit framework test result base test setup java junit extens test decor basic run ljunit framework test result test decor java junit extens test setup protect test setup java junit extens test setup run ljunit framework test result test setup java junit extens test decor basic run ljunit framework test result test decor java junit extens test setup protect test setup java junit extens test setup run ljunit framework test result test setup java org apach derbi test junit base test setup run ljunit framework test result base test setup java junit extens test decor basic run ljunit framework test result test decor java junit extens test setup protect test setup java junit extens test setup run ljunit framework test result test setup java org apach derbi test junit base test setup run ljunit framework test result base test setup java junit extens test decor basic run ljunit framework test result test decor java junit extens test setup protect test setup java junit extens test setup run ljunit framework test result test setup java junit extens test decor basic run ljunit framework test result test decor java junit extens test setup protect test setup java junit extens test setup run ljunit framework test result test setup java sun misc CVM run main CVM java,0,0
3869, intermitt hang ping server linux intermitt hang ping server linux, look intermitt hang IBM linux ping command not entir sure jvm issu not abl reproduc hang jvm trace XMTHREADINFO main TID thread_t AF state prio XMTHREADINFO nativ thread ID nativ prioriti nativ polici UNKNOWN XESTACKTRACE java net SocketInputStream socketRead nativ method XESTACKTRACE java net SocketInputStream read SocketInputStream java XESTACKTRACE java net SocketInputStream read SocketInputStream java XESTACKTRACE org apach derbi impl drda NetworkServerControlImpl fillReplyBuffer NetworkServerControlImpl java XESTACKTRACE org apach derbi impl drda NetworkServerControlImpl readResult NetworkServerControlImpl java XESTACKTRACE org apach derbi impl drda NetworkServerControlImpl pingWithNoOpen NetworkServerControlImpl java XESTACKTRACE org apach derbi impl drda NetworkServerControlImpl ping NetworkServerControlImpl java compil code XESTACKTRACE org apach derbi drda NetworkServerControl ping NetworkServerControl java compil code XESTACKTRACE repro pingForServerUp repro java compil code XESTACKTRACE repro startAndShutdown repro java client sent ping no correspond session server side process thecommand full thread dump javacor txtThe program repro java show problem repeatedli start server ping come shut derbi log see startup error address alreadi use presum shutdown not complet start server perhap shut mid ping caus hang GMT could not listen port host java net BindException address alreadi useAn except thrown network server startup DRDA_ListenPort could not listen port host java net BindException address alreadi usejava lang reflect InvocationTargetException sun reflect GeneratedMethodAccessor invok unknown sourc sun reflect DelegatingMethodAccessorImpl invok DelegatingMethodAccessorImpl java java lang reflect method invok method java org apach derbi iapi jdbc DRDAServerStarter run DRDAServerStarter java java lang thread run thread java caus java lang except DRDA_ListenPort could not listen port host java net BindException address alreadi use java lang throwabl lt init gt throwabl java org apach derbi impl drda NetworkServerControlImpl consolePropertyMessageWork NetworkServerControlImpl java org apach derbi impl drda NetworkServerControlImpl consolePropertyMessage NetworkServerControlImpl java org apach derbi impl drda NetworkServerControlImpl blockingStart NetworkServerControlImpl java moreFull log attach derbi log look intermitt hang IBM linux ping command not entir sure jvm issu not abl reproduc hang jvm trace XMTHREADINFO main TID thread_t AF state prio XMTHREADINFO nativ thread ID nativ prioriti nativ polici UNKNOWN XESTACKTRACE java net socket input stream socket read nativ method XESTACKTRACE java net socket input stream read socket input stream java XESTACKTRACE java net socket input stream read socket input stream java XESTACKTRACE org apach derbi impl drda network server control impl fill repli buffer network server control impl java XESTACKTRACE org apach derbi impl drda network server control impl read result network server control impl java XESTACKTRACE org apach derbi impl drda network server control impl ping No open network server control impl java XESTACKTRACE org apach derbi impl drda network server control impl ping network server control impl java compil code XESTACKTRACE org apach derbi drda network server control ping network server control java compil code XESTACKTRACE repro ping server repro java compil code XESTACKTRACE repro start shutdown repro java client sent ping no correspond session server side process thecommand full thread dump javacor txt program repro java show problem repeatedli start server ping come shut derbi log see startup error address alreadi use presum shutdown not complet start server perhap shut mid ping caus hang GMT could not listen port host java net bind except address alreadi use except thrown network server startup DRDA listen port could not listen port host java net bind except address alreadi usejava lang reflect invoc target except sun reflect gener method accessor invok unknown sourc sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org apach derbi iapi jdbc DRDA server starter run DRDA server starter java java lang thread run thread java caus java lang except DRDA listen port could not listen port host java net bind except address alreadi use java lang throwabl lt init gt throwabl java org apach derbi impl drda network server control impl consol properti messag work network server control impl java org apach derbi impl drda network server control impl consol properti messag network server control impl java org apach derbi impl drda network server control impl block start network server control impl java full log attach derbi log,0,1
3870, concurr insert row XML data result except concurr insert row XML data result except, insert row tabl use follow prepar statement JDBC INSERT USER PSTORE valu XMLPARSE document CAST CLOB preserv whitespac replac string one thread run fine two result follow except org apach derbi client SqlException java except FWK pars may not call pars org xml sax SAXException org apach derbi client SqlException lt init gt unknown sourc org apach derbi client SqlException lt init gt unknown sourc believ come dBuilder pars InputSource method insert row tabl use follow prepar statement JDBC INSERT USER PSTORE valu XMLPARSE document CAST CLOB preserv whitespac replac string one thread run fine two result follow except org apach derbi client sql except java except FWK pars may not call pars org xml sax SAX except org apach derbi client sql except lt init gt unknown sourc org apach derbi client sql except lt init gt unknown sourc believ come builder pars input sourc method,0,0
3878, replic stopSlave not close serversocket master crash replic stop slave not close serversocket master crash, stopSlave command connect URL attribut fail close ServerSocket call master databas crash derbi instanc cannot later start slave port problem ReplicationMessageReceive tearDown SocketConnection tearDown SC tearDown objOutputStream close stream flush method call flush throw except socket close not call RMR tearDown socketCon teardown throw except serverSocket close not call suggest fix add tri catch final block vital code socket close serverSocket close alway call note stop slave command also come master stopMaster connect URL call case bug not materi stop slave command connect URL attribut fail close server socket call master databas crash derbi instanc cannot later start slave port problem replic messag receiv tear socket connect tear SC tear obj output stream close stream flush method call flush throw except socket close not call RMR tear socket con teardown throw except server socket close not call suggest fix add tri catch final block vital code socket close server socket close alway call note stop slave command also come master stop master connect URL call case bug not materi,0,1
3883, LOBStreamControl replaceBytes leav temporari file open LOB stream control replac byte leav temporari file open, seen problem result code close delet old temporari file LOBStreamControl replaceBytes look wrong replaceBytes call lob materi temporari file creat new file copi relev part old file old file close delet block replac end last byte lob believ old file close delet also replac block end last byte origin lob seen problem result code close delet old temporari file LOB stream control replac byte look wrong replac byte call lob materi temporari file creat new file copi relev part old file old file close delet block replac end last byte lob believ old file close delet also replac block end last byte origin lob,0,1
